GeoID,FD_num_2015,FD_pct_2015
8023,3522,99.94
8025,459,7.89
8027,1101,25.89
8029,2612,8.44
8031,55276,9.21
8033,2064,100.00
8035,54681,19.16
8037,8058,15.44
8039,5986,25.93
8041,168374,27.06
8043,16168,34.53
8045,8633,15.31
8047,0,0.00
8049,422,2.84
8051,1839,12.00
8053,99,11.78
8055,2460,36.65
8057,382,27.42
8059,121653,22.76
8061,1398,100.00
8063,921,11.14
8065,1456,19.92
8067,7347,14.31
8069,56628,18.90
8071,6182,39.86
8073,1247,22.80
8075,4438,19.54
8077,46154,31.46
8079,91,12.80
8081,3230,23.42
8083,4196,16.43
8085,8466,20.51
8087,3374,11.98
8089,5578,29.62
8091,273,6.16
8093,8729,53.86
8095,209,4.71
8097,1568,9.15
8099,2997,23.88
8101,58656,36.88
8103,572,8.58
8105,1460,12.19
8107,5254,22.35
8109,1235,20.23
8111,694,99.24
8113,719,9.77
8115,442,18.57
8117,5175,18.49
8119,3004,12.86
8121,2485,51.62
8123,37099,14.67
8125,2301,22.91
9001,268768,29.31
9003,259189,28.99
9005,34657,18.25
9007,52122,31.46
9009,247957,28.75
9011,99028,36.13
9013,53337,34.93
9015,18808,15.88
10001,25573,15.76
10003,122164,22.69
10005,27649,14.02
11001,12688,2.11
12001,37664,15.23
12003,8982,33.13
12005,56308,33.35
12007,1580,5.54
12009,218702,40.25
12011,158492,9.07
12013,2636,18.02
12015,66893,41.81
12017,43886,31.07
12019,46476,24.35
12021,90597,28.18
12023,11078,16.40
12027,3455,9.91
12029,1484,9.04
12031,213634,24.72
12033,108622,36.50
12035,33041,34.53
12037,287,2.49
12039,3971,8.56
12041,75,0.44
12043,7332,56.90
12045,2972,18.74
12047,3266,22.07
12049,9788,35.30
12051,9641,24.63
12053,62289,36.05
12055,32757,33.16
12057,300321,24.43
12059,3133,15.72
12061,51309,37.17
12063,2725,5.48
12065,2400,16.26
12067,564,6.36
12069,81690,27.50
12071,158943,25.69
12073,79834,28.98
12075,3258,7.99
12077,2163,25.86
12079,4053,21.08
12081,70205,21.75
12083,90424,27.29
12085,44382,30.33
12086,133181,5.33
12087,20457,27.99
12089,17763,24.23
12091,62773,34.72
12093,19130,47.83
12095,213587,18.64
12097,57552,21.42
12099,226701,17.17
12101,109782,23.62
12103,131275,14.32
12105,197904,32.87
12107,17894,24.06
12109,48249,25.39
12111,102411,36.87
12113,62096,41.02
12115,100808,26.57
12117,116001,27.44
12119,11722,12.55
12121,7073,17.02
12123,6514,28.86
12125,3599,23.17
12127,171051,34.58
12129,388,1.26
12131,6982,12.69
12133,10290,41.33
13001,3671,20.13
13003,1920,22.92
13005,1370,12.34
13007,2617,75.83
13009,7587,16.60
13011,674,3.67
13013,8995,12.97
13015,32530,32.48
13017,4050,22.97
13019,3723,19.30
13021,38423,24.70
13023,908,6.95
13025,799,4.34
13027,1355,8.34
13029,7791,25.77
13031,4474,6.37
13033,1759,7.55
13035,1120,4.74
13037,921,13.76
13039,22129,43.81
13043,388,3.53
13045,24209,21.90
13047,22294,34.87
13049,2207,18.13
13051,58615,22.11
13053,10904,96.78
13055,1320,5.07
13057,63652,29.70
13059,40505,34.70
13061,2355,74.00
13063,99212,38.24
13065,685,10.07
13067,268612,39.04
13069,6630,15.65
13071,7939,17.45
13073,21998,17.73
13075,2219,12.89
13077,32150,25.25
13079,83,0.66
13081,1970,8.41
13083,909,5.47
13085,121,0.54
13087,3707,13.31
13089,168085,24.29
13091,596,2.73
13093,250,1.67
13095,36950,39.07
13097,42655,32.22
13099,1114,10.12
13101,194,4.82
13103,6972,13.34
13105,4667,23.14
13107,5925,26.22
13109,868,7.89
13111,262,1.11
13113,35537,33.35
13115,19666,20.42
13117,46512,26.50
13119,198,0.90
13121,215973,23.46
13123,1758,6.22
13125,2147,69.67
13127,21076,26.47
13129,8192,14.84
13131,2708,10.83
13133,601,3.76
13135,238354,29.60
13137,7764,18.04
13139,48467,26.97
13141,2162,22.93
13143,1492,5.18
13145,198,0.62
13147,3072,12.18
13149,757,6.40
13151,67873,33.28
13153,51795,37.02
13155,710,7.44
13157,2607,4.31
13159,3165,22.77
13161,1844,12.24
13163,617,3.64
13165,341,4.09
13167,886,8.88
13169,2131,7.43
13171,1164,6.35
13173,399,3.96
13175,4790,9.89
13177,4298,15.19
13179,27024,42.59
13181,359,4.48
13183,1522,10.53
13185,26898,24.62
13187,353,1.18
13189,1924,8.80
13191,1212,8.45
13193,2531,17.17
13195,814,2.90
13197,5,0.06
13199,981,4.46
13201,191,3.12
13205,2992,12.73
13207,2302,8.71
13209,1223,13.40
13211,3026,16.93
13213,5367,13.54
13215,54151,28.52
13217,25322,25.33
13219,9964,30.37
13221,645,4.33
13223,35114,24.67
13225,5366,19.38
13227,1654,5.62
13229,2206,11.76
13231,5,0.03
13233,4895,11.80
13235,1212,10.09
13237,637,3.00
13239,879,34.96
13241,96,0.59
13243,1856,24.05
13245,78927,39.36
13247,35030,41.11
13249,28,0.55
13251,3024,20.72
13253,490,5.61
13255,10011,15.63
13257,3479,13.29
13259,595,9.82
13261,7064,21.52
13263,1512,22.03
13265,1172,68.28
13267,998,3.91
13269,410,4.61
13271,379,2.30
13273,630,6.76
13275,12238,27.37
13277,3447,8.59
13279,4933,18.12
13281,1,0.01
13283,394,5.73
13285,10881,16.23
13287,528,5.91
13289,15,0.17
13291,297,1.39
13293,6801,25.05
13295,17530,25.50
13297,14141,16.88
13299,14253,39.25
13301,122,2.09
13303,5329,25.15
13305,8633,28.68
13307,50,1.78
13309,366,4.94
13311,,
13313,23220,22.63
13315,73,0.79
13317,1964,18.54
13319,2077,21.72
13321,1700,7.84
15001,72139,38.98
15003,220465,23.13
15005,0,0.00
15007,26305,39.21
15009,46070,29.75
16001,67383,17.17
16003,424,10.67
16005,23876,28.82
16007,1549,25.88
16009,2393,25.77
16011,9323,20.44
16013,6075,28.42
16015,4479,63.73
16017,8194,20.04
16019,24101,23.12
16021,1599,14.57
16023,618,21.39
16025,1117,100.00
16027,36485,19.31
16029,2190,31.45
16031,6549,28.53
16033,982,100.00
16035,1545,17.64
16037,1878,42.99
16039,8713,32.22
16041,916,7.16
16043,1634,12.34
16045,5059,30.26
16047,164,1.06
16049,5584,34.33
16051,3058,11.70
16053,4903,21.91
16055,34069,24.60
16057,4402,11.82
16059,2926,36.86
16061,1853,48.49
16063,5074,97.43
16065,7097,18.91
16067,3533,17.60
16069,7091,18.06
16071,491,11.46
16073,2161,18.75
16075,5407,23.90
16077,1085,13.88
16079,1144,8.96
16081,906,8.91
16083,4793,6.21
16085,1836,18.61
16087,2133,20.91
17001,10346,15.42
17003,1748,21.22
17005,1281,7.21
17007,11410,21.06
17009,1663,23.97
17011,12511,35.77
17013,578,11.35
17015,2881,18.73
17017,1528,11.20
17019,31716,15.77
17021,3837,11.03
17023,1431,8.76
17025,2154,15.59
17027,5729,15.17
17029,8283,15.38
17031,373742,7.19
17033,2948,14.88
17035,,
17037,29776,28.32
17039,653,3.94
17041,1971,9.87
17043,216272,23.59
17045,6684,35.98
17047,1243,18.50
17049,5870,17.14
17051,7660,34.60
17053,2590,18.39
17055,4242,10.72
17057,6302,17.00
17059,4205,75.23
17061,1656,11.93
17063,9307,18.59
17065,1194,14.11
17067,7344,38.44
17069,715,16.54
17071,100,1.36
17073,9344,18.51
17075,6496,21.86
17077,13247,22.00
17079,1449,14.94
17081,8548,22.02
17083,3598,15.65
17085,4522,19.94
17087,2657,21.12
17089,95266,18.49
17091,14468,12.75
17093,17971,15.66
17095,9510,17.97
17097,248068,35.26
17099,23592,20.71
17101,2394,14.22
17103,3916,10.87
17105,3290,8.45
17107,11045,36.44
17109,4131,12.67
17111,133295,43.17
17113,46496,27.42
17115,29816,26.92
17117,7698,16.12
17119,96437,35.81
17121,10749,27.26
17123,2341,18.52
17125,4563,31.11
17127,1525,9.88
17129,351,2.76
17131,2968,18.06
17133,9635,29.24
17135,7126,23.67
17137,11483,32.30
17139,449,3.02
17141,9409,17.59
17143,47562,25.50
17145,4795,21.45
17147,507,3.03
17149,3030,18.44
17151,1082,24.20
17153,1284,20.84
17155,656,10.92
17157,3836,11.46
17159,939,5.79
17161,26108,17.69
17163,90849,33.64
17165,9728,39.05
17167,47888,24.25
17169,1067,14.15
17171,223,4.16
17173,5434,24.30
17175,1799,30.02
17177,3553,7.45
17179,58388,43.12
17181,2362,13.27
17183,11871,14.54
17185,1023,8.56
17187,1177,6.65
17189,1628,11.06
17191,3359,20.04
17193,4288,29.24
17195,13052,22.31
17197,217703,32.13
17199,9594,14.46
17201,76322,25.85
17203,4535,11.73
18001,2973,8.65
18003,107884,30.36
18005,20968,27.30
18007,140,1.59
18009,271,2.12
18011,6750,11.92
18013,469,3.08
18015,914,4.53
18017,1565,4.02
18019,24179,21.94
18021,1069,3.98
18023,621,1.87
18025,1561,14.57
18027,3039,9.60
18029,13205,26.39
18031,3931,15.27
18033,9058,21.45
18035,30038,25.53
18037,2411,5.76
18039,40315,20.41
18041,5202,21.43
18043,21971,29.46
18045,3224,18.70
18047,2095,9.07
18049,2689,12.91
18051,1293,3.86
18053,12579,17.95
18055,3960,11.94
18057,87492,31.87
18059,20497,29.28
18061,1865,4.74
18063,39541,27.19
18065,1826,3.69
18067,22219,26.85
18069,8245,22.21
18071,6622,15.63
18073,3057,9.13
18075,4122,19.40
18077,5380,16.59
18079,8000,28.05
18081,40027,28.66
18083,10537,27.41
18085,14141,18.28
18087,59,0.16
18089,147709,29.78
18091,28377,25.46
18093,4371,9.47
18095,34367,26.11
18097,219010,24.24
18099,7140,15.17
18101,276,2.67
18103,7288,19.75
18105,20103,14.57
18107,5511,14.46
18109,10035,14.57
18111,2267,15.92
18113,2721,5.72
18115,,
18117,2067,10.42
18119,172,0.80
18121,2150,12.40
18123,5976,30.90
18125,991,7.71
18127,52407,31.89
18129,5706,22.02
18131,355,2.65
18133,1800,4.74
18135,3755,14.35
18137,734,2.55
18139,571,3.28
18141,83409,31.25
18143,831,3.44
18145,5949,13.39
18147,2,0.01
18149,1304,5.58
18151,6418,18.78
18153,1042,4.85
18155,488,4.59
18157,32254,18.67
18159,1879,11.79
18161,,
18163,35885,19.97
18165,2072,12.78
18167,36598,33.93
18169,3444,10.47
18171,403,4.74
18173,17693,29.64
18175,2713,9.60
18177,9995,14.50
18179,2544,9.20
18181,3864,15.68
18183,1688,5.07
19001,490,6.38
19003,259,6.42
19005,1165,8.13
19007,1609,12.49
19009,462,7.55
19011,3566,13.67
19013,38072,29.04
19015,3083,11.72
19017,2218,9.14
19019,4141,19.76
19021,1932,9.54
19023,6660,44.80
19025,265,2.74
19027,1040,4.99
19029,3558,25.49
19031,3725,20.13
19033,7309,16.55
19035,936,7.75
19037,1876,15.08
19039,735,7.92
19041,1748,10.49
19043,629,3.47
19045,10260,20.89
19047,4536,26.54
19049,3511,5.31
19051,956,10.92
19053,833,9.85
19055,1556,8.76
19057,11347,28.14
19059,3317,19.90
19061,18352,19.60
19063,2856,27.72
19065,1137,5.45
19067,3027,18.56
19069,1828,17.11
19071,5616,75.47
19073,1225,13.12
19075,1384,11.11
19077,1235,11.27
19079,2824,18.02
19081,1425,12.56
19083,2542,14.50
19085,2658,17.81
19087,6160,30.58
19089,3525,36.85
19091,1458,14.86
19093,75,1.06
19095,2591,15.84
19097,4549,22.92
19099,6167,16.74
19101,2066,12.27
19103,20182,15.42
19105,3327,16.12
19107,2671,25.41
19109,8277,53.25
19111,7088,19.76
19113,52423,24.82
19115,130,1.14
19117,1928,21.66
19119,1299,11.22
19121,2579,16.45
19123,5136,22.95
19125,4310,12.94
19127,8684,21.36
19129,1565,10.39
19131,2222,20.62
19133,1399,15.14
19135,1988,24.94
19137,2148,20.00
19139,8657,20.25
19141,4080,28.34
19143,1195,18.49
19145,3800,23.85
19147,2055,21.81
19149,748,2.99
19151,1326,18.14
19153,64531,14.98
19155,32133,34.49
19157,3582,18.94
19159,560,10.92
19161,3736,36.09
19163,18170,11.00
19165,3182,26.15
19167,1431,4.24
19169,17893,19.98
19171,3033,17.07
19173,268,4.24
19175,2448,19.53
19177,3945,52.12
19179,15751,44.21
19181,6545,14.16
19183,1492,6.88
19185,2560,39.99
19187,8850,23.28
19189,1918,17.65
19191,2591,12.30
19193,26351,25.79
19195,619,8.15
19197,890,6.72
20001,5343,39.96
20003,1808,22.32
20005,2711,16.02
20007,545,11.20
20009,6372,23.02
20011,3155,20.80
20013,805,8.07
20015,17366,26.36
20017,2615,93.74
20019,1344,36.64
20021,2680,12.40
20023,261,9.56
20025,2215,100.00
20027,2261,26.49
20029,3220,33.78
20031,3341,38.85
20033,337,17.82
20035,11421,31.45
20037,11595,29.63
20039,825,27.87
20041,1591,8.06
20043,4887,61.51
20045,15122,13.64
20047,486,16.00
20049,2863,99.36
20051,4106,14.43
20053,1982,30.50
20055,7140,19.42
20057,7088,20.94
20059,12228,47.04
20061,12620,36.73
20063,1119,41.51
20065,562,21.62
20067,743,9.48
20069,2728,45.42
20071,1247,100.00
20073,3107,46.44
20075,2690,100.00
20077,1566,25.95
20079,5078,14.64
20081,4256,100.00
20083,612,31.92
20085,1799,13.37
20087,164,0.86
20089,826,26.84
20091,94139,17.30
20093,3977,100.00
20095,2668,33.96
20097,2544,99.65
20099,4220,19.53
20101,390,22.29
20103,23532,30.87
20105,1021,31.51
20107,1351,13.99
20109,503,18.24
20111,5777,17.15
20113,7490,25.67
20115,2892,22.84
20117,1406,13.89
20119,2320,50.72
20121,2506,7.64
20123,1289,20.22
20125,8479,23.90
20127,1952,32.96
20129,845,26.14
20131,1415,13.91
20133,1061,6.43
20135,833,26.82
20137,2009,35.42
20139,2040,12.52
20141,892,23.11
20143,1736,28.50
20145,1180,16.93
20147,1995,35.35
20149,577,2.67
20151,2236,23.16
20153,715,28.39
20155,15362,23.81
20157,1275,25.59
20159,1890,18.75
20161,30211,42.48
20163,750,14.48
20165,699,21.15
20167,1733,24.86
20169,10421,18.74
20171,570,11.54
20173,135646,27.22
20175,1230,5.36
20177,43337,24.36
20179,820,32.09
20181,4302,71.58
20183,1440,37.37
20185,1354,30.52
20187,236,10.54
20189,946,16.52
20191,7002,29.02
20193,3715,47.03
20195,215,7.16
20197,2947,41.78
20199,1485,100.00
20201,2909,50.17
20203,2234,100.00
20205,1147,12.19
20207,614,18.54
20209,41854,26.57
21001,1727,9.26
21003,194,0.97
21005,4575,21.36
21007,416,5.05
21009,3041,7.21
21011,14,0.12
21013,4990,17.39
21015,41574,34.99
21017,3142,15.72
21019,10684,21.57
21021,7765,27.31
21023,48,0.56
21025,2068,14.90
21027,1810,9.02
21029,24247,32.63
21031,1031,8.13
21033,1429,11.01
21035,5493,14.77
21037,27458,30.40
21039,115,2.26
21041,4090,37.83
21043,1529,5.52
21045,704,4.41
21047,18938,25.61
21049,3671,10.31
21051,1990,9.16
21053,11,0.10
21055,270,2.89
21057,111,1.61
21059,15931,16.48
21061,307,2.52
21063,5,0.06
21065,1341,9.14
21067,46942,15.87
21069,838,5.84
21071,1951,4.94
21073,7305,14.82
21075,7,0.11
21077,,
21079,122,0.72
21081,4504,18.26
21083,3573,9.63
21085,5837,22.67
21087,1255,11.14
21089,8653,23.44
21091,271,3.17
21093,28939,27.42
21095,5720,19.54
21097,949,5.03
21099,1704,9.36
21101,4484,9.69
21103,321,2.08
21105,0,0.00
21107,10900,23.23
21109,24,0.18
21111,119488,16.12
21113,7707,15.86
21115,3914,16.76
21117,49640,31.08
21119,139,0.85
21121,2739,8.59
21123,191,1.35
21125,5506,9.36
21127,2504,15.79
21129,2,0.02
21131,351,3.10
21133,,
21135,161,1.16
21137,4360,17.62
21139,1425,14.97
21141,4080,15.20
21143,260,3.13
21145,15861,24.19
21147,360,1.96
21149,50,0.52
21151,18255,22.02
21153,232,1.74
21155,309,1.56
21157,1059,3.37
21159,5,0.04
21161,2901,16.59
21163,4046,14.15
21165,94,1.50
21167,4717,22.11
21169,79,0.78
21171,381,3.48
21173,3018,11.39
21175,2144,15.40
21177,1594,5.06
21179,5566,12.81
21181,37,0.52
21183,4152,17.42
21185,24249,40.20
21187,1101,10.16
21189,33,0.70
21191,116,0.78
21193,701,2.44
21195,983,1.51
21197,387,3.07
21199,11037,17.50
21201,1613,70.68
21203,274,1.61
21205,2000,8.57
21207,179,1.02
21209,13104,27.78
21211,4468,10.62
21213,2267,13.08
21215,,
21217,4104,16.74
21219,59,0.48
21221,1852,12.91
21223,515,5.85
21225,971,6.47
21227,14250,12.52
21229,2021,17.25
21231,2593,12.46
21233,433,3.18
21235,4496,12.61
21237,125,1.70
21239,8495,34.06
22001,1087,1.76
22003,7198,27.94
22005,33735,31.46
22007,9104,38.87
22009,7985,18.98
22011,12563,35.24
22013,4133,28.80
22015,26315,22.50
22017,82925,32.52
22019,42022,21.80
22021,961,9.49
22023,1747,25.55
22025,2488,23.91
22027,2037,11.84
22029,5686,27.31
22031,6392,23.98
22033,115503,26.24
22035,1562,20.13
22037,2097,10.35
22039,8945,26.32
22041,2091,10.07
22043,4348,19.49
22045,14132,19.30
22047,5332,15.97
22049,3734,22.95
22051,51624,11.93
22053,2236,7.08
22055,50787,22.92
22057,25027,25.98
22059,2209,14.84
22061,14853,31.78
22063,19726,15.41
22065,1181,9.77
22067,6827,24.40
22069,10996,27.79
22071,57760,16.80
22073,46348,30.15
22075,6460,28.03
22077,2803,12.29
22079,45455,34.54
22081,2041,22.45
22083,2326,11.22
22085,6349,26.20
22087,16589,46.21
22089,30492,57.77
22091,663,5.92
22093,5604,25.36
22095,18463,40.20
22097,13575,16.28
22099,2136,4.09
22101,18240,33.38
22103,62439,26.71
22105,31688,26.17
22107,1284,24.45
22109,33431,29.89
22111,3905,17.19
22113,3644,6.28
22115,27252,52.07
22117,5013,10.63
22119,11029,26.76
22121,4535,19.06
22123,565,4.87
22125,6576,42.09
22127,4130,26.97
23001,12978,12.05
23003,7944,11.05
23005,59726,21.20
23007,779,2.53
23009,2218,4.08
23011,8675,7.10
23013,6350,15.98
23015,1378,4.00
23017,3821,6.61
23019,19152,12.44
23021,777,4.43
23023,3120,8.84
23025,7965,15.25
23027,2729,7.04
23029,3783,11.51
23031,29869,15.15
24001,25629,34.13
24003,190278,35.39
24005,141214,17.54
24009,32026,36.09
24011,1740,5.26
24013,40184,24.04
24015,22751,22.50
24017,43218,29.49
24019,5295,16.23
24021,55823,23.92
24023,981,3.26
24025,53243,21.75
24027,53713,18.71
24029,3,0.01
24031,181385,18.67
24033,200532,23.23
24035,11149,23.32
24037,19595,18.64
24039,6019,22.74
24041,4181,11.07
24043,36576,24.81
24045,26408,26.75
24047,10662,20.72
24510,13717,2.21
25001,104445,48.38
25003,31915,24.32
25005,158761,28.96
25007,1177,7.12
25009,222644,29.96
25011,11057,15.49
25013,103309,22.29
25015,61107,38.66
25017,373153,24.83
25019,1060,10.42
25021,212623,31.69
25023,202027,40.82
25025,5420,0.75
25027,226511,28.37
26001,1202,10.99
26003,3341,34.80
26005,4527,4.06
26007,1829,6.18
26009,33,0.14
26011,4582,28.82
26013,1452,16.39
26015,1656,2.80
26017,23684,21.98
26019,,
26021,40256,25.67
26023,1587,3.51
26025,31513,23.15
26027,4272,8.17
26029,1420,5.47
26031,2825,10.80
26033,7810,20.27
26035,823,2.66
26037,16808,22.30
26039,2634,18.71
26041,9549,25.76
26043,8524,32.57
26045,28954,26.87
26047,3800,11.62
26049,134364,31.56
26051,285,1.11
26053,2059,12.53
26055,16137,18.55
26057,11838,27.87
26059,3198,6.85
26061,3953,10.79
26063,8605,25.98
26065,82008,29.20
26067,5561,8.70
26069,5657,21.85
26071,1308,11.07
26073,4944,7.03
26075,39304,24.53
26077,66913,26.73
26079,1048,6.11
26081,127046,21.08
26083,626,29.01
26085,1850,16.03
26087,8180,9.26
26089,506,2.33
26091,19772,19.79
26093,56632,31.29
26095,795,11.99
26097,3361,30.25
26099,190310,22.63
26101,2479,10.02
26103,10320,15.38
26105,1818,6.33
26107,7600,17.76
26109,9806,40.81
26111,16800,20.09
26113,664,4.47
26115,28361,18.66
26117,4771,7.53
26119,377,3.86
26121,62080,36.05
26123,2776,5.73
26125,360094,29.95
26127,975,3.67
26129,11,0.05
26131,2211,32.60
26133,3692,15.69
26135,138,1.60
26137,3238,13.40
26139,85882,32.56
26141,3669,27.43
26143,5380,22.01
26145,50402,25.18
26147,55598,34.10
26149,7135,11.64
26151,2777,6.44
26153,2165,25.52
26155,11649,16.49
26157,1906,3.42
26159,4049,5.31
26161,80355,23.31
26163,252051,13.84
26165,3277,10.01
27001,5242,32.35
27003,113445,34.29
27005,10855,33.40
27007,7618,17.14
27009,6098,15.86
27011,2275,43.18
27013,21683,33.87
27015,6866,26.52
27017,9378,26.50
27019,25147,27.62
27021,3393,11.88
27023,945,7.59
27025,5362,9.95
27027,5606,9.50
27029,3297,37.92
27031,1487,28.73
27033,4255,36.41
27035,4209,6.73
27037,131296,32.94
27039,1800,8.96
27041,9290,25.80
27043,1898,13.04
27045,456,2.18
27047,8893,28.45
27049,8135,17.61
27051,2654,44.10
27053,306812,26.62
27055,2021,10.62
27057,4382,21.45
27059,3450,9.12
27061,7274,16.14
27063,1380,13.44
27065,1184,7.29
27067,11792,27.92
27069,3309,72.69
27071,6011,45.16
27073,821,11.30
27075,902,8.30
27077,1666,41.19
27079,1977,7.14
27081,720,12.21
27083,6717,25.98
27085,9135,24.92
27087,1905,35.19
27089,5982,63.38
27091,9219,44.24
27093,5008,21.49
27095,439,1.68
27097,9757,29.39
27099,5741,14.66
27101,1263,14.48
27103,10422,31.84
27105,6356,29.73
27107,2172,31.70
27109,28176,19.53
27111,11232,19.60
27113,2525,18.12
27115,2679,9.00
27117,2711,28.25
27119,11068,35.02
27121,1414,12.86
27123,111304,21.88
27125,4056,99.19
27127,6929,43.15
27129,5201,33.07
27131,14454,22.53
27133,1394,14.39
27135,4603,29.45
27137,51286,25.61
27139,23765,18.29
27141,15106,17.07
27143,242,1.59
27145,26242,17.42
27147,7902,21.60
27149,1321,13.58
27151,2481,25.36
27153,8324,33.44
27155,1386,38.96
27157,2227,10.27
27159,3420,24.71
27161,5704,29.81
27163,94726,39.78
27165,523,4.67
27167,1886,28.69
27169,7299,14.18
27171,14969,12.00
27173,3380,32.38
28001,7184,22.24
28003,3767,10.17
28005,2343,17.84
28007,3955,20.22
28009,3215,36.84
28011,14107,41.31
28013,1216,8.13
28015,4337,40.92
28017,685,3.94
28019,270,3.16
28021,1452,15.12
28023,2332,13.94
28025,5607,27.17
28027,6739,25.77
28029,7176,24.37
28031,,
28033,43334,26.87
28035,9217,12.30
28037,2486,30.63
28039,2243,9.94
