GeoID,Pop_2015,FD_num_2015,FD_pct_2015
12053,178326,62289,36.05
12055,99447,32757,33.16
12057,1347077,300321,24.43
12059,19329,3133,15.72
12061,147792,51309,37.17
12063,48590,2725,5.48
12065,14071,2400,16.26
12067,8628,564,6.36
12069,325518,81690,27.5
12071,700285,158943,25.69
12073,286187,79834,28.98
12075,39688,3258,7.99
12077,8323,2163,25.86
12079,18398,4053,21.08
12081,363110,70205,21.75
12083,343514,90424,27.29
12085,155804,44382,30.33
12086,2692593,133181,5.33
12087,78728,20457,27.99
12089,78470,17763,24.23
12091,198681,62773,34.72
12093,39409,19130,47.83
12095,1284864,213587,18.64
12097,323028,57552,21.42
12099,1421843,226701,17.17
12101,497292,109782,23.62
12103,948391,131275,14.32
12105,649425,197904,32.87
12107,71910,17894,24.06
12109,226658,48249,25.39
12111,298307,102411,36.87
12113,166850,62096,41.02
12115,404903,100808,26.57
12117,448722,116001,27.44
12119,118882,11722,12.55
12121,43651,7073,17.02
12123,22471,6514,28.86
12125,15180,3599,23.17
12127,518190,171051,34.58
12129,31516,388,1.26
12131,63459,6982,12.69
12133,24671,10290,41.33
13001,18437,3671,20.13
13003,8350,1920,22.92
13005,11281,1370,12.34
13007,3160,2617,75.83
13009,45431,7587,16.6
13011,18468,674,3.67
13013,75107,8995,12.97
13015,102533,32530,32.48
13017,17354,4050,22.97
13019,18966,3723,19.3
13021,153540,38423,24.7
13023,12782,908,6.95
13025,18449,799,4.34
13027,15692,1355,8.34
13029,35052,7791,25.77
13031,73213,4474,6.37
13033,22742,1759,7.55
13035,23548,1120,4.74
13037,6465,921,13.76
13039,52543,22129,43.81
13043,10935,388,3.53
13045,114689,24209,21.9
13047,65897,22294,34.87
13049,13009,2207,18.13
13051,286622,58615,22.11
13053,11462,10904,96.78
13055,24882,1320,5.07
13057,235609,63652,29.7
13059,123629,40505,34.7
13061,3080,2355,74.0
13063,273567,99212,38.24
13065,6885,685,10.07
13067,740144,268612,39.04
13069,43071,6630,15.65
13071,45755,7939,17.45
13073,144080,21998,17.73
13075,17085,2219,12.89
13077,138278,32150,25.25
13079,12411,83,0.66
13081,22850,1970,8.41
13083,16202,909,5.47
13085,23256,121,0.54
13087,27183,3707,13.31
13089,732758,168085,24.29
13091,20863,596,2.73
13093,13923,250,1.67
13095,91259,36950,39.07
13097,140671,42655,32.22
13099,10487,1114,10.12
13101,4045,194,4.82
13103,57155,6972,13.34
13105,19302,4667,23.14
13107,22659,5925,26.22
13109,10724,868,7.89
13111,24285,262,1.11
13113,110546,35537,33.35
13115,96303,19666,20.42
13117,212125,46512,26.5
13119,22319,198,0.9
13121,1007803,215973,23.46
13123,29376,1758,6.22
13125,3034,2147,69.67
13127,83634,21076,26.47
13129,56323,8192,14.84
13131,25124,2708,10.83
13133,16734,601,3.76
13135,892926,238354,29.6
13137,43926,7764,18.04
13139,193257,48467,26.97
13141,8578,2162,22.93
13143,28856,1492,5.18
13145,33212,198,0.62
13147,25506,3072,12.18
13149,11522,757,6.4
13151,217004,67873,33.28
13153,149962,51795,37.02
13155,9227,710,7.44
13157,63038,2607,4.31
13159,13624,3165,22.77
13161,14922,1844,12.24
13163,16067,617,3.64
13165,8943,341,4.09
13167,9595,886,8.88
13169,28554,2131,7.43
13171,18272,1164,6.35
13173,10270,399,3.96
13175,47743,4790,9.89
13177,29282,4298,15.19
13179,62529,27024,42.59
13181,7685,359,4.48
13183,17799,1522,10.53
13185,113739,26898,24.62
13187,31294,353,1.18
13189,21525,1924,8.8
13191,13939,1212,8.45
13193,13663,2531,17.17
13195,28396,814,2.9
13197,8637,5,0.06
13199,21191,981,4.46
13201,5846,191,3.12
13205,22493,2992,12.73
13207,27107,2302,8.71
13209,8994,1223,13.4
13211,18011,3026,16.93
13213,39476,5367,13.54
13215,199651,54151,28.52
13217,105324,25322,25.33
13219,35872,9964,30.37
13221,14925,645,4.33
13223,152253,35114,24.67
13225,26665,5366,19.38
13227,30301,1654,5.62
13229,19130,2206,11.76
13231,17943,5,0.03
13233,41405,4895,11.8
13235,11363,1212,10.09
13237,21274,637,3.0
13239,2303,879,34.96
13241,16267,96,0.59
13243,7156,1856,24.05
13245,201401,78927,39.36
13247,88678,35030,41.11
13249,5162,28,0.55
13251,14123,3024,20.72
13253,8606,490,5.61
13255,64016,10011,15.63
13257,25500,3479,13.29
13259,5765,595,9.82
13261,30744,7064,21.52
13263,6321,1512,22.03
13265,1638,1172,68.28
13267,25205,998,3.91
13269,8314,410,4.61
13271,16480,379,2.3
13273,9099,630,6.76
13275,45038,12238,27.37
13277,40722,3447,8.59
13279,27166,4933,18.12
13281,11163,1,0.01
13283,6755,394,5.73
13285,69747,10881,16.23
13287,8036,528,5.91
13289,8297,15,0.17
13291,22251,297,1.39
13293,26292,6801,25.05
13295,68053,17530,25.5
13297,88495,14141,16.88
13299,35422,14253,39.25
13301,5458,122,2.09
13303,20804,5329,25.15
13305,29539,8633,28.68
13307,2635,50,1.78
13309,7897,366,4.94
13313,103976,23220,22.63
13315,8864,73,0.79
13317,9890,1964,18.54
13319,9148,2077,21.72
13321,20708,1700,7.84
15001,196156,72139,38.98
15003,993166,220465,23.13
15005,88,0,0.0
15007,71478,26305,39.21
15009,164269,46070,29.75
16001,433467,67383,17.17
16003,3839,424,10.67
16005,83911,23876,28.82
16007,5901,1549,25.88
16009,9035,2393,25.77
16011,44976,9323,20.44
16013,21548,6075,28.42
16015,7012,4479,63.73
16017,41796,8194,20.04
16019,109997,24101,23.12
16021,11334,1599,14.57
16023,2501,618,21.39
16025,1065,1117,100.0
16027,207086,36485,19.31
16029,6765,2190,31.45
16031,23497,6549,28.53
16033,872,982,100.0
16035,8479,1545,17.64
16037,4087,1878,42.99
16039,25790,8713,32.22
16041,13033,916,7.16
16043,12813,1634,12.34
16045,16907,5059,30.26
16047,15193,164,1.06
16049,16260,5584,34.33
16051,27153,3058,11.7
16053,22716,4903,21.91
16055,150364,34069,24.6
16057,38723,4402,11.82
16059,7752,2926,36.86
16061,3791,1853,48.49
16063,5309,5074,97.43
16065,38092,7097,18.91
16067,20387,3533,17.6
16069,40146,7091,18.06
16071,4289,491,11.46
16073,11305,2161,18.75
16075,22837,5407,23.9
16077,7620,1085,13.88
16079,12455,1144,8.96
16081,10568,906,8.91
16083,82107,4793,6.21
16085,10083,1836,18.61
16087,9967,2133,20.91
17001,66974,10346,15.42
17003,6776,1748,21.22
17005,16924,1281,7.21
17007,53490,11410,21.06
17009,6821,1663,23.97
17011,33471,12511,35.77
17013,4898,578,11.35
17015,14628,2881,18.73
17017,12869,1528,11.2
17019,207734,31716,15.77
17021,33546,3837,11.03
17023,15943,1431,8.76
17025,13378,2154,15.59
17027,37809,5729,15.17
17029,52563,8283,15.38
17031,5224823,373742,7.19
17033,19413,2948,14.88
17037,104541,29776,28.32
17039,16260,653,3.94
17041,19753,1971,9.87
17043,931819,216272,23.59
17045,17644,6684,35.98
17047,6520,1243,18.5
17049,34396,5870,17.14
17051,22059,7660,34.6
17053,13726,2590,18.39
17055,39427,4242,10.72
17057,35750,6302,17.0
17059,5278,4205,75.23
17061,13313,1656,11.93
17063,50499,9307,18.59
17065,8198,1194,14.11
17067,18539,7344,38.44
17069,4113,715,16.54
17071,6971,100,1.36
17073,49459,9344,18.51
17075,28651,6496,21.86
17077,59220,13247,22.0
17079,9591,1449,14.94
17081,38390,8548,22.02
17083,22306,3598,15.65
17085,22034,4522,19.94
17087,12837,2657,21.12
17089,529702,95266,18.49
17091,110795,14468,12.75
17093,122946,17971,15.66
17095,51416,9510,17.97
17097,703413,248068,35.26
17099,111304,23592,20.71
17101,16513,2394,14.22
17103,34427,3916,10.87
17105,36749,3290,8.45
17107,29540,11045,36.44
17109,31342,4131,12.67
17111,307188,133295,43.17
17113,172673,46496,27.42
17115,107377,29816,26.92
17117,46089,7698,16.12
17119,266071,96437,35.81
17121,38378,10749,27.26
17123,11980,2341,18.52
17125,13689,4563,31.11
17127,14752,1525,9.88
17129,12454,351,2.76
17131,15839,2968,18.06
17133,33893,9635,29.24
17135,29196,7126,23.67
17137,34605,11483,32.3
17139,14921,449,3.02
17141,51657,9409,17.59
17143,186315,47562,25.5
17145,21458,4795,21.45
17147,16380,507,3.03
17149,15981,3030,18.44
17151,4204,1082,24.2
17153,5672,1284,20.84
17155,5636,656,10.92
17157,32846,3836,11.46
17159,16043,939,5.79
17161,145958,26108,17.69
17163,264079,90849,33.64
17165,24574,9728,39.05
17167,198496,47888,24.25
17169,7043,1067,14.15
17171,5114,223,4.16
17173,21801,5434,24.3
17175,5764,1799,30.02
17177,45791,3553,7.45
17179,134735,58388,43.12
17181,17399,2362,13.27
17183,78990,11871,14.54
17185,11554,1023,8.56
17187,17507,1177,6.65
17189,14246,1628,11.06
17191,16427,3359,20.04
17193,14349,4288,29.24
17195,56963,13052,22.31
17197,686687,217703,32.13
17199,67589,9594,14.46
17201,287168,76322,25.85
17203,39158,4535,11.73
18001,34967,2973,8.65
18003,368040,107884,30.36
18005,81011,20968,27.3
18007,8674,140,1.59
18009,12287,271,2.12
18011,63400,6750,11.92
18013,14919,469,3.08
18015,19890,914,4.53
18017,38078,1565,4.02
18019,115090,24179,21.94
18021,26485,1069,3.98
18023,32567,621,1.87
18025,10510,1561,14.57
18027,32836,3039,9.6
18029,49475,13205,26.39
18031,26393,3931,15.27
18033,42557,9058,21.45
18035,116019,30038,25.53
18037,42421,2411,5.76
18039,203284,40315,20.41
18041,23426,5202,21.43
18043,76761,21971,29.46
18045,16536,3224,18.7
18047,22890,2095,9.07
18049,20328,2689,12.91
18051,33762,1293,3.86
18053,67692,12579,17.95
18055,32450,3960,11.94
18057,309172,87492,31.87
18059,72392,20497,29.28
18061,39639,1865,4.74
18063,158059,39541,27.19
18065,48894,1826,3.69
18067,82581,22219,26.85
18069,36607,8245,22.21
18071,43941,6622,15.63
18073,33501,3057,9.13
18075,21155,4122,19.4
18077,32465,5380,16.59
18079,27913,8000,28.05
18081,149338,40027,28.66
18083,37891,10537,27.41
18085,78815,14141,18.28
18087,38671,59,0.16
18089,487649,147709,29.78
18091,110762,28377,25.46
18093,45485,4371,9.47
18095,129495,34367,26.11
18097,938058,219010,24.24
18099,46756,7140,15.17
18101,10191,276,2.67
18103,35902,7288,19.75
18105,144257,20103,14.57
18107,38167,5511,14.46
18109,69646,10035,14.57
18111,14002,2267,15.92
18113,47759,2721,5.72
18117,19516,2067,10.42
18119,20809,172,0.8
18121,16878,2150,12.4
18123,19322,5976,30.9
18125,12476,991,7.71
18127,167631,52407,31.89
18129,25490,5706,22.02
18131,12871,355,2.65
18133,37621,1800,4.74
18135,25133,3755,14.35
18137,28699,734,2.55
18139,16725,571,3.28
18141,268134,83409,31.25
18143,23707,831,3.44
18145,44442,5949,13.39
18147,20727,2,0.01
18149,22940,1304,5.58
18151,34343,6418,18.78
18153,20927,1042,4.85
18155,10509,488,4.59
18157,185741,32254,18.67
18159,15292,1879,11.79
18163,181941,35885,19.97
18165,15634,2072,12.78
18167,107708,36598,33.93
18169,32075,3444,10.47
18171,8280,403,4.74
18173,61894,17693,29.64
18175,27721,2713,9.6
18177,66984,9995,14.5
18179,27937,2544,9.2
18181,24224,3864,15.68
18183,33395,1688,5.07
19001,7211,490,6.38
19003,3758,259,6.42
19005,13882,1165,8.13
19007,12551,1609,12.49
19009,5738,462,7.55
19011,25663,3566,13.67
19013,133499,38072,29.04
19015,26571,3083,11.72
19017,24779,2218,9.14
19019,21084,4141,19.76
19021,20289,1932,9.54
19023,14896,6660,44.8
19025,9828,265,2.74
19027,20507,1040,4.99
19029,13354,3558,25.49
19031,18362,3725,20.13
19033,42988,7309,16.55
19035,11567,936,7.75
19037,12085,1876,15.08
19039,9245,735,7.92
19041,16491,1748,10.49
19043,17674,629,3.47
19045,47617,10260,20.89
19047,16998,4536,26.54
19049,80777,3511,5.31
19051,8777,956,10.92
19053,8185,833,9.85
19055,17406,1556,8.76
19057,39985,11347,28.14
19059,17122,3317,19.9
19061,97034,18352,19.6
19063,9732,2856,27.72
19065,20223,1137,5.45
19067,15954,3027,18.56
19069,10308,1828,17.11
19071,6902,5616,75.47
19073,8960,1225,13.12
19075,12413,1384,11.11
19077,10663,1235,11.27
19079,15213,2824,18.02
19081,10985,1425,12.56
19083,17276,2542,14.5
19085,14248,2658,17.81
19087,19892,6160,30.58
19089,9367,3525,36.85
19091,9546,1458,14.86
19093,7004,75,1.06
19095,16381,2591,15.84
19097,19454,4549,22.92
19099,36729,6167,16.74
19101,17853,2066,12.27
19103,144567,20182,15.42
19105,20395,3327,16.12
19107,10129,2671,25.41
19109,15155,8277,53.25
19111,35071,7088,19.76
19113,219792,52423,24.82
19115,11231,130,1.14
19117,8692,1928,21.66
19119,11749,1299,11.22
19121,15746,2579,16.45
19123,22291,5136,22.95
19125,33141,4310,12.94
19127,40512,8684,21.36
19129,14815,1565,10.39
19131,10787,2222,20.62
19133,8974,1399,15.14
19135,7947,1988,24.94
19137,10227,2148,20.0
19139,43017,8657,20.25
19141,13989,4080,28.34
19143,6127,1195,18.49
19145,15521,3800,23.85
19147,9139,2055,21.81
19149,24913,748,2.99
19151,6991,1326,18.14
19153,466688,64531,14.98
19155,93534,32133,34.49
19157,18512,3582,18.94
19159,5054,560,10.92
19161,10009,3736,36.09
19163,172170,18170,11.0
19165,11913,3182,26.15
19167,34752,1431,4.24
19169,96346,17893,19.98
19171,17341,3033,17.07
19173,6229,268,4.24
19175,12447,2448,19.53
19177,7325,3945,52.12
19179,35248,15751,44.21
19181,48706,6545,14.16
19183,22251,1492,6.88
19185,6386,2560,39.99
19187,36992,8850,23.28
19189,10567,1918,17.65
19191,20754,2591,12.3
19193,102464,26351,25.79
19195,7562,619,8.15
19197,12803,890,6.72
20001,12724,5343,39.96
20003,7824,1808,22.32
20005,16409,2711,16.02
20007,4821,545,11.2
20009,27092,6372,23.02
20011,14724,3155,20.8
20013,9745,805,8.07
20015,66601,17366,26.36
20017,2676,2615,93.74
20019,3392,1344,36.64
20021,20561,2680,12.4
20023,2687,261,9.56
20025,2089,2215,100.0
20027,8340,2261,26.49
20029,9235,3220,33.78
20031,8359,3341,38.85
20033,1839,337,17.82
20035,35777,11421,31.45
20037,39231,11595,29.63
20039,2926,825,27.87
20041,19292,1591,8.06
20043,7756,4887,61.51
20045,117915,15122,13.64
20047,2970,486,16.0
20049,2602,2863,99.36
20051,29024,4106,14.43
20053,6330,1982,30.5
20055,37000,7140,19.42
20057,34263,7088,20.94
20059,25559,12228,47.04
20061,36981,12620,36.73
20063,2657,1119,41.51
20065,2589,562,21.62
20067,7690,743,9.48
20069,6095,2728,45.42
20071,1317,1247,100.0
20073,6244,3107,46.44
20075,2481,2690,100.0
20077,5781,1566,25.95
20079,34908,5078,14.64
20081,4058,4256,100.0
20083,1896,612,31.92
20085,13328,1799,13.37
20087,18886,164,0.86
20089,2978,826,26.84
20091,578758,94139,17.3
20093,3948,3977,100.0
20095,7653,2668,33.96
20097,2558,2544,99.65
20099,20749,4220,19.53
20101,1663,390,22.29
20103,79207,23532,30.87
20105,3126,1021,31.51
20107,9561,1351,13.99
20109,2814,503,18.24
20111,33243,5777,17.15
20113,28944,7490,25.67
20115,12120,2892,22.84
20117,9906,1406,13.89
20119,4288,2320,50.72
20121,32727,2506,7.64
20123,6319,1289,20.22
20125,33316,8479,23.9
20127,5650,1952,32.96
20129,2992,845,26.14
20131,10209,1415,13.91
20133,16333,1061,6.43
20135,3015,833,26.82
20137,5552,2009,35.42
20139,15912,2040,12.52
20141,3684,892,23.11
20143,5946,1736,28.5
20145,6805,1180,16.93
20147,5431,1995,35.35
20149,23194,577,2.67
20151,9718,2236,23.16
20153,2538,715,28.39
20155,63647,15362,23.81
20157,4722,1275,25.59
20159,9943,1890,18.75
20161,75312,30211,42.48
20163,5159,750,14.48
20165,3102,699,21.15
20167,7029,1733,24.86
20169,55516,10421,18.74
20171,4980,570,11.54
20173,510360,135646,27.22
20175,23159,1230,5.36
20177,178541,43337,24.36
20179,2501,820,32.09
20181,5976,4302,71.58
20183,3693,1440,37.37
20185,4236,1354,30.52
20187,2053,236,10.54
20189,5731,946,16.52
20191,23494,7002,29.02
20193,7915,3715,47.03
20195,2923,215,7.16
20197,6905,2947,41.78
20199,1513,1485,100.0
20201,5564,2909,50.17
20203,2145,2234,100.0
20205,8852,1147,12.19
20207,3124,614,18.54
20209,163095,41854,26.57
21001,19264,1727,9.26
21003,20561,194,0.97
21005,21929,4575,21.36
21007,8219,416,5.05
21009,43676,3041,7.21
21011,12261,14,0.12
21013,27294,4990,17.39
21015,127163,41574,34.99
21017,20073,3142,15.72
21019,48488,10684,21.57
21021,29807,7765,27.31
21023,8329,48,0.56
21025,13430,2068,14.9
21027,19993,1810,9.02
21029,78653,24247,32.63
21031,12860,1031,8.13
21033,12690,1429,11.01
21035,38441,5493,14.77
21037,91925,27458,30.4
21039,4903,115,2.26
21041,10718,4090,37.83
21043,27224,1529,5.52
21045,15815,704,4.41
21047,73484,18938,25.61
21049,35684,3671,10.31
21051,21047,1990,9.16
21053,10135,11,0.1
21055,9198,270,2.89
21057,6756,111,1.61
21059,99333,15931,16.48
21061,12040,307,2.52
21063,7650,5,0.06
21065,14361,1341,9.14
21067,314767,46942,15.87
21069,14613,838,5.84
21071,37679,1951,4.94
21073,50273,7305,14.82
21075,6259,7,0.11
21079,17175,122,0.72
21081,24740,4504,18.26
21083,37251,3573,9.63
21085,26233,5837,22.67
21087,11022,1255,11.14
21089,36031,8653,23.44
21091,8710,271,3.17
21093,106486,28939,27.42
21095,27613,5720,19.54
21097,18712,949,5.03
21099,18489,1704,9.36
21101,46388,4484,9.69
21103,15544,321,2.08
21105,4642,0,0.0
21107,46281,10900,23.23
21109,13346,24,0.18
21111,763509,119488,16.12
21113,51936,7707,15.86
21115,23212,3914,16.76
21117,164342,49640,31.08
21119,15700,139,0.85
21121,31668,2739,8.59
21123,14193,191,1.35
21125,60101,5506,9.36
21127,15893,2504,15.79
21129,6737,2,0.02
21131,10707,351,3.1
21135,13576,161,1.16
21137,24388,4360,17.62
21139,9324,1425,14.97
21141,26739,4080,15.2
21143,8289,260,3.13
21145,64973,15861,24.19
21147,17861,360,1.96
21149,9496,50,0.52
21151,88276,18255,22.02
21153,12794,232,1.74
21155,19263,309,1.56
21157,31109,1059,3.37
21159,12352,5,0.04
21161,17077,2901,16.59
21163,27853,4046,14.15
21165,6363,94,1.5
21167,21448,4717,22.11
21169,9920,79,0.78
21171,10653,381,3.48
21173,27631,3018,11.39
21175,13292,2144,15.4
21177,31146,1594,5.06
21179,45117,5566,12.81
21181,7088,37,0.52
21183,24216,4152,17.42
21185,64626,24249,40.2
21187,10710,1101,10.16
21189,4470,33,0.7
21191,14463,116,0.78
21193,27546,701,2.44
21195,61804,983,1.51
21197,12271,387,3.07
