GeoID,Pop_2015
45009,14631
45011,21706
45013,179782
45015,202776
45017,14802
45019,389291
45021,56493
45023,32285
45025,46036
45027,33803
45029,37740
45031,67534
45033,31235
45035,152536
45037,26503
45039,22880
45041,138807
45043,61243
45045,490661
45047,69902
45049,20056
45051,309871
45053,27889
45055,63521
45057,86026
45059,66545
45061,17865
45063,281555
45065,9702
45067,31729
45069,27541
45071,37896
45073,75744
45075,88869
45077,121493
45079,406842
45081,20171
45083,297088
45085,107382
45087,27775
45089,32573
45091,251021
46003,2726
46005,18206
46007,3431
46009,6975
46011,33897
46013,38699
46015,5282
46017,2099
46019,10263
46021,1404
46023,9374
46025,3665
46027,13951
46029,27913
46031,4213
46033,8450
46035,19791
46037,5564
46039,4319
46041,5701
46043,2976
46045,4009
46047,6838
46049,2334
46051,7111
46053,4198
46055,1859
46057,6046
46059,3331
46061,3388
46063,1271
46065,17521
46067,7316
46069,1397
46071,3313
46073,2015
46075,920
46077,4980
46079,12589
46081,24886
46083,52826
46085,3880
46087,5575
46089,2404
46091,4787
46093,27048
46095,2050
46097,2246
46099,185285
46101,6426
46102,14383
46103,108561
46105,3002
46107,2313
46109,10275
46111,2364
46115,6478
46117,2951
46119,1417
46121,10005
46123,5413
46125,8203
46127,14831
46129,5520
46135,22666
46137,2789
47001,75698
47003,46940
47005,16107
47007,14580
47009,127142
47011,103907
47013,39728
47015,13854
47017,28131
47019,56430
47021,39690
47023,17413
47025,31687
47027,7773
47029,35096
47031,54279
47033,14566
47035,58278
47037,678323
47039,11657
47041,19205
47043,51461
47045,37878
47047,39220
47049,17917
47051,41514
47053,49442
47055,29079
47057,22835
47059,68551
47061,13456
47063,63414
47065,353604
47067,6554
47069,25732
47071,25718
47073,56443
47075,18028
47077,27984
47079,32205
47081,24315
47083,8131
47085,18122
47087,11517
47089,53288
47091,17821
47093,451444
47095,7572
47097,26959
47099,42531
47101,11866
47103,33695
47105,50978
47107,52636
47109,25997
47111,23108
47113,97609
47115,28462
47117,31518
47119,87735
47121,11872
47123,45677
47125,193294
47127,6290
47129,21492
47131,30633
47133,22156
47135,7914
47137,5142
47139,16744
47141,74974
47143,32392
47145,52726
47147,68452
47149,298423
47151,21974
47153,14789
47155,95661
47157,936131
47159,19253
47161,13240
47163,156661
47165,175866
47167,61605
47169,8035
47171,17820
47173,19126
47175,5686
47177,40338
47179,126357
47181,16738
47183,33831
47185,26495
47187,211674
47189,128772
48001,57487
48003,18026
48005,87938
48007,25261
48009,8711
48011,1925
48013,48435
48015,29548
48017,7232
48019,21216
48021,80208
48023,3671
48025,32673
48027,334812
48029,1895482
48031,11067
48033,641
48035,17910
48037,93503
48039,345661
48041,215867
48043,9099
48045,1504
48047,7212
48049,37981
48051,17525
48053,45181
48055,40445
48057,21922
48059,13596
48061,419893
48063,12721
48065,5972
48067,30387
48069,7678
48071,38768
48073,51431
48075,7050
48077,10324
48079,2945
48081,3230
48083,8333
48085,913079
48087,3019
48089,20880
48091,129113
48093,13365
48095,4155
48097,39110
48099,75471
48101,1431
48103,5039
48105,3742
48107,5985
48109,2233
48111,7107
48113,2545775
48115,13075
48117,18807
48119,5215
48121,778491
48123,20786
48125,2197
48127,10995
48129,3407
48131,11399
48133,18133
48135,159689
48137,1911
48139,163474
48141,833783
48143,41379
48145,17158
48147,33640
48149,25046
48151,3853
48153,5901
48155,1215
48157,713849
48159,10553
48161,19693
48163,18930
48165,20276
48167,321538
48169,6383
48171,26074
48173,1333
48175,7526
48177,20554
48179,23236
48181,125537
48183,123827
48185,27418
48187,151164
48189,34201
48191,3114
48193,8127
48195,5607
48197,3851
48199,55804
48201,4533341
48203,66606
48205,5761
48207,5774
48209,194574
48211,4270
48213,79416
48215,839314
48217,34846
48219,23461
48221,55344
48223,36177
48225,22675
48227,37202
48229,3425
48231,89847
48233,21755
48235,1546
48237,8823
48239,14846
48241,35460
48243,2179
48245,254167
48247,5196
48249,41456
48251,159674
48253,19972
48255,15275
48257,114472
48259,40452
48261,412
48263,770
48265,51011
48267,4394
48269,285
48271,3556
48273,31570
48275,3851
48277,49636
48279,13342
48281,20505
48283,7638
48285,19821
48287,16902
48289,17102
48291,79696
48293,23421
48295,3553
48297,12219
48299,19838
48301,115
48303,299008
48305,5695
48307,8315
48309,245203
48311,825
48313,13916
48315,10142
48317,5723
48319,4015
48321,36840
48323,57440
48325,48385
48327,2159
48329,161272
48331,24484
48333,4883
48335,8860
48337,19269
48339,536434
48341,22048
48343,12497
48345,1142
48347,65641
48349,48255
48351,14007
48353,15050
48355,360118
48357,10698
48359,2059
48361,84283
48363,27882
48365,23717
48367,126085
48369,9788
48371,16059
48373,46984
48375,121374
48377,6881
48379,11134
48381,130283
48383,3731
48385,3300
48387,12385
48389,14789
48391,7359
48393,918
48395,16648
48397,90672
48399,10528
48401,52934
48403,10378
48405,8384
48407,27313
48409,67356
48411,5944
48413,3196
48415,17566
48417,3316
48419,25421
48421,3062
48423,222478
48425,8729
48427,63625
48429,9904
48431,1359
48433,1412
48435,3904
48437,7513
48439,1981410
48441,136325
48443,855
48445,12755
48447,1560
48449,32689
48451,117942
48453,1174818
48455,14421
48457,21274
48459,40481
48461,3626
48463,27112
48465,48857
48467,53501
48469,92237
48471,70507
48473,48630
48475,11668
48477,35005
48479,268929
48481,41526
48483,5666
48485,131522
48487,13037
48489,21883
48491,508059
48493,47456
48495,7996
48497,62836
48499,43647
48501,8513
48503,18228
48505,14397
48507,12227
49001,6344
49003,51998
49005,120060
49007,20430
49009,1110
49011,335768
49013,20781
49015,10352
49017,4991
49019,9493
49021,48294
49023,10566
49025,7120
49027,12649
49029,11091
49031,1503
49033,2296
49035,1104622
49037,15707
49039,28801
49041,20940
49043,39481
49045,62879
49047,37789
49049,574796
49051,29165
49053,155450
49055,2703
49057,243453
50001,36934
50003,36404
50005,30791
50007,161466
50009,6157
50011,48935
50013,6872
50015,25204
50017,28878
50019,27088
50021,59706
50023,58706
50025,43275
50027,55672
51001,32995
51003,105603
51005,15685
51007,12869
51009,31636
51011,15428
51013,227897
51015,74537
51017,4502
51019,77648
51021,6565
51023,33378
51025,16473
51027,22780
51029,16996
51031,55161
51033,29940
51035,29736
51036,7072
51037,12177
51041,335539
51043,14291
51045,5193
51047,49369
51049,9696
51051,15135
51053,27967
51057,11122
51059,1137472
51061,68696
51063,15640
51065,26199
51067,56229
51069,83177
51071,16767
51073,37058
51075,22315
51077,15169
51079,19206
51081,11869
51083,35128
51085,103171
51087,325142
51089,51821
51091,2208
51093,36393
51095,73081
51097,7197
51099,25456
51101,16231
51103,10982
51105,24712
51107,374559
51109,34618
51111,12337
51113,13092
51115,8866
51117,31011
51119,10676
51121,97636
51125,14788
51127,20424
51131,12139
51133,12256
51135,15651
51137,35244
51139,23679
51141,18041
51143,62079
51145,28047
51147,23221
51149,38308
51153,450179
51155,34308
51157,7401
51159,8774
51161,93916
51163,22437
51165,78860
51167,27809
51169,22160
51171,43051
51173,31389
51175,18167
51177,130603
51179,141792
51181,6670
51183,11720
51185,42934
51187,39147
51191,54294
51193,17553
51195,39654
51197,29191
51199,67963
51510,153172
51520,17157
51530,6595
51540,46185
51550,235431
51570,17647
51580,5589
51590,42129
51595,5482
51600,23723
51610,13964
51620,8387
51630,27967
51640,6871
51650,136354
51660,52322
51670,22350
51678,7074
51680,79505
51683,41603
51685,15902
51690,13577
51700,181985
51710,246130
51720,3926
51730,32044
51735,12058
51740,96356
51750,17350
51760,219628
51770,99969
51775,25404
51790,24338
51800,88116
51810,451854
51820,21588
51830,15144
51840,27358
53001,19150
53003,22089
53005,190337
53007,75442
53009,73522
53011,458394
53013,3938
53015,103378
53017,40565
53019,7584
53021,88825
53023,2225
53025,93124
53027,71023
53029,80796
53031,30446
53033,2114256
53035,260514
53037,43057
53039,20993
53041,75754
53043,10312
53045,61036
53047,41359
53049,20888
53051,13066
53053,842676
53055,16234
53057,121724
53059,11309
53061,770165
53063,490526
53065,43800
53067,269183
53069,4022
53071,60149
53073,212164
53075,48150
53077,248115
54001,16968
54003,111635
54005,23263
54007,14460
54009,23348
54011,96653
54013,7430
54015,8905
54017,8506
54019,44822
54021,8320
54023,11765
54025,35433
54027,23331
54029,29844
54031,13904
54033,68570
54035,29158
54037,56199
54039,188207
54041,16447
54043,21370
54045,34514
54047,19698
54049,56771
54051,32126
54053,27005
54055,61043
54057,27413
54059,25249
54061,103991
54063,13501
54065,17523
54067,25547
54069,42893
54071,7186
54073,7609
54075,8561
54077,33744
54079,56799
54081,77433
54083,29174
54085,9991
54087,14430
54089,13073
54091,16864
54093,6933
54095,8953
54097,24726
54099,40974
54101,8732
54103,15813
54105,5840
54107,86254
54109,22152
55001,20161
55003,15883
55005,45474
55007,14936
55009,258520
55011,13220
55013,15142
55015,49792
55017,63535
55019,34441
55021,56754
55023,16394
55025,522878
55027,88434
55029,27540
55031,43623
55033,44552
55035,102119
55037,4467
55039,101943
55041,9043
55043,52303
55045,37153
55047,18829
55049,23829
55051,5786
55053,20589
55055,84640
55057,26204
55059,168168
55061,20381
55063,118060
55065,16812
55067,19189
55069,27966
55071,79717
55073,135782
55075,40854
55077,15056
55078,4514
55079,956314
55081,45519
55083,37512
55085,35540
55087,183264
55089,87909
55091,7293
55093,40884
55095,43437
55097,70534
55099,13659
55101,194917
55103,17484
55105,161334
55107,14137
55109,87502
55111,63646
55113,16351
55115,41206
55117,115591
55119,20483
55121,29552
55123,30523
55125,21391
55127,102725
55129,15556
55131,133815
55133,396311
55135,51925
55137,24041
55139,169565
55141,73288
56001,38079
56003,11991
56005,49333
56007,15554
56009,14321
56011,7414
56013,40355
56015,13592
56017,4745
56019,8587
56021,97183
56023,18757
56025,82191
56027,2497
56029,29056
56031,8805
56033,30069
56035,9877
56037,44693
56039,23073
56041,20819
56043,8334
56045,7230
