GeoID,Pop_2015
23001,107245
23003,68752
23005,290464
23007,30039
23009,54268
23011,120209
23013,39779
23015,34017
23017,57156
23019,152478
23021,16926
23023,35173
23025,51056
23027,39129
23029,31604
23031,201158
24001,72531
24003,563837
24005,829209
24009,90620
24011,32591
24013,167651
24015,102397
24017,155923
24019,32391
24021,245377
24023,29446
24025,250138
24027,312711
24029,19768
24031,1036233
24033,906003
24035,48889
24037,111628
24039,25746
24041,37523
24043,149570
24045,102019
24047,51380
24510,621402
25001,214621
25003,127671
25005,556967
25007,17217
25009,776111
25011,70550
25013,469078
25015,161049
25017,1581037
25019,10858
25021,694895
25023,509880
25025,776688
25027,817618
26001,10333
26003,9347
26005,114661
26007,28791
26009,23133
26011,15280
26013,8546
26015,59393
26017,105557
26019,17436
26021,154629
26023,43607
26025,134447
26027,51665
26029,26215
26031,25415
26033,38003
26035,30610
26037,77383
26039,13809
26041,36407
26043,25740
26045,108676
26047,33132
26049,410442
26051,25210
26053,15443
26055,91624
26057,41513
26059,45940
26061,36382
26063,31822
26065,285735
26067,64173
26069,25352
26071,11342
26073,70690
26075,159465
26077,259966
26079,17262
26081,636095
26083,2176
26085,11393
26087,88444
26089,21918
26091,98389
26093,187350
26095,6438
26097,10897
26099,864507
26101,24458
26103,67305
26105,28812
26107,43092
26109,23514
26111,83618
26113,14927
26115,149494
26117,62826
26119,9265
26121,172697
26123,47984
26125,1240301
26127,26118
26129,20950
26131,6008
26133,23066
26135,8278
26137,24244
26139,280023
26141,12849
26143,23803
26145,193290
26147,159874
26149,60843
26151,41476
26153,8157
26155,68517
26157,53804
26159,75064
26161,360847
26163,1757062
26165,32966
27001,15669
27003,343822
27005,33492
27007,45674
27009,39723
27011,5038
27013,65777
27015,25317
27017,35536
27019,98610
27021,28668
27023,12134
27025,54308
27027,62118
27029,8775
27031,5208
27033,11504
27035,63451
27037,414299
27039,20381
27041,37057
27043,14057
27045,20832
27047,30570
27049,46438
27051,5878
27053,1220459
27055,18770
27057,20671
27059,38453
27061,45397
27063,10084
27065,15820
27067,42559
27069,4405
27071,12829
27073,6852
27075,10636
27077,3906
27079,27630
27081,5767
27083,25671
27085,35919
27087,5430
27089,9388
27091,20010
27093,23075
27095,25743
27097,32725
27099,39215
27101,8412
27103,33401
27105,21717
27107,6672
27109,151251
27111,57774
27113,14253
27115,29046
27117,9262
27119,31480
27121,11029
27123,536071
27125,4049
27127,15484
27129,14861
27131,65278
27133,9608
27135,15679
27137,200222
27139,141613
27141,91623
27143,14877
27145,154957
27147,36683
27149,9791
27151,9354
27153,24220
27155,3398
27157,21243
27159,13838
27161,19001
27163,251103
27165,10950
27167,6392
27169,50939
27171,131255
27173,9899
28001,31292
28003,37331
28005,12565
28007,18995
28009,8164
28011,33349
28013,14696
28015,10238
28017,17368
28019,8294
28021,9171
28023,16003
28025,20022
28027,24495
28029,28754
28031,19577
28033,173212
28035,75921
28037,7759
28039,23432
28041,13485
28043,21507
28045,46366
28047,200962
28049,243234
28051,18356
28053,8658
28055,1330
28057,23649
28059,141233
28061,16561
28063,7489
28065,11604
28067,68224
28069,9943
28071,53014
28073,60570
28075,78505
28077,12618
28079,22706
28081,85295
28083,30300
28085,34601
28087,59744
28089,103409
28091,25533
28093,35927
28095,35777
28097,10158
28099,29414
28101,21670
28103,11064
28105,49729
28107,34152
28109,55163
28111,12225
28113,39960
28115,30912
28117,25313
28119,7514
28121,148770
28123,28275
28125,4594
28127,27122
28129,16057
28131,18061
28133,26923
28135,14623
28137,28368
28139,22082
28141,19509
28143,10342
28145,28318
28147,14629
28149,47542
28151,48053
28153,20510
28155,9869
28157,9102
28159,18301
28161,12451
28163,27377
29001,25430
29003,17291
29005,5301
29007,26082
29009,35766
29011,11877
29013,16410
29015,18687
29017,12161
29019,174546
29021,89016
29023,42859
29025,9020
29027,44739
29029,44329
29031,78577
29033,8945
29035,6250
29037,101496
29039,13944
29041,7592
29043,83282
29045,6810
29047,235471
29049,20635
29051,76780
29053,17616
29055,24487
29057,7596
29059,16413
29061,8252
29063,12645
29065,15616
29067,13372
29069,30877
29071,102382
29073,14826
29075,6685
29077,287924
29079,10062
29081,8613
29083,21743
29085,9193
29087,4471
29089,10123
29091,40135
29093,10099
29095,686373
29097,118376
29099,223908
29101,53874
29103,3899
29105,35487
29107,32679
29109,38144
29111,10186
29113,54675
29115,12293
29117,15010
29119,22648
29121,15321
29123,12369
29125,8958
29127,28862
29129,3702
29131,25076
29133,14023
29135,15913
29137,8560
29139,11699
29141,20158
29143,18167
29145,58567
29147,22776
29149,10936
29151,13626
29153,9407
29155,17442
29157,19130
29159,42182
29161,44610
29163,18354
29165,96217
29167,31183
29169,53156
29171,4863
29173,10177
29175,25090
29177,22815
29179,6418
29181,13811
29183,385171
29185,9450
29186,17895
29187,66446
29189,1001705
29195,23109
29197,4434
29199,4859
29201,39004
29203,8233
29205,6132
29207,29786
29209,30902
29211,6323
29213,54333
29215,25651
29217,20803
29219,33545
29221,24795
29223,13373
29225,37526
29227,2051
29229,18257
29510,314875
30001,9261
30003,13256
30005,6587
30007,5679
30009,10388
30011,1171
30013,82118
30015,5757
30017,12147
30019,1763
30021,9625
30023,9148
30025,3184
30027,11384
30029,96079
30031,100736
30033,1312
30035,13634
30037,830
30039,3239
30041,16518
30043,11671
30045,1931
30047,29466
30049,66479
30051,2401
30053,19047
30055,1683
30057,7911
30059,1818
30061,4244
30063,113982
30065,4578
30067,15981
30069,473
30071,4155
30073,6148
30075,1780
30077,6831
30079,1163
30081,41295
30083,11938
30085,11500
30087,9403
30089,11316
30091,3691
30093,34579
30095,9483
30097,3624
30099,6095
30101,5099
30103,695
30105,7626
30107,2104
30109,1121
30111,156946
31001,31585
31003,6398
31005,457
31007,797
31009,492
31011,5295
31013,11311
31015,2011
31017,2943
31019,48732
31021,6581
31023,8104
31025,25523
31027,8568
31029,3986
31031,5829
31033,10156
31035,6311
31037,10541
31039,9130
31041,10802
31043,20713
31045,9041
31047,23845
31049,1924
31051,5789
31053,36676
31055,549168
31057,1800
31059,5628
31061,3015
31063,2617
31065,4849
31067,21863
31069,1927
31071,2021
31073,1968
31075,637
31077,2431
31079,61422
31081,9179
31083,3447
31085,927
31087,2882
31089,10308
31091,733
31093,6392
31095,7243
31097,5187
31099,6580
31101,8062
31103,803
31105,3719
31107,8526
31109,305705
31111,35618
31113,776
31115,582
31117,477
31119,35065
31121,7780
31123,4844
31125,3596
31127,7025
31129,4327
31131,15957
31133,2644
31135,2939
31137,9284
31139,7212
31141,32799
31143,5192
31145,10828
31147,8082
31149,1380
31151,14279
31153,175690
31155,21017
31157,36300
31159,17122
31161,5214
31163,3085
31165,1263
31167,5908
31169,5145
31171,686
31173,7069
31175,4153
31177,20273
31179,9365
31181,3635
31183,753
31185,13822
32001,24159
32003,2109289
32005,47628
32007,51796
32009,807
32011,2027
32013,17002
32015,5879
32017,5048
32019,52339
32021,4452
32023,43086
32027,6599
32029,3967
32031,445460
32033,9815
32510,54405
33001,60427
33003,47222
33005,76089
33007,32293
33009,88799
33011,406015
33013,148094
33015,301640
33017,126504
33019,43028
34001,273035
34003,936010
34005,449675
34007,510295
34009,94843
34011,155241
34013,795039
34015,292106
34017,673765
34019,125390
34021,371199
34023,836079
34025,626775
34027,498419
34029,588791
34031,508398
34033,63941
34035,333015
34037,143385
34039,552949
34041,107071
35001,674959
35003,3459
35005,65529
35006,27322
35007,12387
35009,50206
35011,1831
35013,213567
35015,57611
35017,28564
35019,4364
35021,699
35023,4414
35025,70848
35027,19391
35028,17696
35029,24476
35031,76800
35033,4577
35035,64430
35037,8452
35039,39526
35041,19074
35043,139157
35045,118701
35047,27951
35049,147708
35051,11261
35053,17222
35055,32887
35057,15422
35059,4201
35061,75636
36001,308432
36003,47407
36005,1449196
36007,196618
36009,77909
36011,78316
36013,130811
36015,87120
36017,48979
36019,81154
36021,61491
36023,48429
36025,46074
36027,295228
36029,922957
36031,38371
36033,50502
36035,53960
36037,58810
36039,47695
36041,4698
36043,62924
36045,117260
36047,2624941
36049,27022
36051,64583
36053,71771
36055,749048
36057,49673
36059,1359702
36061,1641168
36063,212522
36065,232025
36067,468275
36069,109654
36071,377130
36073,41604
36075,119962
36077,60530
36079,99265
36081,2327228
36083,160101
36085,473969
36087,325491
36089,110935
36091,226140
36093,154758
36095,31372
36097,18199
36099,34848
36101,97546
36103,1497903
36105,74751
36107,49261
36109,104564
36111,179824
36113,64544
36115,62238
36117,91340
36119,972900
36121,41004
36123,25051
37001,157857
37003,37304
37005,10812
37007,25632
37009,26900
37011,17592
37013,47543
37015,20290
37017,34266
37019,122622
37021,252808
37023,88704
37025,196508
37027,81282
37029,10279
37031,68863
37033,23012
37035,155593
37037,70770
37039,27137
37041,14372
37043,10755
37045,96924
37047,56927
37049,103427
37051,325581
37053,25231
37055,35586
37057,164196
37059,41696
37061,58670
37063,300573
37065,53831
37067,368019
37069,63674
37071,213366
37073,11448
37075,8610
37077,58549
37079,21190
37081,517548
37083,52323
37085,128124
37087,59899
37089,112327
37091,24108
37093,52841
37095,5503
37097,169992
37099,41327
37101,185733
37103,10000
37105,59438
37107,58041
37109,80574
37111,44963
37113,34150
37115,21104
37117,23334
37119,1033466
37121,15183
37123,27508
37125,94436
37127,93919
37129,219868
37131,20433
37133,187033
37135,140696
37137,12784
37139,39673
37141,57680
37143,13410
37145,39198
37147,176182
37149,20344
37151,142553
37153,45436
37155,134292
37157,91675
37159,139021
37161,66462
37163,63568
37165,35418
37167,60586
37169,46372
37171,72548
37173,14428
37175,33202
37177,4140
37179,222384
37181,44351
37183,1021974
37185,20213
37187,12347
37189,53024
37191,124319
37193,68519
37195,81686
37197,37563
37199,17564
38001,2373
38003,11019
38005,6764
38007,920
38009,6712
38011,3281
38013,2312
38015,93104
38017,171524
38019,3830
38021,5108
38023,2446
38025,4574
38027,2367
38029,3393
38031,3328
38033,1846
38035,70746
38037,2391
38039,2309
38041,2693
38043,2409
38045,4128
38047,1933
38049,5965
38051,2757
38053,12792
38055,9729
38057,8831
38059,30368
38061,10307
38063,2975
38065,1849
38067,7072
38069,4301
38071,11632
38073,5460
38075,2567
38077,16390
38079,14662
38081,3866
38083,1302
38085,4396
38087,764
38089,32139
38091,1961
38093,21108
38095,2268
38097,8011
38099,10927
38101,71379
38103,4160
38105,35387
39001,28016
39003,104210
39005,53380
39007,98544
39009,65699
39011,45847
39013,69039
39015,43825
39017,375459
39019,27790
39021,38998
39023,135815
39025,201791
39027,41852
39029,104683
39031,36587
39033,42330
39035,1255025
39037,52100
39039,38349
39041,192884
39043,75471
39045,151326
39047,28646
39049,1250269
39051,42477
39053,30110
39055,94095
39057,164036
39059,39269
39061,807748
39063,75734
39065,31632
39067,15424
39069,27783
39071,43018
39073,28474
39075,43939
39077,58366
39079,32546
39081,67327
39083,60973
39085,229262
39087,61042
39089,170759
39091,45348
39093,305213
39095,433496
39097,44103
39099,231767
39101,65232
39103,176334
39105,23203
39107,40947
39109,104197
39111,14391
39113,531567
39115,14785
39117,35091
39119,86305
39121,14325
39123,40859
39125,18973
39127,35952
39129,56971
39131,28206
39133,162042
39135,41367
39137,34038
39139,121581
39141,77162
39143,59518
39145,76752
39147,55579
39149,48917
39151,374865
39153,541316
39155,203631
39157,92702
39159,54315
39161,28529
39163,13020
39165,224439
39167,61071
39169,116108
39171,37077
39173,129606
39175,22241
40001,22050
40003,5840
40005,13786
40007,5415
40009,23628
40011,9788
40013,44987
40015,29398
40017,133283
40019,48666
40021,48369
40023,15005
40025,2200
40027,274213
40029,5645
40031,124196
40033,5972
40035,14830
40037,70975
40039,29614
40041,41384
40043,4944
40045,4227
40047,63360
40049,27795
40051,54556
40053,4504
40055,6055
40057,2772
40059,3771
40061,12796
40063,13728
40065,25520
40067,6250
40069,10972
40071,45309
40073,15571
40075,9148
40077,10512
40079,49721
40081,34985
40083,45956
40085,9826
40087,38023
40089,33039
40091,19905
40093,7740
40095,16228
40097,40810
40099,13908
40101,69591
40103,11530
40105,10518
40107,12157
40109,775949
40111,39174
40113,47816
40115,31928
40117,16455
40119,80633
40121,44528
40123,38268
40125,71832
40127,11154
40129,3755
40131,90727
40133,25486
40135,41240
40137,44648
40139,21365
40141,7519
40143,638558
40145,76754
40147,52145
40149,11704
40151,9317
40153,21488
41001,15963
41003,88271
41005,401150
41007,37795
41009,49565
41011,63043
41013,21647
41015,22396
41017,174942
41019,107525
41021,1863
41023,7192
41025,7196
41027,23037
41029,213534
41031,22609
41033,84742
41035,65908
41037,7781
41039,362600
41041,46936
41043,120444
41045,30323
41047,329947
41049,11164
41051,789125
41053,79430
41055,1678
41057,25613
41059,76290
41061,25729
41063,6830
41065,25753
41067,572759
41069,1349
41071,102505
42001,102063
42003,1229298
42005,66953
42007,168908
42009,48522
42011,414635
42013,125506
42015,61329
42017,626821
42019,186441
42021,136194
42023,4742
42025,63936
42027,160491
42029,515253
42031,38831
42033,80967
42035,39359
42037,66586
42039,86638
42041,246513
42043,272904
42045,563321
42047,30879
42049,278052
42051,133704
42053,7420
42055,153295
42057,14605
42059,37438
42061,45721
42063,86977
42065,44410
42067,24732
42069,212175
42071,536349
42073,88036
42075,137729
42077,360852
42079,317812
42081,115829
42083,42416
42085,113992
42087,46481
42089,166499
42091,818363
42093,18358
42095,301190
42097,93144
42099,45679
42101,1564964
42103,55927
42105,17041
42107,144321
42109,40599
42111,75649
42113,6292
42115,41448
42117,41633
42119,45494
42121,53101
42123,40344
42125,208268
42127,51091
42129,357699
42131,27756
42133,441929
44001,49265
44003,164618
44005,82916
44007,632488
44009,126320
45001,24971
45003,166111
45005,9420
45007,194532
