GeoID,Year,State,County,D_Etab,G_Etab,D_Cap,G_Cap,Pop,FD_num,FD_pct
24015,2013,Maryland,Cecil County,13,18,7837,5660,101891,23377,22.94
24017,2013,Maryland,Charles County,13,20,11742,7632,152649,38000,24.89
24021,2013,Maryland,Frederick County,18,41,13396,5881,241143,71690,29.73
24023,2013,Maryland,Garrett County,5,6,5992,4994,29964,2433,8.12
24025,2013,Maryland,Harford County,17,37,14640,6726,248892,82180,33.02
24027,2013,Maryland,Howard County,11,43,27598,7060,303583,107151,35.3
24029,2013,Maryland,Kent County,4,7,4953,2830,19812,2264,11.43
24031,2013,Maryland,Montgomery County,41,205,24782,4956,1016064,233840,23.01
24035,2013,Maryland,Queen Anne's County,6,6,8087,8087,48527,13723,28.28
24043,2013,Maryland,Washington County,22,24,6772,6208,148994,46237,31.03
24510,2013,Maryland,Baltimore city,77,296,8084,2103,622497,87437,14.05
25001,2013,Massachusetts,Barnstable County,23,69,9326,3108,214520,45173,21.06
25003,2013,Massachusetts,Berkshire County,18,35,7192,3699,129473,69251,53.49
25007,2013,Massachusetts,Dukes County,8,12,2145,1430,17162,-11837,-68.97
25009,2013,Massachusetts,Essex County,41,171,18649,4471,764640,209631,27.42
25011,2013,Massachusetts,Franklin County,6,22,11892,3243,71355,23607,33.08
25015,2013,Massachusetts,Hampshire County,13,37,12372,4347,160848,56408,35.07
25023,2013,Massachusetts,Plymouth County,40,84,12570,5986,502825,146036,29.04
25025,2013,Massachusetts,Suffolk County,51,221,14953,3450,762627,165119,21.65
26005,2013,Michigan,Allegan County,19,17,5895,6589,112013,28862,25.77
26007,2013,Michigan,Alpena County,5,10,5793,2896,28965,3637,12.56
26009,2013,Michigan,Antrim County,6,6,3853,3853,23121,176,0.76
26015,2013,Michigan,Barry County,6,10,9847,5908,59086,13067,22.12
26017,2013,Michigan,Bay County,18,20,5933,5340,106801,23545,22.05
26021,2013,Michigan,Berrien County,33,35,4731,4461,156138,39489,25.29
26025,2013,Michigan,Calhoun County,27,24,4990,5614,134755,27095,20.11
26027,2013,Michigan,Cass County,7,8,7368,6447,51581,4751,9.21
26029,2013,Michigan,Charlevoix County,6,8,4375,3281,26253,-685,-2.61
26033,2013,Michigan,Chippewa County,5,14,7712,2754,38560,9278,24.06
26035,2013,Michigan,Clare County,10,11,3059,2781,30596,2499,8.17
26045,2013,Michigan,Eaton County,13,11,8328,9843,108274,17045,15.74
26047,2013,Michigan,Emmet County,9,17,3660,1937,32944,3309,10.04
26049,2013,Michigan,Genesee County,66,87,6297,4777,415634,98256,23.64
26051,2013,Michigan,Gladwin County,8,3,3195,8521,25563,-1637,-6.4
26053,2013,Michigan,Gogebic County,4,3,3976,5301,15905,-1826,-11.48
26055,2013,Michigan,Grand Traverse County,14,24,6435,3754,90096,29308,32.53
26057,2013,Michigan,Gratiot County,7,9,5990,4659,41931,5493,13.1
26063,2013,Michigan,Huron County,6,7,5375,4607,32255,3889,12.06
26065,2013,Michigan,Ingham County,35,48,8117,5919,284119,40817,14.37
26067,2013,Michigan,Ionia County,11,9,5817,7109,63988,14032,21.93
26069,2013,Michigan,Iosco County,7,7,3632,3632,25424,390,1.53
26075,2013,Michigan,Jackson County,25,18,6385,8868,159637,32044,20.07
26077,2013,Michigan,Kalamazoo County,27,46,9530,5593,257317,45229,17.58
26079,2013,Michigan,Kalkaska County,6,5,2881,3457,17287,-3763,-21.77
26081,2013,Michigan,Kent County,83,100,7522,6243,624377,123075,19.71
26087,2013,Michigan,Lapeer County,12,10,7357,8828,88288,16745,18.97
26091,2013,Michigan,Lenawee County,12,19,8233,5200,98803,18623,18.85
26093,2013,Michigan,Livingston County,8,22,23024,8372,184196,51794,28.12
26099,2013,Michigan,Macomb County,90,134,9523,6396,857158,183827,21.45
26103,2013,Michigan,Marquette County,10,14,6777,4840,67773,14792,21.83
26115,2013,Michigan,Monroe County,11,26,13648,5774,150135,30066,20.03
26117,2013,Michigan,Montcalm County,17,11,3693,5708,62793,14101,22.46
26121,2013,Michigan,Muskegon County,27,24,6380,7177,172268,29269,16.99
26123,2013,Michigan,Newaygo County,9,8,5319,5984,47872,5028,10.5
26125,2013,Michigan,Oakland County,118,244,10470,5063,1235554,259292,20.99
26137,2013,Michigan,Otsego County,6,6,4012,4012,24072,1502,6.24
26139,2013,Michigan,Ottawa County,17,37,16140,7415,274391,47830,17.43
26143,2013,Michigan,Roscommon County,7,4,3431,6005,24022,-1179,-4.91
26145,2013,Michigan,Saginaw County,34,35,5788,5622,196798,43234,21.97
26147,2013,Michigan,St. Clair County,24,30,6678,5343,160293,32745,20.43
26149,2013,Michigan,St. Joseph County,13,13,4691,4691,60985,6156,10.09
26151,2013,Michigan,Sanilac County,11,9,3808,4654,41894,5811,13.87
26159,2013,Michigan,Van Buren County,17,17,4430,4430,75319,14990,19.9
26161,2013,Michigan,Washtenaw County,27,65,13185,5477,356015,80064,22.49
26163,2013,Michigan,Wayne County,259,455,6874,3912,1780371,345994,19.43
26165,2013,Michigan,Wexford County,9,7,3608,4640,32480,3052,9.4
27015,2013,Minnesota,Brown County,6,5,4211,5053,25266,10273,40.66
27035,2013,Minnesota,Crow Wing County,13,15,4845,4199,62993,2078,3.3
27049,2013,Minnesota,Goodhue County,7,11,6587,4192,46113,12075,26.19
27057,2013,Minnesota,Hubbard County,6,4,3449,5174,20698,-7244,-35.0
27067,2013,Minnesota,Kandiyohi County,5,12,8492,3538,42460,12860,30.29
27105,2013,Minnesota,Nobles County,3,8,7265,2724,21797,6493,29.79
27115,2013,Minnesota,Pine County,6,5,4845,5815,29075,3135,10.78
27119,2013,Minnesota,Polk County,7,7,4519,4519,31634,6139,19.41
27137,2013,Minnesota,St. Louis County,19,35,10549,5726,200440,33013,16.47
27139,2013,Minnesota,Scott County,3,16,45753,8578,137260,92262,67.22
27145,2013,Minnesota,Stearns County,13,36,11736,4238,152573,43250,28.35
27153,2013,Minnesota,Todd County,4,9,6122,2721,24491,4791,19.56
27171,2013,Minnesota,Wright County,7,11,18314,11654,128202,45969,35.86
28011,2013,Mississippi,Bolivar County,13,8,2614,4248,33986,7387,21.74
28023,2013,Mississippi,Clarke County,8,4,2052,4105,16420,-1451,-8.84
28029,2013,Mississippi,Copiah County,10,4,2894,7236,28944,3798,13.12
28035,2013,Mississippi,Forrest County,28,16,2737,4790,76655,37984,49.55
28043,2013,Mississippi,Grenada County,10,4,2153,5384,21539,-2247,-10.43
28047,2013,Mississippi,Harrison County,53,17,3700,11537,196131,54726,27.9
28049,2013,Mississippi,Hinds County,58,35,4245,7035,246234,87461,35.52
28051,2013,Mississippi,Holmes County,8,5,2351,3761,18808,-2716,-14.44
28051,2013,Mississippi,Winston County,8,5,2351,3761,18808,-2716,-14.44
28059,2013,Mississippi,Jackson County,37,18,3792,7795,140323,52820,37.64
28061,2013,Mississippi,Jasper County,7,3,2355,5496,16490,-226,-1.37
28067,2013,Mississippi,Jones County,26,10,2652,6896,68962,23992,34.79
28073,2013,Mississippi,Lamar County,14,8,4221,7387,59103,16678,28.22
28075,2013,Mississippi,Lauderdale County,22,12,3646,6685,80224,17047,21.25
28081,2013,Mississippi,Lee County,27,16,3146,5310,84966,32641,38.42
28085,2013,Mississippi,Lincoln County,12,3,2894,11576,34728,6343,18.26
28087,2013,Mississippi,Lowndes County,19,9,3147,6645,59811,17423,29.13
28091,2013,Mississippi,Marion County,7,5,3723,5212,26063,4952,19.0
28101,2013,Mississippi,Newton County,9,4,2391,5381,21525,-99,-0.46
28101,2013,Oregon,Jefferson County,9,4,2391,5381,21525,-99,-0.46
28101,2013,West Virginia,Lincoln County,9,4,2391,5381,21525,-99,-0.46
28107,2013,Mississippi,Panola County,11,3,3127,11466,34399,7227,21.01
28109,2013,Mississippi,Pearl River County,18,9,3046,6093,54844,16550,30.18
28117,2013,Mississippi,Prentiss County,10,7,2547,3638,25470,3830,15.04
28121,2013,Mississippi,Rankin County,32,15,4603,9821,147324,48030,32.6
28127,2013,Mississippi,Simpson County,7,5,3932,5505,27526,3249,11.8
28133,2013,Mississippi,Sunflower County,10,6,2790,4651,27907,1172,4.2
28141,2013,Mississippi,Tishomingo County,11,7,1773,2786,19503,289,1.48
28147,2013,Mississippi,Walthall County,4,4,3715,3715,14861,-824,-5.54
28149,2013,Mississippi,Warren County,12,6,4024,8048,48291,8132,16.84
28151,2013,Mississippi,Washington County,18,12,2759,4138,49662,19867,40.0
28153,2013,Mississippi,Wayne County,6,4,3409,5114,20458,2,0.01
28155,2013,Mississippi,Webster County,4,4,2484,2484,9936,-6562,-66.04
29019,2013,Missouri,Boone County,11,33,15542,5180,170966,57467,33.61
29031,2013,Missouri,Cape Girardeau County,12,10,6454,7745,77453,18809,24.28
29037,2013,Missouri,Cass County,11,11,9152,9152,100675,20693,20.55
29043,2013,Missouri,Christian County,12,13,6718,6201,80622,12029,14.92
29047,2013,Missouri,Clay County,18,30,12796,7677,230328,67292,29.22
29069,2013,Missouri,Dunklin County,10,13,3171,2439,31717,3422,10.79
29077,2013,Missouri,Greene County,25,40,11343,7089,283594,75842,26.74
29095,2013,Missouri,Jackson County,74,107,9186,6353,679830,143410,21.09
29099,2013,Missouri,Jefferson County,20,23,11042,9601,220844,44597,20.19
29101,2013,Missouri,Johnson County,7,5,7738,10833,54166,10753,19.85
29127,2013,Missouri,Marion County,8,6,3595,4794,28767,2118,7.36
29159,2013,Missouri,Pettis County,7,6,6027,7032,42194,7223,17.12
29165,2013,Missouri,Platte County,6,9,15560,10373,93362,45196,48.41
29167,2013,Missouri,Polk County,5,3,6224,10373,31121,-760,-2.44
29183,2013,Missouri,St. Charles County,22,44,17013,8506,374288,77036,20.58
29187,2013,Missouri,St. Francois County,13,13,5084,5084,66102,15819,23.93
29189,2013,Missouri,St. Louis County,94,183,10643,5467,1000471,276390,27.63
29213,2013,Missouri,Taney County,10,10,5326,5326,53268,2200,4.13
29219,2013,Missouri,Warren County,5,6,6590,5491,32950,4571,13.87
30003,2013,Montana,Big Horn County,3,4,4373,3279,13119,-3257,-24.83
30013,2013,Montana,Cascade County,5,12,16437,6849,82189,31453,38.27
30029,2013,Montana,Flathead County,8,17,11617,5466,92936,29460,31.7
30031,2013,Montana,Gallatin County,5,20,18958,4739,94793,44202,46.63
30111,2013,Montana,Yellowstone County,8,17,19221,9045,153771,42388,27.57
31001,2013,Nebraska,Adams County,4,6,7883,5255,31534,10374,32.9
31013,2013,Nebraska,Box Butte County,4,4,2824,2824,11297,-5237,-46.36
31017,2013,Nebraska,Brown County,4,4,739,739,2958,-8387,-283.54
31039,2013,Nebraska,Cuming County,4,3,2252,3003,9010,-6762,-75.05
31041,2013,Nebraska,Custer County,3,6,3610,1805,10832,-4273,-39.45
31047,2013,Nebraska,Dawson County,7,4,3432,6007,24029,1493,6.21
31053,2013,Nebraska,Dodge County,5,7,7299,5214,36498,10396,28.48
31055,2013,Nebraska,Douglas County,31,94,17315,5710,536783,159561,29.73
31067,2013,Nebraska,Gage County,4,4,5441,5441,21766,-2646,-12.16
31089,2013,Nebraska,Holt County,6,7,1730,1483,10382,-3653,-35.19
31109,2013,Nebraska,Lancaster County,16,47,18570,6321,297120,102155,34.38
31111,2013,Nebraska,Lincoln County,7,9,5134,3993,35938,6847,19.05
31119,2013,Nebraska,Madison County,7,7,5022,5022,35158,11585,32.95
31141,2013,Nebraska,Platte County,5,6,6520,5433,32603,17514,53.72
31185,2013,Nebraska,York County,3,3,4617,4617,13853,-2619,-18.91
32003,2013,Nevada,Clark County,114,222,17701,9090,2018003,333071,16.5
32005,2013,Nevada,Douglas County,5,5,9387,9387,46938,15052,32.07
32031,2013,Nevada,Washoe County,30,58,14374,7434,431223,90755,21.05
33003,2013,New Hampshire,Carroll County,15,15,3168,3168,47520,13281,27.95
33007,2013,New Hampshire,Coos County,8,9,3994,3550,31957,2910,9.11
33009,2013,New Hampshire,Grafton County,12,30,7491,2996,89900,32274,35.9
33017,2013,New Hampshire,Strafford County,7,20,17860,6251,125022,58075,46.45
34001,2013,New Jersey,Atlantic County,33,88,8314,3117,274369,60302,21.98
34003,2013,New Jersey,Bergen County,72,268,12780,3433,920203,252138,27.4
34005,2013,New Jersey,Burlington County,39,69,11508,6505,448850,127164,28.33
34007,2013,New Jersey,Camden County,53,159,9625,3208,510128,98145,19.24
34011,2013,New Jersey,Cumberland County,20,40,7806,3903,156120,28513,18.26
34013,2013,New Jersey,Essex County,81,387,9713,2033,786817,95344,12.12
34015,2013,New Jersey,Gloucester County,35,42,8277,6898,289720,77488,26.75
34017,2013,New Jersey,Hudson County,81,265,8113,2480,657217,91316,13.89
34019,2013,New Jersey,Hunterdon County,7,27,18054,4680,126381,22817,18.05
34021,2013,New Jersey,Mercer County,37,128,9986,2886,369517,112401,30.42
34023,2013,New Jersey,Middlesex County,65,227,12643,3620,821844,147921,18.0
34025,2013,New Jersey,Monmouth County,51,167,12293,3754,626980,173332,27.65
34027,2013,New Jersey,Morris County,24,98,20671,5062,496114,134666,27.14
34029,2013,New Jersey,Ocean County,46,103,12652,5650,582022,140917,24.21
34031,2013,New Jersey,Passaic County,58,255,8689,1976,504006,88849,17.63
34033,2013,New Jersey,Salem County,8,16,8098,4049,64789,12264,18.93
34035,2013,New Jersey,Somerset County,12,81,27418,4062,329024,114308,34.74
34037,2013,New Jersey,Sussex County,8,30,18201,4853,145615,66238,45.49
34039,2013,New Jersey,Union County,50,166,10924,3290,546237,92199,16.88
34041,2013,New Jersey,Warren County,9,29,11878,3686,106903,40619,38.0
35001,2013,New Mexico,Bernalillo County,58,77,11663,8785,676497,135027,19.96
35007,2013,New Mexico,Colfax County,3,3,4360,4360,13082,-2875,-21.98
35009,2013,New Mexico,Curry County,9,3,5641,16925,50775,7994,15.74
35015,2013,New Mexico,Eddy County,8,5,6958,11133,55668,16812,30.2
35025,2013,New Mexico,Lea County,15,7,4576,9806,68644,11870,17.29
35031,2013,New Mexico,McKinley County,14,12,5191,6056,72674,10371,14.27
35035,2013,New Mexico,Otero County,7,8,9475,8290,66326,12850,19.37
35043,2013,New Mexico,Sandoval County,9,15,15147,9088,136326,29139,21.37
35045,2013,New Mexico,San Juan County,22,10,5884,12946,129468,34948,26.99
35049,2013,New Mexico,Santa Fe County,13,27,11345,5462,147487,48582,32.94
35061,2013,New Mexico,Valencia County,8,7,9562,10928,76502,16101,21.05
36005,2013,New York,Bronx County,220,1206,6465,1179,1422340,22505,1.58
36009,2013,New York,Cattaraugus County,12,19,6583,4157,79000,19580,24.78
36011,2013,New York,Cayuga County,9,13,8787,6083,79090,22602,28.58
36013,2013,New York,Chautauqua County,24,31,5535,4285,132848,36807,27.71
36015,2013,New York,Chemung County,16,16,5512,5512,88192,23857,27.05
36017,2013,New York,Chenango County,13,12,3806,4123,49479,9108,18.41
36019,2013,New York,Clinton County,13,22,6270,3705,81516,17576,21.56
36021,2013,New York,Columbia County,14,18,4440,3453,62160,12967,20.86
36023,2013,New York,Cortland County,8,7,6113,6986,48907,13034,26.65
36025,2013,New York,Delaware County,11,12,4254,3900,46801,8251,17.63
36027,2013,New York,Dutchess County,28,94,10581,3151,296272,83954,28.34
36029,2013,New York,Erie County,125,286,7367,3219,920883,301226,32.71
36031,2013,New York,Essex County,7,19,5512,2030,38587,7678,19.9
36033,2013,New York,Franklin County,8,12,6401,4267,51213,6332,12.36
36037,2013,New York,Genesee County,9,9,6569,6569,59124,11194,18.93
36039,2013,New York,Greene County,10,11,4830,4391,48304,7814,16.18
36043,2013,New York,Herkimer County,8,12,7985,5323,63881,10094,15.8
36045,2013,New York,Jefferson County,26,30,4558,3950,118515,20226,17.07
36047,2013,New York,Kings County,454,2405,5701,1076,2588501,72295,2.79
36051,2013,New York,Livingston County,13,14,4970,4615,64620,19926,30.84
36053,2013,New York,Madison County,11,14,6587,5175,72457,16988,23.45
36055,2013,New York,Monroe County,68,188,11004,3980,748326,276781,36.99
36059,2013,New York,Nassau County,105,566,12879,2389,1352399,258237,19.09
36061,2013,New York,New York County,158,1362,10302,1195,1627806,146620,9.01
36063,2013,New York,Niagara County,30,35,7137,6117,214110,66366,31.0
36065,2013,New York,Oneida County,35,61,6667,3825,233356,57477,24.63
36067,2013,New York,Onondaga County,53,123,8833,3806,468181,174906,37.36
36069,2013,New York,Ontario County,13,17,8387,6414,109043,43050,39.48
36075,2013,New York,Oswego County,15,26,8077,4660,121169,25862,21.34
36079,2013,New York,Putnam County,4,33,24896,3017,99584,46272,46.47
36081,2013,New York,Queens County,327,1566,6997,1461,2288194,130811,5.72
36083,2013,New York,Rensselaer County,20,36,7976,4431,159538,41876,26.25
36085,2013,New York,Richmond County,41,229,11509,2060,471898,82743,17.53
36087,2013,New York,Rockland County,21,97,15206,3292,319330,62356,19.53
36091,2013,New York,Saratoga County,20,27,11204,8299,224082,52625,23.48
36099,2013,New York,Seneca County,5,6,7045,5871,35227,6450,18.31
36101,2013,New York,Steuben County,13,22,7603,4492,98845,28549,28.88
36103,2013,New York,Suffolk County,110,502,13613,2983,1497489,332114,22.18
36105,2013,New York,Sullivan County,12,34,6412,2263,76949,17915,23.28
36109,2013,New York,Tompkins County,8,21,12944,4931,103553,39791,38.43
36111,2013,New York,Ulster County,20,52,9035,3475,180701,48884,27.05
36113,2013,New York,Warren County,9,27,7231,2410,65085,15041,23.11
36117,2013,New York,Wayne County,17,12,5432,7695,92350,25853,27.99
36119,2013,New York,Westchester County,60,482,16080,2001,964805,180273,18.68
36121,2013,New York,Wyoming County,6,8,6892,5169,41353,5534,13.38
37001,2013,North Carolina,Alamance County,29,31,5317,4974,154199,38475,24.95
37003,2013,North Carolina,Alexander County,6,4,6169,9254,37016,5864,15.84
37009,2013,North Carolina,Ashe County,7,4,3835,6712,26849,2308,8.6
37011,2013,North Carolina,Avery County,6,4,2935,4403,17614,-259,-1.47
37013,2013,North Carolina,Beaufort County,13,11,3644,4306,47372,11472,24.22
37017,2013,North Carolina,Bladen County,9,7,3849,4948,34642,4203,12.13
37019,2013,North Carolina,Brunswick County,23,19,4996,6048,114920,30459,26.5
37025,2013,North Carolina,Cabarrus County,25,33,7481,5667,187036,42822,22.9
37027,2013,North Carolina,Caldwell County,19,12,4318,6837,82044,21325,25.99
37031,2013,North Carolina,Carteret County,14,15,4884,4558,68384,13387,19.58
37035,2013,North Carolina,Catawba County,31,30,5000,5167,155012,42045,27.12
37037,2013,North Carolina,Chatham County,10,14,6524,4660,65244,16668,25.55
37039,2013,North Carolina,Cherokee County,11,5,2465,5423,27119,4373,16.13
37047,2013,North Carolina,Columbus County,17,16,3357,3566,57071,14656,25.68
37049,2013,North Carolina,Craven County,19,15,5489,6953,104302,24348,23.34
37051,2013,North Carolina,Cumberland County,50,47,6659,7084,332984,78932,23.7
37053,2013,North Carolina,Currituck County,5,9,4850,2694,24250,191,0.79
37055,2013,North Carolina,Dare County,10,15,3481,2320,34810,6151,17.67
37063,2013,North Carolina,Durham County,34,52,8492,5553,288759,70326,24.35
37065,2013,North Carolina,Edgecombe County,14,12,3959,4619,55435,5186,9.36
37067,2013,North Carolina,Forsyth County,53,72,6804,5009,360657,105493,29.25
37069,2013,North Carolina,Franklin County,9,7,6896,8866,62065,11536,18.59
37081,2013,North Carolina,Guilford County,65,108,7790,4688,506401,136874,27.03
37083,2013,North Carolina,Halifax County,18,19,2954,2799,53188,14857,27.93
37091,2013,North Carolina,Hertford County,10,8,2457,3072,24577,-40,-0.16
37093,2013,North Carolina,Hoke County,7,8,7308,6394,51156,9629,18.82
37097,2013,North Carolina,Iredell County,28,28,5877,5877,164582,40946,24.88
37101,2013,North Carolina,Johnston County,24,34,7385,5213,177256,36466,20.57
37105,2013,North Carolina,Lee County,13,14,4598,4270,59785,17136,28.66
37107,2013,North Carolina,Lenoir County,16,15,3671,3915,58737,15996,27.23
37109,2013,North Carolina,Lincoln County,13,17,6083,4651,79081,13884,17.56
37111,2013,North Carolina,McDowell County,10,8,4503,5628,45031,10328,22.94
37125,2013,North Carolina,Moore County,17,20,5374,4568,91369,27738,30.36
37127,2013,North Carolina,Nash County,28,20,3372,4721,94428,31322,33.17
37129,2013,North Carolina,New Hanover County,25,43,8517,4952,212938,61925,29.08
37135,2013,North Carolina,Orange County,7,19,19914,7337,139404,59531,42.7
37141,2013,North Carolina,Pender County,11,10,4980,5478,54786,10609,19.36
37145,2013,North Carolina,Person County,8,5,4905,7849,39247,6598,16.81
37147,2013,North Carolina,Pitt County,37,23,4713,7581,174384,48176,27.63
37151,2013,North Carolina,Randolph County,21,18,6777,7907,142327,25653,18.02
37153,2013,North Carolina,Richmond County,11,14,4193,3295,46133,5093,11.04
37155,2013,North Carolina,Robeson County,31,30,4359,4504,135140,40733,30.14
37157,2013,North Carolina,Rockingham County,23,21,3995,4376,91903,23093,25.13
37159,2013,North Carolina,Rowan County,29,22,4749,6261,137742,32458,23.56
37163,2013,North Carolina,Sampson County,15,10,4261,6391,63917,3083,4.82
37165,2013,North Carolina,Scotland County,12,6,2992,5985,35915,5288,14.72
37171,2013,North Carolina,Surry County,21,19,3459,3823,72644,18759,25.82
37173,2013,North Carolina,Swain County,6,3,2329,4659,13979,-1801,-12.88
37179,2013,North Carolina,Union County,21,31,10106,6846,212229,46930,22.11
37181,2013,North Carolina,Vance County,14,10,3178,4450,44505,12057,27.09
37183,2013,North Carolina,Wake County,77,187,12649,5208,974007,236223,24.25
37189,2013,North Carolina,Watauga County,7,12,7471,4358,52297,17176,32.84
37191,2013,North Carolina,Wayne County,25,24,4984,5192,124622,30094,24.15
37193,2013,North Carolina,Wilkes County,13,13,5278,5278,68622,16825,24.52
37195,2013,North Carolina,Wilson County,20,18,4059,4510,81186,21868,26.94
38017,2013,North Dakota,Cass County,9,23,18092,7079,162835,41710,25.61
38059,2013,North Dakota,Morton County,3,6,9642,4821,28928,9420,32.56
38079,2013,North Dakota,Rolette County,4,6,3669,2446,14676,2126,14.49
38101,2013,North Dakota,Ward County,4,10,16847,6739,67390,30771,45.66
39001,2013,Ohio,Adams County,9,4,3123,7026,28107,-282,-1.0
39003,2013,Ohio,Allen County,22,18,4774,5835,105047,23029,21.92
39005,2013,Ohio,Ashland County,7,13,7593,4088,53152,11075,20.84
39007,2013,Ohio,Ashtabula County,23,17,4336,5866,99732,21216,21.27
39009,2013,Ohio,Athens County,12,12,5382,5382,64584,11793,18.26
39011,2013,Ohio,Auglaize County,6,7,7638,6546,45828,13830,30.18
39015,2013,Ohio,Brown County,12,8,3676,5514,44112,6332,14.35
39017,2013,Ohio,Butler County,38,48,9773,7737,371398,71129,19.15
39019,2013,Ohio,Carroll County,7,5,4037,5651,28259,-705,-2.49
39023,2013,Ohio,Clark County,22,18,6210,7590,136636,26438,19.35
39027,2013,Ohio,Clinton County,10,10,4184,4184,41847,5427,12.97
39029,2013,Ohio,Columbiana County,20,17,5297,6232,105953,21395,20.19
39033,2013,Ohio,Crawford County,7,7,6101,6101,42712,6273,14.69
39035,2013,Ohio,Cuyahoga County,167,306,7577,4135,1265478,285155,22.53
39037,2013,Ohio,Darke County,8,11,6538,4755,52306,11193,21.4
39043,2013,Ohio,Erie County,10,11,7605,6914,76056,15212,20.0
39051,2013,Ohio,Fulton County,8,7,5274,6028,42198,7282,17.26
39057,2013,Ohio,Greene County,16,15,10244,10927,163913,45681,27.87
39059,2013,Ohio,Guernsey County,9,12,4411,3308,39703,3035,7.64
39061,2013,Ohio,Hamilton County,85,172,9472,4681,805185,196834,24.45
39063,2013,Ohio,Hancock County,7,11,10796,6870,75576,20802,27.52
39069,2013,Ohio,Henry County,4,4,6954,6954,27819,1913,6.88
39071,2013,Ohio,Highland County,11,8,3926,5398,43190,4052,9.38
39075,2013,Ohio,Holmes County,5,12,8720,3633,43602,12236,28.06
39077,2013,Ohio,Huron County,11,11,5347,5347,58822,9102,15.47
39079,2013,Ohio,Jackson County,8,9,4101,3645,32809,1813,5.53
39081,2013,Ohio,Jefferson County,15,17,4544,4009,68161,11236,16.48
39085,2013,Ohio,Lake County,26,42,8849,5478,230080,57341,24.92
39087,2013,Ohio,Lawrence County,9,11,6872,5622,61850,10735,17.36
39089,2013,Ohio,Licking County,20,23,8423,7324,168464,35729,21.21
39091,2013,Ohio,Logan County,8,11,5674,4126,45395,5877,12.95
39093,2013,Ohio,Lorain County,44,52,6888,5828,303087,73186,24.15
39099,2013,Ohio,Mahoning County,41,45,5716,5208,234387,64947,27.71
39107,2013,Ohio,Mercer County,5,7,8122,5802,40614,10506,25.87
39109,2013,Ohio,Miami County,15,10,6879,10319,103199,22188,21.5
39113,2013,Ohio,Montgomery County,77,81,6938,6595,534229,129335,24.21
39119,2013,Ohio,Muskingum County,15,19,5709,4507,85640,15759,18.4
39123,2013,Ohio,Ottawa County,6,11,6839,3730,41037,7414,18.07
39133,2013,Ohio,Portage County,20,17,8084,9511,161691,34418,21.29
39137,2013,Ohio,Putnam County,6,4,5686,8530,34121,2981,8.74
39139,2013,Ohio,Richland County,20,24,6115,5096,122310,23289,19.04
39141,2013,Ohio,Ross County,11,12,7025,6439,77276,14018,18.14
39143,2013,Ohio,Sandusky County,12,12,5004,5004,60049,12396,20.64
39145,2013,Ohio,Scioto County,20,11,3907,7103,78143,15894,20.34
39149,2013,Ohio,Shelby County,7,7,7023,7023,49163,8450,17.19
39151,2013,Ohio,Stark County,54,66,6946,5683,375108,95879,25.56
39153,2013,Ohio,Summit County,59,87,9185,6229,541934,152174,28.08
39155,2013,Ohio,Trumbull County,43,45,4798,4585,206328,52213,25.31
39157,2013,Ohio,Tuscarawas County,18,17,5145,5447,92610,22137,23.9
39161,2013,Ohio,Van Wert County,4,5,7087,5669,28348,3508,12.37
39165,2013,Ohio,Warren County,14,31,15660,7072,219244,56020,25.55
39167,2013,Ohio,Washington County,13,13,4719,4719,61355,9521,15.52
39169,2013,Ohio,Wayne County,19,27,6073,4273,115397,27499,23.83
39173,2013,Ohio,Wood County,19,17,6789,7588,129002,23735,18.4
40019,2013,Oklahoma,Carter County,18,11,2692,4405,48461,7109,14.67
40027,2013,Oklahoma,Cleveland County,25,47,10799,5744,269991,54132,20.05
40031,2013,Oklahoma,Comanche County,19,11,6579,11364,125004,17603,14.08
40089,2013,Oklahoma,McCurtain County,6,8,5532,4149,33195,3417,10.29
40097,2013,Oklahoma,Mayes County,10,8,4095,5119,40959,6671,16.29
40101,2013,Oklahoma,Muskogee County,18,12,3899,5849,70192,15187,21.64
40109,2013,Oklahoma,Oklahoma County,108,181,7005,4180,756636,154995,20.48
40143,2013,Oklahoma,Tulsa County,78,82,8002,7611,624173,149102,23.89
40147,2013,Oklahoma,Washington County,10,6,5165,8608,51653,8256,15.98
41001,2013,Oregon,Baker County,3,8,5338,2001,16015,128,0.8
41003,2013,Oregon,Benton County,4,15,21542,5744,86168,46092,53.49
41017,2013,Oregon,Deschutes County,10,32,16529,5165,165294,44409,26.87
41029,2013,Oregon,Jackson County,12,37,17264,5599,207173,54484,26.3
41035,2013,Oregon,Klamath County,5,19,13136,3456,65682,17630,26.84
41039,2013,Oregon,Lane County,17,64,20912,5554,355506,89618,25.21
41051,2013,Oregon,Multnomah County,34,160,22548,4791,766649,167201,21.81
41059,2013,Oregon,Umatilla County,6,12,12815,6407,76891,24490,31.85
41067,2013,Oregon,Washington County,18,90,30855,6171,555405,142758,25.7
42001,2013,Pennsylvania,Adams County,9,14,11236,7223,101132,26573,26.28
42003,2013,Pennsylvania,Allegheny County,149,230,8279,5363,1233710,391463,31.73
42005,2013,Pennsylvania,Armstrong County,11,16,6168,4240,67851,14233,20.98
42007,2013,Pennsylvania,Beaver County,25,31,6789,5475,169743,41297,24.33
42009,2013,Pennsylvania,Bedford County,12,12,4108,4108,49302,11075,22.46
42011,2013,Pennsylvania,Berks County,36,79,11498,5239,413935,98389,23.77
