GeoID,Year,State,County,D_Etab,G_Etab,D_Cap,G_Cap,Pop,FD_num,FD_pct
37035,2007,North Carolina,Catawba County,27,33,5646,4619,152448,51408,33.72
37037,2007,North Carolina,Chatham County,11,13,5459,4619,60054,14735,24.54
37039,2007,North Carolina,Cherokee County,8,5,3418,5470,27350,5280,19.31
37045,2007,North Carolina,Cleveland County,26,18,3750,5418,97524,44215,45.34
37047,2007,North Carolina,Columbus County,17,15,3292,3730,55964,18546,33.14
37049,2007,North Carolina,Craven County,18,23,5434,4253,97825,27545,28.16
37051,2007,North Carolina,Cumberland County,50,48,6165,6422,308284,99445,32.26
37053,2007,North Carolina,Currituck County,5,9,4643,2579,23216,2408,10.37
37055,2007,North Carolina,Dare County,17,18,1973,1863,33541,11108,33.12
37061,2007,North Carolina,Duplin County,18,15,3089,3707,55610,16960,30.5
37063,2007,North Carolina,Durham County,32,48,7899,5266,252796,75121,29.72
37065,2007,North Carolina,Edgecombe County,12,8,4659,6988,55911,20388,36.47
37067,2007,North Carolina,Forsyth County,50,69,6772,4907,338638,109986,32.48
37069,2007,North Carolina,Franklin County,10,14,5717,4083,57174,11583,20.26
37071,2007,North Carolina,Gaston County,40,37,5009,5415,200377,63822,31.85
37081,2007,North Carolina,Guilford County,54,100,8675,4684,468466,137065,29.26
37083,2007,North Carolina,Halifax County,20,25,2780,2224,55616,30623,55.06
37091,2007,North Carolina,Hertford County,10,8,2424,3030,24240,7955,32.82
37093,2007,North Carolina,Hoke County,6,8,7082,5312,42496,9991,23.51
37097,2007,North Carolina,Iredell County,24,23,6331,6606,151944,45176,29.73
37101,2007,North Carolina,Johnston County,26,33,5988,4718,155695,47488,30.5
37105,2007,North Carolina,Lee County,12,15,4508,3607,54106,13072,24.16
37107,2007,North Carolina,Lenoir County,19,14,3109,4219,59072,24829,42.03
37109,2007,North Carolina,Lincoln County,12,14,6178,5295,74139,26378,35.58
37111,2007,North Carolina,McDowell County,8,11,5543,4031,44345,13496,30.43
37119,2007,North Carolina,Mecklenburg County,81,185,10644,4660,862177,228222,26.47
37125,2007,North Carolina,Moore County,16,15,5299,5653,84795,32755,38.63
37127,2007,North Carolina,Nash County,19,24,4933,3905,93733,31693,33.81
37129,2007,North Carolina,New Hanover County,29,44,6701,4416,194339,61526,31.66
37131,2007,North Carolina,Northampton County,7,7,3184,3184,22293,1576,7.07
37135,2007,North Carolina,Orange County,11,19,11563,6694,127193,45957,36.13
37145,2007,North Carolina,Person County,8,6,4832,6442,38656,8063,20.86
37147,2007,North Carolina,Pitt County,33,29,4772,5430,157479,57541,36.54
37151,2007,North Carolina,Randolph County,21,22,6612,6311,138855,32181,23.18
37153,2007,North Carolina,Richmond County,12,10,3865,4639,46390,15191,32.75
37155,2007,North Carolina,Robeson County,30,26,4348,5017,130453,53990,41.39
37157,2007,North Carolina,Rockingham County,20,15,4658,6210,93164,32159,34.52
37159,2007,North Carolina,Rowan County,23,23,5896,5896,135626,38877,28.66
37163,2007,North Carolina,Sampson County,15,14,4169,4467,62539,13147,21.02
37165,2007,North Carolina,Scotland County,12,5,3033,7279,36399,11289,31.01
37169,2007,North Carolina,Stokes County,10,8,4707,5884,47079,9629,20.45
37171,2007,North Carolina,Surry County,18,16,4057,4564,73027,26801,36.7
37173,2007,North Carolina,Swain County,7,4,1974,3454,13819,-3193,-23.11
37179,2007,North Carolina,Union County,20,24,9239,7699,184782,58715,31.78
37181,2007,North Carolina,Vance County,12,13,3723,3436,44676,17712,39.65
37183,2007,North Carolina,Wake County,68,176,12082,4668,821607,234150,28.5
37185,2007,North Carolina,Warren County,4,4,5181,5181,20724,2024,9.77
37189,2007,North Carolina,Watauga County,12,8,4063,6095,48765,17429,35.74
37191,2007,North Carolina,Wayne County,24,22,4955,5406,118942,40297,33.88
37193,2007,North Carolina,Wilkes County,10,18,6896,3831,68966,17658,25.6
37195,2007,North Carolina,Wilson County,19,17,4130,4616,78474,24444,31.15
37197,2007,North Carolina,Yadkin County,6,7,6327,5423,37965,8445,22.24
38015,2007,North Dakota,Burleigh County,6,6,12912,12912,77473,32445,41.88
38017,2007,North Dakota,Cass County,10,19,14131,7437,141316,42421,30.02
38059,2007,North Dakota,Morton County,3,6,8770,4385,26310,7469,28.39
38099,2007,North Dakota,Walsh County,5,6,2271,1892,11355,1834,16.15
39003,2007,Ohio,Allen County,22,16,4850,6669,106717,30819,28.88
39005,2007,Ohio,Ashland County,10,13,5354,4118,53544,12582,23.5
39007,2007,Ohio,Ashtabula County,22,21,4643,4864,102156,28875,28.27
39009,2007,Ohio,Athens County,13,13,4930,4930,64102,12112,18.89
39015,2007,Ohio,Brown County,12,8,3707,5561,44490,12991,29.2
39017,2007,Ohio,Butler County,37,59,9761,6121,361192,93012,25.75
39019,2007,Ohio,Carroll County,7,5,4151,5812,29062,6189,21.3
39023,2007,Ohio,Clark County,15,22,9321,6355,139829,33699,24.1
39025,2007,Ohio,Clermont County,22,26,8833,7474,194346,51244,26.37
39027,2007,Ohio,Clinton County,10,8,4257,5322,42576,11762,27.63
39029,2007,Ohio,Columbiana County,18,23,6064,4745,109153,24449,22.4
39033,2007,Ohio,Crawford County,8,6,5579,7439,44634,6335,14.19
39035,2007,Ohio,Cuyahoga County,142,302,9165,4309,1301540,305021,23.44
39037,2007,Ohio,Darke County,7,8,7570,6624,52996,13957,26.34
39043,2007,Ohio,Erie County,12,12,6472,6472,77668,18401,23.69
39049,2007,Ohio,Franklin County,108,251,10436,4490,1127174,252754,22.42
39051,2007,Ohio,Fulton County,7,6,6114,7133,42800,6977,16.3
39053,2007,Ohio,Gallia County,8,7,3872,4425,30977,3110,10.04
39057,2007,Ohio,Greene County,21,22,7574,7229,159055,49864,31.35
39059,2007,Ohio,Guernsey County,10,11,4053,3684,40531,6107,15.07
39061,2007,Ohio,Hamilton County,83,155,9660,5173,801815,199477,24.88
39063,2007,Ohio,Hancock County,9,13,8301,5747,74712,17382,23.27
39071,2007,Ohio,Highland County,8,6,5480,7307,43845,12050,27.48
39073,2007,Ohio,Hocking County,7,8,4202,3677,29418,6309,21.45
39075,2007,Ohio,Holmes County,7,10,5975,4182,41826,7017,16.78
39077,2007,Ohio,Huron County,14,16,4291,3755,60086,16869,28.07
39079,2007,Ohio,Jackson County,7,8,4734,4143,33144,5633,17.0
39081,2007,Ohio,Jefferson County,16,21,4382,3338,70114,19770,28.2
39083,2007,Ohio,Knox County,11,12,5440,4986,59843,13722,22.93
39085,2007,Ohio,Lake County,23,32,9953,7154,228930,67277,29.39
39087,2007,Ohio,Lawrence County,12,10,5229,6274,62748,17022,27.13
39089,2007,Ohio,Licking County,19,25,8546,6495,162375,42429,26.13
39091,2007,Ohio,Logan County,10,15,4615,3076,46154,8566,18.56
39093,2007,Ohio,Lorain County,38,55,7858,5429,298609,93153,31.2
39099,2007,Ohio,Mahoning County,39,60,6242,4057,243453,73594,30.23
39103,2007,Ohio,Medina County,13,23,12982,7338,168775,53674,31.8
39105,2007,Ohio,Meigs County,6,4,3935,5903,23612,3181,13.47
39107,2007,Ohio,Mercer County,5,8,8211,5131,41055,12901,31.42
39113,2007,Ohio,Montgomery County,70,82,7723,6593,540667,141007,26.08
39119,2007,Ohio,Muskingum County,12,14,7161,6138,85939,25776,29.99
39121,2007,Ohio,Noble County,3,5,4871,2922,14614,-1241,-8.49
39127,2007,Ohio,Perry County,5,8,7116,4447,35582,8728,24.53
39133,2007,Ohio,Portage County,16,21,9946,7578,159148,39613,24.89
39137,2007,Ohio,Putnam County,6,8,5792,4344,34752,4531,13.04
39139,2007,Ohio,Richland County,19,23,6683,5521,126995,32121,25.29
39141,2007,Ohio,Ross County,12,18,6451,4301,77419,9203,11.89
39143,2007,Ohio,Sandusky County,10,12,6157,5130,61571,17197,27.93
39145,2007,Ohio,Scioto County,16,13,4923,6059,78775,19880,25.24
39151,2007,Ohio,Stark County,52,71,7247,5308,376877,116010,30.78
39153,2007,Ohio,Summit County,66,84,8246,6479,544275,167668,30.81
39155,2007,Ohio,Trumbull County,41,49,5226,4373,214296,72859,34.0
39157,2007,Ohio,Tuscarawas County,20,16,4625,5781,92511,37280,40.3
39159,2007,Ohio,Union County,6,6,8317,8317,49906,11228,22.5
39161,2007,Ohio,Van Wert County,4,6,7295,4863,29182,5523,18.93
39165,2007,Ohio,Warren County,19,21,10803,9774,205258,53591,26.11
39169,2007,Ohio,Wayne County,15,27,7614,4230,114224,27351,23.95
39171,2007,Ohio,Williams County,7,5,5504,7706,38532,7386,19.17
39173,2007,Ohio,Wood County,19,20,6593,6264,125285,46359,37.0
39175,2007,Ohio,Wyandot County,5,9,4543,2524,22716,2958,13.02
40017,2007,Oklahoma,Canadian County,13,15,8215,7120,106804,20134,18.85
40019,2007,Oklahoma,Carter County,15,9,3105,5175,46582,12456,26.74
40031,2007,Oklahoma,Comanche County,24,9,4980,13281,119534,30633,25.63
40037,2007,Oklahoma,Creek County,11,8,6208,8536,68292,20349,29.8
40051,2007,Oklahoma,Grady County,8,8,6366,6366,50931,8395,16.48
40071,2007,Oklahoma,Kay County,9,12,5162,3871,46461,18517,39.85
40079,2007,Oklahoma,Le Flore County,16,8,3099,6198,49589,8828,17.8
40089,2007,Oklahoma,McCurtain County,6,11,5521,3011,33128,1835,5.54
40109,2007,Oklahoma,Oklahoma County,110,195,6324,3567,695706,175735,25.26
40111,2007,Oklahoma,Okmulgee County,9,7,4394,5650,39552,6175,15.61
40125,2007,Oklahoma,Pottawatomie County,14,7,4907,9814,68698,17327,25.22
40133,2007,Oklahoma,Seminole County,6,5,4171,5006,25030,1247,4.98
40137,2007,Oklahoma,Stephens County,11,8,4017,5524,44196,7717,17.46
40139,2007,Oklahoma,Texas County,4,6,4814,3209,19258,1149,5.97
40143,2007,Oklahoma,Tulsa County,84,88,6929,6614,582094,169261,29.08
41001,2007,Oregon,Baker County,5,9,3227,1793,16139,-460,-2.85
41011,2007,Oregon,Coos County,5,22,12684,2882,63420,22885,36.08
41019,2007,Oregon,Douglas County,5,30,21411,3568,107057,43690,40.81
41029,2007,Oregon,Jackson County,13,33,15319,6034,199152,60448,30.35
41031,2007,Mississippi,Newton County,4,7,5491,3137,21965,3853,17.54
41031,2007,Oregon,Jefferson County,4,7,5465,3123,21861,3801,17.39
41031,2007,West Virginia,Lincoln County,4,7,5488,3136,21953,3847,17.52
41033,2007,Oregon,Josephine County,6,19,13624,4302,81746,27233,33.31
41035,2007,Oregon,Klamath County,5,16,13353,4172,66767,21244,31.82
41039,2007,Oregon,Lane County,17,67,20284,5146,344844,97788,28.36
41041,2007,Oregon,Lincoln County,4,21,11449,2180,45798,20272,44.26
41043,2007,Oregon,Linn County,8,18,14116,6274,112932,29967,26.54
41051,2007,Oregon,Multnomah County,30,122,23259,5719,697799,162657,23.31
41059,2007,Oregon,Umatilla County,6,16,12378,4641,74269,21249,28.61
41065,2007,Georgia,Hart County,3,11,8298,2263,24894,7383,29.66
41065,2007,Oregon,Wasco County,3,11,8150,2222,24451,7087,28.98
41067,2007,Oregon,Washington County,24,75,21201,6784,508842,142638,28.03
42003,2007,Pennsylvania,Allegheny County,143,209,8548,5849,1222482,421833,34.51
42007,2007,Pennsylvania,Beaver County,24,35,7173,4918,172161,55443,32.2
42009,2007,Pennsylvania,Bedford County,8,15,6236,3325,49889,14324,28.71
42013,2007,Pennsylvania,Blair County,28,25,4537,5081,127048,59533,46.86
42015,2007,Pennsylvania,Bradford County,15,16,4156,3896,62343,19853,31.84
42017,2007,Pennsylvania,Bucks County,47,98,13219,6340,621336,229293,36.9
42019,2007,Pennsylvania,Butler County,20,34,9084,5343,181690,57226,31.5
42021,2007,Pennsylvania,Cambria County,34,31,4273,4686,145283,54739,37.68
42025,2007,Pennsylvania,Carbon County,10,13,6433,4949,64339,14974,23.27
42029,2007,Pennsylvania,Chester County,29,75,16764,6482,486156,159142,32.73
42031,2007,Pennsylvania,Clarion County,11,14,3672,2885,40399,12259,30.34
42033,2007,Pennsylvania,Clearfield County,23,16,3589,5159,82558,29205,35.38
42037,2007,Pennsylvania,Columbia County,12,13,5516,5092,66196,24040,36.32
42041,2007,Pennsylvania,Cumberland County,21,41,10891,5578,228718,94748,41.43
42043,2007,Pennsylvania,Dauphin County,32,51,8221,5158,263096,82860,31.49
42045,2007,Pennsylvania,Delaware County,58,103,9567,5387,554916,166403,29.99
42047,2007,Pennsylvania,Elk County,5,8,6566,4104,32833,8432,25.68
42049,2007,Pennsylvania,Erie County,39,46,7142,6055,278573,87157,31.29
42051,2007,Pennsylvania,Fayette County,26,36,5390,3893,140159,49988,35.67
42059,2007,Pennsylvania,Greene County,10,7,3909,5585,39096,14210,36.35
42061,2007,Pennsylvania,Huntingdon County,9,7,5089,6543,45802,12296,26.85
42065,2007,Pennsylvania,Jefferson County,9,11,5037,4121,45335,12915,28.49
42069,2007,Pennsylvania,Lackawanna County,29,42,7362,5083,213513,92977,43.55
42071,2007,Pennsylvania,Lancaster County,41,106,12357,4779,506639,159847,31.55
42073,2007,Pennsylvania,Lawrence County,19,15,4842,6133,92007,37025,40.24
42075,2007,Pennsylvania,Lebanon County,9,31,14464,4199,130182,44453,34.15
42077,2007,Pennsylvania,Lehigh County,27,64,12624,5325,340848,115857,33.99
42079,2007,Pennsylvania,Luzerne County,43,65,7400,4895,318232,111615,35.07
42083,2007,Pennsylvania,McKean County,10,13,4404,3388,44045,13250,30.08
42085,2007,Pennsylvania,Mercer County,22,23,5354,5121,117794,43485,36.92
42087,2007,Pennsylvania,Mifflin County,9,17,5172,2738,46551,18555,39.86
42089,2007,Pennsylvania,Monroe County,18,29,9297,5770,167352,49089,29.33
42091,2007,Pennsylvania,Montgomery County,46,126,17068,6231,785170,227008,28.91
42095,2007,Pennsylvania,Northampton County,21,52,13962,5638,293212,104454,35.62
42101,2007,Pennsylvania,Philadelphia County,200,456,7466,3274,1493309,303581,20.33
42103,2007,Pennsylvania,Pike County,4,8,14156,7078,56627,20655,36.48
42105,2007,Pennsylvania,Potter County,6,9,2943,1962,17659,-405,-2.29
42107,2007,Pennsylvania,Schuylkill County,21,32,7066,4637,148387,41822,28.18
42109,2007,Pennsylvania,Snyder County,8,13,4911,3022,39295,18220,46.37
42115,2007,Pennsylvania,Susquehanna County,11,15,3937,2887,43310,10020,23.14
42117,2007,Pennsylvania,Tioga County,9,10,4596,4137,41371,10413,25.17
42123,2007,Pennsylvania,Warren County,7,10,5994,4196,41963,8486,20.22
42125,2007,Pennsylvania,Washington County,30,34,6875,6066,206259,68767,33.34
42127,2007,Pennsylvania,Wayne County,7,16,7477,3271,52341,21784,41.62
42129,2007,Pennsylvania,Westmoreland County,52,54,7044,6783,366318,116513,31.81
42131,2007,Pennsylvania,Wyoming County,3,10,9429,2828,28287,11814,41.76
42133,2007,Pennsylvania,York County,42,62,10117,6853,424919,132902,31.28
44003,2007,Rhode Island,Kent County,15,23,11167,7283,167515,58496,34.92
44005,2007,Rhode Island,Newport County,7,12,11840,6906,82881,23778,28.69
44007,2007,Rhode Island,Providence County,47,129,13385,4876,629110,161234,25.63
44009,2007,Rhode Island,Washington County,11,31,11535,4093,126895,42160,33.22
45003,2007,South Carolina,Aiken County,32,27,4837,5733,154814,59859,38.67
45007,2007,South Carolina,Anderson County,36,34,5042,5339,181543,72880,40.14
45009,2007,South Carolina,Bamberg County,8,5,2028,3245,16226,181,1.12
45013,2007,South Carolina,Beaufort County,12,37,12617,4092,151411,53155,35.11
45015,2007,South Carolina,Berkeley County,25,17,6596,9700,164913,46932,28.46
45019,2007,South Carolina,Charleston County,52,88,6483,3831,337147,136238,40.41
45025,2007,South Carolina,Chesterfield County,11,14,4155,3264,45708,13792,30.17
45027,2007,South Carolina,Clarendon County,11,8,3113,4281,34250,13775,40.22
45031,2007,South Carolina,Darlington County,14,19,4892,3604,68489,21596,31.53
45033,2007,South Carolina,Dillon County,11,9,2857,3492,31433,9312,29.62
45035,2007,South Carolina,Dorchester County,17,16,7430,7895,126324,46829,37.07
45041,2007,South Carolina,Florence County,32,37,4179,3615,133757,49750,37.19
45045,2007,South Carolina,Greenville County,70,86,6113,4976,427970,170652,39.87
45047,2007,South Carolina,Greenwood County,16,15,4262,4546,68198,28932,42.42
45049,2007,South Carolina,Hampton County,8,7,2661,3042,21295,3694,17.35
45051,2007,South Carolina,Horry County,59,56,4279,4508,252464,100743,39.9
45057,2007,South Carolina,Lancaster County,7,14,9929,4964,69504,22446,32.29
45063,2007,South Carolina,Lexington County,48,42,5134,5868,246461,98399,39.92
45067,2007,South Carolina,Marion County,9,11,3760,3076,33842,6458,19.08
45069,2007,South Carolina,Marlboro County,8,8,3652,3652,29221,7806,26.71
45073,2007,South Carolina,Oconee County,16,13,4525,5569,72407,20776,28.69
45075,2007,South Carolina,Orangeburg County,34,23,2724,4027,92626,50615,54.64
45077,2007,South Carolina,Pickens County,18,17,6489,6871,116815,43023,36.83
45079,2007,South Carolina,Richland County,56,53,6537,6907,366111,135421,36.99
45085,2007,South Carolina,Sumter County,24,16,4417,6625,106014,48884,46.11
45089,2007,South Carolina,Williamsburg County,10,8,3544,4430,35444,9256,26.11
45091,2007,South Carolina,York County,36,40,5795,5216,208640,64486,30.91
46013,2007,South Dakota,Brown County,5,6,7164,5970,35821,10492,29.29
46023,2007,South Dakota,Charles Mix County,4,4,2258,2258,9034,-4290,-47.49
46029,2007,South Dakota,Codington County,3,4,9012,6759,27036,14094,52.13
46099,2007,South Dakota,Minnehaha County,18,23,9087,7112,163577,60918,37.24
46103,2007,South Dakota,Pennington County,8,16,11986,5993,95895,23334,24.33
46109,2007,South Dakota,Roberts County,3,7,3328,1426,9986,-5713,-57.21
46121,2007,South Dakota,Todd County,3,4,3210,2407,9631,-3957,-41.09
47001,2007,Tennessee,Anderson County,12,16,6131,4598,73580,23752,32.28
47003,2007,Minnesota,Itasca County,6,12,7468,3734,44809,11531,25.73
47003,2007,Tennessee,Bedford County,6,12,7279,3639,43678,11153,25.53
47009,2007,Tennessee,Blount County,12,16,9995,7496,119950,33445,27.88
47011,2007,Tennessee,Bradley County,13,15,7410,6422,96336,17192,17.85
47013,2007,Tennessee,Campbell County,8,10,5060,4048,40480,10229,25.27
47023,2007,Tennessee,Chester County,5,5,3324,3324,16622,-965,-5.81
47029,2007,Tennessee,Cocke County,10,7,3527,5038,35272,6396,18.13
47031,2007,Tennessee,Coffee County,12,15,4335,3468,52022,8502,16.34
47037,2007,Tennessee,Davidson County,76,125,7960,4840,605031,181399,29.98
47041,2007,Tennessee,DeKalb County,4,7,4603,2630,18414,-2402,-13.04
47045,2007,Tennessee,Dyer County,9,9,4230,4230,38077,4794,12.59
47049,2007,Tennessee,Fentress County,5,6,3519,2933,17599,2296,13.05
47051,2007,Tennessee,Franklin County,10,11,4115,3741,41151,12342,29.99
47059,2007,Tennessee,Greene County,12,11,5653,6167,67840,24752,36.49
47065,2007,Tennessee,Hamilton County,52,68,6245,4776,324784,82440,25.38
47077,2007,Tennessee,Henderson County,6,5,4561,5474,27370,2432,8.89
47081,2007,Tennessee,Hickman County,4,6,6122,4081,24490,3324,13.57
47091,2007,Tennessee,Johnson County,6,5,3035,3642,18212,229,1.26
47093,2007,Tennessee,Knox County,43,74,9746,5663,419096,136128,32.48
47097,2007,Tennessee,Lauderdale County,5,8,5540,3462,27703,2408,8.69
47103,2007,Tennessee,Lincoln County,4,8,8140,4070,32563,7642,23.47
47115,2007,Tennessee,Marion County,8,5,3509,5614,28074,2204,7.85
47119,2007,Tennessee,Maury County,17,16,4579,4866,77857,24384,31.32
47123,2007,Tennessee,Monroe County,11,7,3975,6247,43735,10903,24.93
47129,2007,Tennessee,Morgan County,4,5,5400,4320,21601,524,2.43
47133,2007,Tennessee,Overton County,6,7,3613,3097,21683,1454,6.71
47143,2007,Tennessee,Rhea County,7,6,4395,5128,30769,4742,15.41
47145,2007,Tennessee,Roane County,11,8,4920,6766,54129,14983,27.68
47149,2007,Tennessee,Rutherford County,25,28,9758,8712,243953,64290,26.35
47155,2007,Tennessee,Sevier County,12,21,7190,4108,86284,29674,34.39
47157,2007,Tennessee,Shelby County,111,186,8298,4952,921119,217116,23.57
47177,2007,Tennessee,Warren County,9,13,4373,3028,39365,3451,8.77
47179,2007,Tennessee,Washington County,15,20,7855,5891,117833,36170,30.7
48001,2007,Texas,Anderson County,11,7,5260,8267,57870,11046,19.09
48037,2007,Texas,Bowie County,23,15,3932,6030,90456,23969,26.5
48039,2007,Texas,Brazoria County,34,29,8626,10113,293296,73183,24.95
48041,2007,Texas,Brazos County,15,21,11964,8546,179472,47679,26.57
48043,2007,Texas,Brewster County,6,6,1473,1473,8843,-4245,-48.0
48049,2007,Texas,Brown County,11,7,3474,5460,38221,5431,14.21
48061,2007,Texas,Cameron County,65,47,5943,8219,386306,120139,31.1
48085,2007,Texas,Collin County,46,77,15528,9277,714330,178424,24.98
48091,2007,Texas,Comal County,12,7,8295,14220,99540,35322,35.49
48097,2007,Texas,Cooke County,8,6,4781,6375,38252,10472,27.38
48113,2007,Texas,Dallas County,257,392,8917,5846,2291891,584205,25.49
48121,2007,Texas,Denton County,42,52,14500,11711,609001,141224,23.19
48135,2007,Texas,Ector County,19,15,6866,8697,130459,34617,26.53
48141,2007,Texas,El Paso County,130,116,5812,6513,755578,217861,28.83
48147,2007,Texas,Fannin County,6,4,5607,8411,33644,5574,16.57
48157,2007,Texas,Fort Bend County,31,66,16663,7826,516564,101179,19.59
48167,2007,Texas,Galveston County,25,48,11350,5911,283770,75223,26.51
48171,2007,Texas,Gillespie County,6,4,3964,5946,23787,3386,14.23
48177,2007,Texas,Gonzales County,4,4,4878,4878,19512,866,4.44
48183,2007,Texas,Gregg County,34,19,3478,6224,118260,45139,38.17
48199,2007,Texas,Hardin County,7,11,7492,4767,52446,9139,17.43
48201,2007,Texas,Harris County,363,737,10642,5241,3863344,818921,21.2
48203,2007,Texas,Harrison County,15,12,4244,5305,63661,14467,22.73
48213,2007,Texas,Henderson County,18,13,4343,6013,78178,21028,26.9
48215,2007,Texas,Hidalgo County,105,79,6812,9053,715264,213055,29.79
48221,2007,Texas,Hood County,7,12,6981,4072,48870,11558,23.65
48225,2007,Texas,Houston County,5,3,4728,7880,23641,2200,9.31
48245,2007,Texas,Jefferson County,38,47,6516,5268,247629,75232,30.38
48249,2007,Texas,Jim Wells County,9,10,4517,4065,40654,11281,27.75
48251,2007,Texas,Johnson County,22,15,6596,9674,145123,33885,23.35
48257,2007,Texas,Kaufman County,16,11,5980,8699,95694,22237,23.24
48277,2007,Texas,Lamar County,12,6,4115,8231,49387,10060,20.37
48279,2007,Texas,Lamb County,7,6,2038,2378,14270,-2546,-17.84
48285,2007,Texas,Lavaca County,5,6,3847,3206,19238,1173,6.1
48289,2007,Texas,Leon County,6,7,2731,2341,16390,-1159,-7.07
48291,2007,Texas,Liberty County,11,17,6774,4383,74515,14803,19.87
48323,2007,Texas,Maverick County,16,11,3210,4669,51367,26342,51.28
48329,2007,Texas,Midland County,14,10,9211,12895,128954,31770,24.64
48339,2007,Texas,Montgomery County,40,45,10285,9142,411416,106051,25.78
48341,2007,Texas,Moore County,3,4,6823,5117,20469,-532,-2.6
48347,2007,Texas,Nacogdoches County,7,14,8896,4448,62274,17806,28.59
48349,2007,Texas,Navarro County,12,7,3939,6753,47272,13683,28.95
48363,2007,Texas,Palo Pinto County,5,8,5535,3459,27679,2353,8.5
48367,2007,Texas,Parker County,11,10,9946,10940,109408,27660,25.28
48375,2007,Texas,Potter County,22,15,5433,7969,119537,38609,32.3
48397,2007,Texas,Rockwall County,3,7,23617,10121,70851,45635,64.41
48401,2007,Texas,Rusk County,12,8,4273,6409,51278,10646,20.76
48419,2007,Texas,Shelby County,8,6,3179,4238,25433,5192,20.41
48439,2007,Texas,Tarrant County,176,212,9699,8052,1707157,424252,24.85
48449,2007,Texas,Titus County,6,5,5038,6046,30231,5231,17.3
48451,2007,Texas,Tom Green County,16,14,6667,7620,106680,28177,26.41
48477,2007,Texas,Washington County,4,6,8108,5405,32434,10986,33.87
48479,2007,Texas,Webb County,22,43,10663,5455,234594,71449,30.46
48481,2007,Texas,Wharton County,7,8,5835,5105,40845,14459,35.4
48485,2007,Texas,Wichita County,25,15,5222,8704,130564,53181,40.73
48497,2007,Texas,Wise County,10,6,5724,9541,57247,12617,22.04
49003,2007,Utah,Box Elder County,6,4,7865,11798,47193,18214,38.59
49005,2007,Utah,Cache County,7,14,14803,7401,103624,39661,38.27
49011,2007,Utah,Davis County,17,25,16955,11529,288236,79508,27.58
49013,2007,Utah,Duchesne County,3,4,5550,4162,16651,3369,20.23
49027,2007,Utah,Millard County,6,5,1992,2390,11954,-4230,-35.39
49035,2007,Utah,Salt Lake County,55,146,17885,6737,983719,226281,23.0
49041,2007,Utah,Sevier County,4,5,5059,4047,20236,1516,7.49
49049,2007,Utah,Utah County,26,43,18060,10920,469574,107470,22.89
49053,2007,Utah,Washington County,9,14,14697,9448,132277,43104,32.59
49057,2007,Utah,Weber County,20,30,10878,7252,217567,39091,17.97
50001,2007,Vermont,Addison County,4,17,9221,2169,36886,20379,55.25
50005,2007,Vermont,Caledonia County,11,15,2839,2082,31238,7860,25.16
50011,2007,Vermont,Franklin County,6,17,7909,2791,47455,13832,29.15
50015,2007,Vermont,Lamoille County,7,11,3396,2161,23778,-733,-3.08
50017,2007,Vermont,Orange County,10,8,2911,3639,29119,2497,8.58
50019,2007,Vermont,Orleans County,7,14,3904,1952,27332,2659,9.73
50021,2007,Vermont,Rutland County,16,24,3913,2609,62618,20560,32.83
50023,2007,Vermont,Washington County,12,25,4939,2371,59275,16502,27.84
50025,2007,Vermont,Windham County,7,18,6349,2469,44444,14659,32.98
50027,2007,Vermont,Windsor County,7,28,8151,2037,57061,11267,19.75
51001,2007,Virginia,Accomack County,13,9,2657,3839,34553,10647,30.81
51011,2007,Virginia,Appomattox County,6,6,2404,2404,14425,-871,-6.04
51013,2007,Virginia,Arlington County,6,44,31793,4335,190759,72298,37.9
51015,2007,Virginia,Augusta County,9,14,8115,5217,73041,15216,20.83
51027,2007,Virginia,Buchanan County,5,6,4934,4111,24670,1979,8.02
51031,2007,Virginia,Campbell County,14,10,3840,5376,53769,18202,33.85
51041,2007,Virginia,Chesterfield County,29,43,10504,7084,304636,93561,30.71
51047,2007,Virginia,Culpeper County,4,9,11381,5058,45527,15849,34.81
51051,2007,Virginia,Dickenson County,6,5,2661,3194,15971,-912,-5.71
51059,2007,Virginia,Fairfax County,44,182,23357,5646,1027727,184403,17.94
51061,2007,Virginia,Fauquier County,4,11,16030,5829,64122,28783,44.89
51077,2007,Virginia,Grayson County,4,4,4016,4016,16066,-2163,-13.46
51083,2007,Virginia,Halifax County,8,8,4542,4542,36338,9298,25.59
51085,2007,Virginia,Hanover County,9,17,10981,5813,98830,36053,36.48
51087,2007,Virginia,Henrico County,28,71,10586,4174,296408,98880,33.36
51089,2007,Virginia,Henry County,12,13,4607,4252,55284,9712,17.57
51095,2007,Virginia,James City County,4,6,15751,10501,63007,29329,46.55
51107,2007,Virginia,Loudoun County,12,48,23308,5827,279704,96818,34.61
51121,2007,Virginia,Montgomery County,7,14,13078,6539,91548,34609,37.8
51133,2007,Virginia,Northumberland County,4,4,3116,3116,12466,-4563,-36.6
51147,2007,Virginia,Prince Edward County,5,4,4458,5573,22293,4642,20.82
51153,2007,Virginia,Prince William County,22,64,16728,5750,368016,81509,22.15
51155,2007,Virginia,Pulaski County,7,7,5008,5008,35058,9382,26.76
51163,2007,Virginia,Rockbridge County,5,5,4445,4445,22228,1463,6.58
51165,2007,Virginia,Rockingham County,7,15,10610,4951,74274,16326,21.98
51167,2007,Virginia,Russell County,5,5,5777,5777,28889,3080,10.66
51169,2007,Virginia,Scott County,8,5,2912,4660,23302,4889,20.98
