SEQN,Grocery,Nonfood,Other,EatOut,Delivery
88656,700,200,150,40,5.40E-79
88657,999999,999999,999999,999999,999999
88658,180,5.40E-79,15,25,5.40E-79
88659,450,999999,300,5.40E-79,257
88660,400,5.40E-79,200,200,100
88661,500,5.40E-79,40,120,30
88662,600,5.40E-79,200,80,5.40E-79
88663,230,5.40E-79,5.40E-79,25,5.40E-79
88664,600,5.40E-79,200,200,5.40E-79
88665,120,5.40E-79,5.40E-79,85,5.40E-79
88666,600,50,150,120,5.40E-79
88667,600,5.40E-79,200,170,80
88668,500,5.40E-79,5.40E-79,100,50
88669,200,20,20,20,5.40E-79
88670,300,5.40E-79,5.40E-79,40,5.40E-79
88671,500,214,20,50,20
88672,482,5.40E-79,150,85,5.40E-79
88673,300,5.40E-79,150,50,5.40E-79
88674,400,20,150,25,5.40E-79
88675,500,50,5.40E-79,200,75
88676,200,5.40E-79,250,235,50
88677,900,100,250,400,110
88678,200,5.40E-79,300,200,150
88679,642,5.40E-79,150,200,5.40E-79
88680,214,5.40E-79,428,128,5.40E-79
88681,200,30,150,240,80
88682,857,5.40E-79,5.40E-79,214,214
88683,500,5.40E-79,50,50,5.40E-79
88684,800,5.40E-79,342,400,214
88685,300,5.40E-79,1200,75,20
88686,600,5.40E-79,50,50,5.40E-79
88687,300,100,5.40E-79,5.40E-79,1
88688,600,5.40E-79,200,30,5.40E-79
88689,999999,999999,999999,999999,999999
88690,857,5.40E-79,257,128,5.40E-79
88691,500,100,200,400,5.40E-79
88692,200,100,400,200,5.40E-79
88693,214,5.40E-79,128,85,5.40E-79
88694,800,100,50,80,40
88695,300,5.40E-79,100,60,5.40E-79
88696,1000,5.40E-79,5.40E-79,600,5.40E-79
88697,350,5.40E-79,100,75,25
88698,250,30,250,85,5.40E-79
88699,857,128,514,45,5.40E-79
88700,5.40E-79,5.40E-79,240,50,5.40E-79
88701,500,50,400,70,5.40E-79
88702,350,5.40E-79,75,150,5.40E-79
88703,400,5.40E-79,100,5.40E-79,50
88704,200,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88705,500,75,20,300,5.40E-79
88706,777777,777777,777777,777777,777777
88707,1071,5.40E-79,5.40E-79,171,5.40E-79
88708,700,5.40E-79,100,100,5.40E-79
88709,400,5.40E-79,128,100,5.40E-79
88710,1000,5.40E-79,214,5.40E-79,5.40E-79
88711,600,5.40E-79,200,5.40E-79,5.40E-79
88712,428,5.40E-79,214,50,5.40E-79
88713,350,100,200,250,75
88714,750,128,214,5,35
88715,5.40E-79,5.40E-79,300,300,5.40E-79
88716,514,5.40E-79,214,999999,5.40E-79
88717,400,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88718,,,,,
88719,999999,999999,5.40E-79,999999,999999
88720,600,200,100,999999,777777
88721,642,100,428,100,50
88722,300,40,200,100,5.40E-79
88723,300,5.40E-79,50,50,60
88724,300,5.40E-79,5.40E-79,175,5.40E-79
88725,200,5.40E-79,100,50,5.40E-79
88726,2000,500,5.40E-79,400,5.40E-79
88727,1000,100,100,300,100
88728,999999,999999,428,999999,999999
88729,110,5.40E-79,35,20,5.40E-79
88730,200,40,642,1714,4
88731,100,5.40E-79,20,24,5.40E-79
88732,1500,200,300,500,100
88733,1285,5.40E-79,300,50,100
88734,1071,257,50,150,70
88735,550,5.40E-79,5.40E-79,200,5.40E-79
88736,1071,107,214,642,5.40E-79
88737,857,107,5.40E-79,50,5.40E-79
88738,300,70,180,857,5.40E-79
88739,300,5.40E-79,1000,250,5.40E-79
88740,300,42,21,171,5.40E-79
88741,428,5.40E-79,642,642,5.40E-79
88742,200,45,60,60,5.40E-79
88743,300,5.40E-79,300,150,50
88744,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88745,445,5.40E-79,5.40E-79,60,40
88746,900,120,50,30,5.40E-79
88747,300,5.40E-79,5.40E-79,50,5.40E-79
88748,350,5.40E-79,200,200,5.40E-79
88749,500,5.40E-79,100,100,200
88750,450,5.40E-79,5.40E-79,150,5.40E-79
88751,777777,777777,777777,777777,777777
88752,1714,5.40E-79,428,257,200
88753,1071,5.40E-79,342,800,30
88754,700,5.40E-79,5.40E-79,128,5.40E-79
88755,500,5.40E-79,80,150,150
88756,500,5.40E-79,5.40E-79,30,5.40E-79
88757,400,5.40E-79,200,999999,20
88758,200,5.40E-79,75,5.40E-79,20
88759,428,64,30,35,5.40E-79
88760,300,5.40E-79,5.40E-79,999999,5.40E-79
88761,428,42,200,200,100
88762,600,5.40E-79,5.40E-79,200,5.40E-79
88763,500,5.40E-79,5.40E-79,300,5.40E-79
88764,500,5.40E-79,100,40,5.40E-79
88765,,,,,
88766,400,50,5.40E-79,300,5.40E-79
88767,220,30,20,60,5.40E-79
88768,350,75,100,200,40
88769,999999,999999,5.40E-79,428,5.40E-79
88770,600,100,250,428,50
88771,1200,5.40E-79,5.40E-79,800,200
88772,1714,5.40E-79,5.40E-79,250,5.40E-79
88773,600,100,100,150,100
88774,250,5.40E-79,5.40E-79,75,5.40E-79
88775,200,5.40E-79,5,5.40E-79,5.40E-79
88776,600,5.40E-79,5.40E-79,100,5.40E-79
88777,200,5.40E-79,50,50,5.40E-79
88778,700,5.40E-79,400,100,50
88779,250,5.40E-79,85,100,5.40E-79
88780,500,150,5.40E-79,28,5.40E-79
88781,160,5.40E-79,5.40E-79,34,5.40E-79
88782,300,5.40E-79,120,300,50
88783,150,20,100,5.40E-79,50
88784,400,5.40E-79,100,200,50
88785,500,100,5.40E-79,50,30
88786,170,5.40E-79,60,5.40E-79,5.40E-79
88787,428,42,75,5.40E-79,5.40E-79
88788,400,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88789,500,5.40E-79,5.40E-79,20,5.40E-79
88790,214,214,30,214,25
88791,800,200,100,1000,5.40E-79
88792,600,5.40E-79,5.40E-79,200,5.40E-79
88793,,,,,
88794,200,5.40E-79,50,150,100
88795,500,5.40E-79,214,100,5.40E-79
88796,350,5.40E-79,5.40E-79,250,5.40E-79
88797,428,107,171,50,5.40E-79
88798,200,5.40E-79,200,5.40E-79,20
88799,300,30,300,60,30
88800,,,,,
88801,800,80,200,707,5.40E-79
88802,300,200,200,200,90
88803,800,200,5.40E-79,50,30
88804,800,250,50,80,20
88805,500,60,100,200,5.40E-79
88806,240,128,5.40E-79,6,5.40E-79
88807,200,5.40E-79,5.40E-79,40,5.40E-79
88808,400,60,40,42,10
88809,257,50,50,100,50
88810,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88811,,,,,
88812,200,5.40E-79,20,150,75
88813,600,50,15,200,5.40E-79
88814,450,50,5.40E-79,50,5.40E-79
88815,600,5.40E-79,200,400,60
88816,200,5.40E-79,200,60,5.40E-79
88817,300,5.40E-79,5.40E-79,20,20
88818,300,60,5.40E-79,100,5.40E-79
88819,300,5.40E-79,100,200,40
88820,5.40E-79,5.40E-79,5.40E-79,514,128
88821,800,300,5.40E-79,200,5.40E-79
88822,514,5.40E-79,5.40E-79,999999,999999
88823,500,100,100,50,50
88824,300,160,50,100,50
88825,500,5.40E-79,300,5.40E-79,5.40E-79
88826,400,5.40E-79,200,150,200
88827,364,5.40E-79,300,200,5.40E-79
88828,642,5.40E-79,100,100,100
88829,100,5.40E-79,40,50,5.40E-79
88830,550,999999,5.40E-79,999999,5.40E-79
88831,700,5.40E-79,100,100,5.40E-79
88832,1071,128,200,557,5.40E-79
88833,857,5.40E-79,214,50,5.40E-79
88834,400,5.40E-79,5.40E-79,100,5.40E-79
88835,1000,200,25,300,100
88836,428,85,5.40E-79,50,5.40E-79
88837,700,100,50,40,5.40E-79
88838,350,5.40E-79,90,200,5.40E-79
88839,1200,5.40E-79,5.40E-79,200,5.40E-79
88840,428,128,5.40E-79,514,128
88841,857,5.40E-79,642,300,5.40E-79
88842,150,5.40E-79,150,200,5.40E-79
88843,642,5.40E-79,128,214,50
88844,300,5.40E-79,300,5.40E-79,5.40E-79
88845,380,120,60,160,50
88846,,,,,
88847,250,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88848,1000,200,150,100,50
88849,500,100,100,200,5.40E-79
88850,500,5.40E-79,200,150,5.40E-79
88851,189,5.40E-79,80,5.40E-79,5.40E-79
88852,530,5.40E-79,257,128,128
88853,857,5.40E-79,514,5.40E-79,5.40E-79
88854,250,5.40E-79,100,150,5.40E-79
88855,857,5.40E-79,728,600,50
88856,428,5.40E-79,214,5.40E-79,5.40E-79
88857,300,5.40E-79,150,642,50
88858,300,5.40E-79,5.40E-79,100,75
88859,300,100,100,5.40E-79,5.40E-79
88860,600,5.40E-79,5.40E-79,100,5.40E-79
88861,175,5.40E-79,5.40E-79,100,5.40E-79
88862,300,100,5.40E-79,60,5.40E-79
88863,300,5.40E-79,5.40E-79,40,5.40E-79
88864,642,5.40E-79,192,50,5.40E-79
88865,800,100,5.40E-79,200,100
88866,999999,999999,999999,999999,999999
88867,550,100,200,300,50
88868,300,5.40E-79,160,50,30
88869,400,5.40E-79,5.40E-79,75,85
88870,450,5.40E-79,5.40E-79,30,30
88871,1000,5.40E-79,300,500,5.40E-79
88872,560,60,200,200,200
88873,1000,5.40E-79,5.40E-79,400,5.40E-79
88874,,,,,
88875,300,100,5.40E-79,70,5.40E-79
88876,400,5.40E-79,100,100,5.40E-79
88877,400,100,120,5.40E-79,65
88878,550,999999,5.40E-79,999999,5.40E-79
88879,150,5.40E-79,75,40,5.40E-79
88880,1071,5.40E-79,857,100,5.40E-79
88881,300,40,5.40E-79,999999,999999
88882,400,5.40E-79,200,400,100
88883,600,150,80,250,30
88884,700,5.40E-79,200,500,5.40E-79
88885,,,,,
88886,600,5.40E-79,5.40E-79,300,5.40E-79
88887,428,5.40E-79,5.40E-79,100,5.40E-79
88888,200,50,100,5.40E-79,5.40E-79
88889,500,5.40E-79,100,128,40
88890,5.40E-79,5.40E-79,430,30,25
88891,400,107,150,100,30
88892,200,5.40E-79,70,100,40
88893,190,5.40E-79,150,150,20
88894,,,,,
88895,857,80,428,214,75
88896,70,5.40E-79,70,300,5.40E-79
88897,500,5.40E-79,25,300,100
88898,500,214,20,50,20
88899,857,5.40E-79,200,85,342
88900,300,5.40E-79,100,100,5.40E-79
88901,400,100,100,50,5.40E-79
88902,200,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88903,300,50,5.40E-79,360,5.40E-79
88904,642,85,20,85,5.40E-79
88905,1000,107,214,100,100
88906,642,107,5.40E-79,321,30
88907,300,5.40E-79,214,857,5.40E-79
88908,1000,5.40E-79,25,214,40
88909,500,75,100,450,5.40E-79
88910,300,60,75,64,5.40E-79
88911,850,100,200,100,30
88912,857,214,214,218,107
88913,550,5.40E-79,642,342,214
88914,385,5.40E-79,30,128,42
88915,999999,999999,999999,999999,999999
88916,145,5.40E-79,10,32,20
88917,320,5.40E-79,5.40E-79,30,5.40E-79
88918,300,5.40E-79,5.40E-79,100,75
88919,500,150,5.40E-79,60,5.40E-79
88920,200,40,642,1714,4
88921,250,50,30,15,5.40E-79
88922,400,75,50,150,5.40E-79
88923,400,5.40E-79,300,150,5.40E-79
88924,257,5.40E-79,428,171,5.40E-79
88925,300,100,5.40E-79,200,50
88926,428,5.40E-79,107,100,5.40E-79
88927,100,5.40E-79,100,5.40E-79,5.40E-79
88928,1000,100,5.40E-79,30,25
88929,200,5.40E-79,500,200,5.40E-79
88930,1285,5.40E-79,100,120,5.40E-79
88931,642,5.40E-79,100,128,5.40E-79
88932,450,5.40E-79,20,25,5.40E-79
88933,450,40,100,50,30
88934,200,20,20,75,5.40E-79
88935,400,50,30,150,5.40E-79
88936,400,5.40E-79,5.40E-79,40,40
88937,700,5.40E-79,600,642,150
88938,642,85,5.40E-79,428,128
88939,300,20,5.40E-79,60,60
88940,642,5.40E-79,100,300,100
88941,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88942,200,10,20,40,5.40E-79
88943,2142,214,5.40E-79,300,5.40E-79
88944,400,5.40E-79,100,5.40E-79,50
88945,857,214,128,300,100
88946,1200,200,100,120,5.40E-79
88947,80,30,40,214,128
88948,375,5.40E-79,70,50,5.40E-79
88949,350,5.40E-79,250,150,50
88950,500,5.40E-79,5.40E-79,300,5.40E-79
88951,600,100,200,200,5.40E-79
88952,600,5.40E-79,100,150,5.40E-79
88953,300,40,20,100,60
88954,428,5.40E-79,321,428,5.40E-79
88955,357,5.40E-79,100,214,214
88956,150,5.40E-79,50,5.40E-79,5
88957,400,5.40E-79,100,100,5.40E-79
88958,700,5.40E-79,5.40E-79,150,5.40E-79
88959,400,5.40E-79,214,5.40E-79,278
88960,150,5.40E-79,5.40E-79,51,5.40E-79
88961,170,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88962,350,50,50,60,5.40E-79
88963,857,50,5.40E-79,100,5.40E-79
88964,600,5.40E-79,50,60,5.40E-79
88965,500,200,642,100,50
88966,800,200,800,250,50
88967,200,5.40E-79,400,300,300
88968,850,200,20,50,30
88969,200,5.40E-79,600,100,5.40E-79
88970,250,40,150,60,20
88971,999999,999999,257,999999,5.40E-79
88972,1200,200,150,700,5.40E-79
88973,400,5.40E-79,30,200,5.40E-79
88974,100,5.40E-79,600,300,50
88975,180,5.40E-79,5.40E-79,100,5.40E-79
88976,712,5.40E-79,5.40E-79,5.40E-79,5.40E-79
88977,50,5.40E-79,450,20,5.40E-79
88978,400,5.40E-79,100,30,5.40E-79
88979,1071,214,428,342,85
88980,200,40,5.40E-79,100,5.40E-79
88981,,,,,
88982,300,30,5.40E-79,100,5.40E-79
88983,250,50,5.40E-79,120,30
88984,307,5.40E-79,160,192,5.40E-79
88985,500,5.40E-79,5.40E-79,300,5.40E-79
88986,999999,999999,20,999999,25
88987,150,5.40E-79,5.40E-79,80,20
88988,80,5.40E-79,700,100,5.40E-79
88989,400,5.40E-79,5.40E-79,214,5.40E-79
88990,214,5.40E-79,85,85,42
88991,200,30,25,150,20
88992,300,50,150,50,50
88993,700,150,5.40E-79,100,100
88994,800,25,25,100,5.40E-79
88995,250,50,30,120,20
88996,600,75,5.40E-79,500,5.40E-79
88997,700,50,5.40E-79,350,35
88998,999999,999999,999999,999999,999999
88999,300,5.40E-79,214,857,5.40E-79
89000,350,100,5.40E-79,100,5.40E-79
89001,300,5.40E-79,5.40E-79,50,5.40E-79
89002,800,5.40E-79,400,400,100
89003,600,200,30,300,30
89004,857,128,5.40E-79,5.40E-79,5.40E-79
89005,400,5.40E-79,5.40E-79,250,5.40E-79
89006,6428,5.40E-79,300,5.40E-79,5.40E-79
89007,120,5.40E-79,170,50,5.40E-79
89008,500,100,75,300,5.40E-79
89009,5.40E-79,5.40E-79,350,50,5.40E-79
89010,350,150,80,60,80
89011,500,5.40E-79,5.40E-79,100,5.40E-79
89012,400,5.40E-79,60,25,9
89013,857,107,5.40E-79,85,5.40E-79
89014,514,5.40E-79,5.40E-79,428,5.40E-79
89015,400,60,50,300,5.40E-79
89016,140,55,192,60,20
89017,600,5.40E-79,50,60,5.40E-79
89018,350,50,5,100,50
89019,440,5.40E-79,150,321,5.40E-79
89020,800,100,600,150,5.40E-79
89021,300,5.40E-79,7,5.40E-79,5.40E-79
89022,700,5.40E-79,5.40E-79,100,5.40E-79
89023,857,5.40E-79,5.40E-79,100,5.40E-79
89024,999999,999999,5.40E-79,999999,999999
89025,342,128,171,21,5.40E-79
89026,857,5.40E-79,5.40E-79,428,85
89027,525,30,60,471,260
89028,600,5.40E-79,5.40E-79,50,5.40E-79
89029,700,5.40E-79,5.40E-79,128,5.40E-79
89030,1071,5.40E-79,5.40E-79,642,5.40E-79
89031,700,5.40E-79,200,300,5.40E-79
89032,500,5.40E-79,5.40E-79,200,5.40E-79
89033,,,,,
89034,428,25,64,30,5.40E-79
89035,150,5.40E-79,51,5.40E-79,5.40E-79
89036,385,5.40E-79,64,107,5.40E-79
89037,600,20,200,60,30
89038,600,150,60,500,70
89039,214,5.40E-79,214,10,5.40E-79
89040,,,,,
89041,600,5.40E-79,150,200,100
89042,400,200,5.40E-79,70,20
89043,300,5.40E-79,250,120,5.40E-79
89044,342,50,192,257,5.40E-79
89045,600,5.40E-79,600,200,60
89046,3000,5.40E-79,5.40E-79,200,30
89047,50,5.40E-79,1560,50,150
89048,400,5.40E-79,128,257,5.40E-79
89049,600,5.40E-79,5.40E-79,150,5.40E-79
89050,642,25,30,75,5.40E-79
89051,500,5.40E-79,500,150,5.40E-79
89052,600,128,5.40E-79,5.40E-79,5.40E-79
89053,300,5.40E-79,10,300,50
89054,500,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89055,,,,,
89056,790,5.40E-79,100,40,5.40E-79
89057,460,5.40E-79,5.40E-79,428,100
89058,400,5.40E-79,40,5.40E-79,5.40E-79
89059,400,30,100,150,5.40E-79
89060,857,5.40E-79,5.40E-79,80,30
89061,857,5.40E-79,5.40E-79,857,214
89062,500,50,100,900,75
89063,150,5.40E-79,5.40E-79,300,25
89064,200,40,5.40E-79,5.40E-79,5.40E-79
89065,264,5.40E-79,60,60,40
89066,428,5.40E-79,100,80,5.40E-79
89067,900,240,30,520,5.40E-79
89068,200,50,5.40E-79,5.40E-79,5.40E-79
89069,428,85,642,150,5.40E-79
89070,428,42,85,85,5.40E-79
89071,150,5.40E-79,150,30,20
89072,500,5.40E-79,200,100,5.40E-79
89073,100,5.40E-79,40,30,5.40E-79
89074,857,5.40E-79,857,200,200
89075,5.40E-79,5.40E-79,342,20,20
89076,500,44,30,200,35
89077,250,5.40E-79,100,50,5.40E-79
89078,642,5.40E-79,5.40E-79,167,5.40E-79
89079,300,60,5.40E-79,107,5.40E-79
89080,,,,,
89081,50,5.40E-79,25,10,5.40E-79
89082,500,5.40E-79,5.40E-79,300,5.40E-79
89083,550,150,150,857,5.40E-79
89084,280,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89085,557,85,214,50,5.40E-79
89086,428,5.40E-79,214,214,5.40E-79
89087,400,5.40E-79,100,120,5.40E-79
89088,800,5.40E-79,5.40E-79,300,5.40E-79
89089,1000,300,5.40E-79,350,100
89090,535,5.40E-79,107,25,5.40E-79
89091,200,100,5.40E-79,5.40E-79,5.40E-79
89092,,,,,
89093,300,5.40E-79,100,5.40E-79,20
89094,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89095,642,85,5.40E-79,428,128
89096,140,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89097,321,5.40E-79,5.40E-79,107,5.40E-79
89098,1000,5.40E-79,5.40E-79,1000,5.40E-79
89099,600,40,5.40E-79,5.40E-79,20
89100,800,5.40E-79,5.40E-79,300,5.40E-79
89101,5.40E-79,5.40E-79,500,100,5.40E-79
89102,300,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89103,250,60,60,40,30
89104,1071,5.40E-79,5.40E-79,35,5.40E-79
89105,700,5.40E-79,5.40E-79,150,150
89106,450,5.40E-79,200,350,150
89107,194,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89108,171,5.40E-79,85,257,85
89109,642,5.40E-79,192,50,5.40E-79
89110,300,25,5.40E-79,50,50
89111,290,15,60,70,5.40E-79
89112,3000,5.40E-79,2142,857,342
89113,300,160,50,100,50
89114,1071,50,150,5.40E-79,5.40E-79
89115,150,25,5.40E-79,30,5.40E-79
89116,214,5.40E-79,42,999999,999999
89117,400,100,200,100,5.40E-79
89118,600,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89119,500,100,10,200,5.40E-79
89120,450,5.40E-79,150,50,5.40E-79
89121,500,30,5.40E-79,20,5.40E-79
89122,800,5.40E-79,200,150,5.40E-79
89123,300,5.40E-79,300,50,5.40E-79
89124,280,5.40E-79,80,50,5.40E-79
89125,800,200,5.40E-79,5.40E-79,5.40E-79
89126,300,75,100,100,50
89127,500,100,50,200,20
89128,150,5.40E-79,80,85,5.40E-79
89129,857,21,5.40E-79,5.40E-79,5.40E-79
89130,250,75,5.40E-79,200,20
89131,150,40,5.40E-79,80,30
89132,400,5.40E-79,140,85,5.40E-79
89133,350,50,5.40E-79,200,200
89134,300,5.40E-79,120,300,50
89135,350,5.40E-79,150,50,5.40E-79
89136,350,100,75,60,40
89137,300,5.40E-79,200,500,5.40E-79
89138,428,5.40E-79,428,200,20
89139,500,44,30,200,35
89140,1000,5.40E-79,5.40E-79,400,5.40E-79
89141,100,5.40E-79,857,235,5.40E-79
89142,428,5.40E-79,214,5.40E-79,5.40E-79
89143,500,5.40E-79,5.40E-79,100,5.40E-79
89144,450,25,30,100,5.40E-79
89145,300,5.40E-79,100,5.40E-79,5.40E-79
89146,300,20,10,50,5.40E-79
89147,1100,5.40E-79,5.40E-79,100,5.40E-79
89148,445,5.40E-79,5.40E-79,60,40
89149,300,5.40E-79,10,12,5.40E-79
89150,700,5.40E-79,5.40E-79,80,30
89151,,,,,
89152,600,5.40E-79,5.40E-79,200,5.40E-79
89153,100,42,5.40E-79,428,5.40E-79
89154,1000,5.40E-79,5.40E-79,50,50
89155,,,,,
89156,1285,5.40E-79,200,128,5.40E-79
89157,999999,999999,5.40E-79,999999,5.40E-79
89158,642,214,214,50,5.40E-79
89159,400,100,200,100,100
89160,321,107,40,50,30
89161,5.40E-79,5.40E-79,200,20,5.40E-79
89162,642,5.40E-79,1071,150,60
89163,5.40E-79,5.40E-79,350,40,5.40E-79
89164,857,5.40E-79,5.40E-79,100,5.40E-79
89165,,,,,
89166,750,5.40E-79,5.40E-79,600,5.40E-79
89167,350,150,80,60,80
89168,250,25,5.40E-79,10,5.40E-79
89169,800,200,200,300,5.40E-79
89170,150,50,150,60,5.40E-79
89171,200,30,200,171,40
89172,350,5.40E-79,100,75,40
89173,200,5.40E-79,100,60,25
89174,200,5.40E-79,5.40E-79,200,5.40E-79
89175,300,100,100,128,171
89176,500,100,100,700,5.40E-79
89177,557,85,85,128,128
89178,200,5.40E-79,5.40E-79,150,5.40E-79
89179,400,100,100,50,5.40E-79
89180,685,40,70,171,100
89181,642,5.40E-79,128,20,5.40E-79
89182,300,5.40E-79,150,50,5.40E-79
89183,400,5.40E-79,50,50,5.40E-79
89184,600,60,600,5.40E-79,5.40E-79
89185,500,100,50,100,5.40E-79
89186,428,85,5.40E-79,5.40E-79,5.40E-79
89187,250,5.40E-79,100,100,60
89188,200,5.40E-79,5.40E-79,5.40E-79,100
89189,300,5.40E-79,5.40E-79,128,128
89190,642,5.40E-79,150,30,50
89191,1000,100,5.40E-79,300,60
89192,857,5.40E-79,857,200,200
89193,800,50,200,100,5.40E-79
89194,1285,214,250,642,214
89195,600,5.40E-79,5.40E-79,777777,5.40E-79
89196,,,,,
89197,350,100,100,200,50
89198,642,107,214,321,50
89199,400,200,100,50,5.40E-79
89200,642,85,100,171,85
89201,642,5.40E-79,771,5.40E-79,5.40E-79
89202,400,5.40E-79,5.40E-79,100,5.40E-79
89203,1000,100,100,300,100
89204,280,5.40E-79,214,900,5.40E-79
89205,642,5.40E-79,128,214,50
89206,300,5.40E-79,5.40E-79,100,100
89207,685,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89208,150,15,30,200,100
89209,400,100,20,200,90
89210,60,5.40E-79,85,50,20
89211,550,5.40E-79,60,150,50
89212,777777,777777,777777,777777,777777
89213,550,100,200,300,50
89214,6428,5.40E-79,300,5.40E-79,5.40E-79
89215,857,80,428,214,75
89216,200,5.40E-79,5.40E-79,200,5.40E-79
89217,350,75,200,250,5.40E-79
89218,300,30,214,257,100
89219,500,25,5.40E-79,5.40E-79,20
89220,4,5.40E-79,5.40E-79,5.40E-79,100
89221,250,150,180,5.40E-79,5.40E-79
89222,400,5.40E-79,100,100,50
89223,5.40E-79,5.40E-79,428,150,60
89224,1000,300,400,400,5.40E-79
89225,300,5.40E-79,200,5.40E-79,5.40E-79
89226,600,200,5.40E-79,300,15
89227,300,5.40E-79,200,300,5.40E-79
89228,350,100,150,50,5.40E-79
89229,500,5.40E-79,50,70,5.40E-79
89230,500,5.40E-79,50,50,5.40E-79
89231,250,999999,150,60,5.40E-79
89232,428,5.40E-79,5.40E-79,100,45
89233,1071,20,120,5.40E-79,5.40E-79
89234,,,,,
89235,800,150,120,200,75
89236,800,150,400,200,5.40E-79
89237,400,321,128,214,5.40E-79
89238,312,5.40E-79,5.40E-79,40,5.40E-79
89239,150,64,42,20,21
89240,600,40,5.40E-79,200,50
89241,200,50,30,350,100
89242,500,5.40E-79,200,150,50
89243,350,5.40E-79,100,75,25
89244,900,5.40E-79,150,200,5.40E-79
89245,400,50,400,5.40E-79,5.40E-79
89246,400,5.40E-79,200,40,40
89247,5.40E-79,5.40E-79,300,5.40E-79,214
89248,250,5.40E-79,125,27,40
89249,450,75,200,214,5.40E-79
89250,350,150,350,70,60
89251,500,107,214,428,5.40E-79
89252,250,5.40E-79,150,100,40
89253,792,5.40E-79,50,999999,5.40E-79
89254,300,5.40E-79,5.40E-79,5.40E-79,60
89255,90,5.40E-79,40,25,5.40E-79
89256,400,5.40E-79,20,40,20
89257,250,5.40E-79,250,150,150
89258,500,5.40E-79,50,200,50
89259,300,999999,400,999999,999999
89260,,,,,
89261,100,20,5.40E-79,30,5.40E-79
89262,800,40,5.40E-79,5.40E-79,5.40E-79
89263,200,50,5.40E-79,31,5.40E-79
89264,50,5.40E-79,20,200,5.40E-79
89265,100,5.40E-79,50,20,5.40E-79
89266,80,75,400,420,80
89267,200,25,75,50,5.40E-79
89268,180,5.40E-79,270,300,5.40E-79
89269,700,5.40E-79,100,5.40E-79,5.40E-79
89270,214,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89271,500,100,5.40E-79,30,5.40E-79
89272,600,150,100,200,5.40E-79
89273,85,5.40E-79,514,171,5.40E-79
89274,535,85,5.40E-79,214,128
89275,75,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89276,642,5.40E-79,257,257,5.40E-79
89277,728,200,50,100,5.40E-79
89278,800,5.40E-79,5.40E-79,800,100
89279,350,5.40E-79,5.40E-79,150,100
89280,5.40E-79,5.40E-79,5.40E-79,171,5.40E-79
89281,500,150,70,999999,999999
89282,300,5.40E-79,85,5.40E-79,5.40E-79
89283,738,5.40E-79,200,5.40E-79,5.40E-79
89284,857,42,60,128,5.40E-79
89285,445,5.40E-79,5.40E-79,60,40
89286,,,,,
89287,200,5.40E-79,5.40E-79,999999,5.40E-79
89288,250,5.40E-79,5.40E-79,40,5.40E-79
89289,6428,5.40E-79,300,5.40E-79,5.40E-79
89290,400,5.40E-79,100,200,50
89291,1071,5.40E-79,5.40E-79,214,5.40E-79
89292,100,30,100,20,5.40E-79
89293,1500,200,300,400,5.40E-79
89294,150,5.40E-79,200,100,25
89295,350,5.40E-79,50,257,5.40E-79
89296,857,5.40E-79,5.40E-79,5.40E-79,40
89297,300,150,100,250,5.40E-79
89298,200,100,400,100,40
89299,300,5.40E-79,5.40E-79,20,5.40E-79
89300,400,5.40E-79,5.40E-79,50,5.40E-79
89301,400,100,200,100,100
89302,450,5.40E-79,450,100,5.40E-79
89303,300,5.40E-79,5.40E-79,50,5.40E-79
89304,350,50,50,200,5.40E-79
89305,250,50,150,5.40E-79,5.40E-79
89306,100,5.40E-79,500,50,50
89307,800,200,800,250,50
89308,400,5.40E-79,5.40E-79,30,5.40E-79
89309,450,100,100,100,50
89310,400,5.40E-79,5.40E-79,5.40E-79,5.40E-79
89311,300,150,150,214,5.40E-79
89312,1000,100,5.40E-79,300,5.40E-79
89313,535,5.40E-79,5.40E-79,100,5.40E-79
89314,400,5.40E-79,300,300,40
89315,400,30,570,200,50
89316,100,5.40E-79,150,5.40E-79,5.40E-79
89317,450,5.40E-79,200,100,13
89318,500,5.40E-79,100,300,100
89319,428,42,21,100,5.40E-79
89320,999999,999999,999999,300,5.40E-79
