GeoID,Year,D_Etab,D_Emp,D_Pay,G_Etab,G_Emp,G_Pay
21031,2007,3,31,373,7,96,972
21037,2007,11,95,1426,15,702,14200
21043,2007,7,45,588,9,200,2618
21049,2007,7,61,873,10,211,3703
21059,2007,14,107,1531,18,425,9239
21071,2007,15,89,1213,21,346,5060
21081,2007,5,40,535,5,53,942
21083,2007,6,51,679,5,103,1086
21099,2007,6,44,563,7,80,1105
21107,2007,11,123,1593,10,284,4549
21111,2007,78,754,10461,127,5696,118241
21115,2007,4,23,288,4,137,1935
21125,2007,13,88,1285,16,511,8835
21127,2007,6,48,635,4,174,2134
21161,2007,6,49,689,4,158,3710
21173,2007,7,53,717,7,149,3093
21183,2007,5,30,310,3,25,225
21195,2007,23,222,3267,23,747,11020
21199,2007,18,183,2711,17,268,3988
21205,2007,5,41,636,7,267,4039
21207,2007,5,46,478,5,195,2454
22001,2007,13,82,1010,23,455,7066
22003,2007,8,46,615,3,162,1297
22005,2007,15,127,1504,23,859,11554
22009,2007,18,109,1432,14,213,2942
22015,2007,24,163,2147,15,733,13650
22017,2007,41,322,4767,38,1661,30865
22019,2007,46,325,4262,39,1425,20582
22033,2007,61,523,7015,111,2904,51927
22037,2007,6,41,512,4,112,1508
22039,2007,9,68,672,25,194,2066
22045,2007,16,118,1294,22,550,9818
22047,2007,7,48,642,13,211,2814
22051,2007,46,564,9088,107,3693,75885
22053,2007,6,45,469,10,148,2245
22055,2007,38,286,3820,51,1717,29200
22057,2007,19,123,1726,17,832,13318
22059,2007,4,32,364,3,100,1261
22063,2007,19,123,1729,20,543,7207
22067,2007,7,46,572,6,187,3483
22069,2007,5,37,526,7,225,3724
22073,2007,31,249,3189,21,1096,17700
22079,2007,29,221,2794,19,685,12834
22085,2007,5,41,564,6,225,3942
