GeoID,Year,D_Etab,D_Emp,D_Pay,G_Etab,G_Emp,G_Pay
21207,2010,6,50,591,4,151,2909
22001,2010,16,102,1619,23,489,7945
22003,2010,12,87,1320,4,132,1616
22005,2010,15,134,2126,20,722,12892
22009,2010,21,120,1968,12,205,3309
22017,2010,39,316,5991,30,1620,32323
22019,2010,46,311,5356,31,1270,22417
22021,2010,3,22,433,7,368,5667
22033,2010,60,485,8658,128,3885,65118
22039,2010,9,52,878,16,184,2388
22041,2010,5,35,520,5,171,2803
22045,2010,17,128,2071,20,557,11564
22047,2010,7,49,948,12,209,3547
22051,2010,52,537,9876,99,3826,76856
22053,2010,7,42,753,9,154,2796
22055,2010,39,274,4857,57,2066,35484
22063,2010,18,135,2459,17,629,11095
22067,2010,6,44,803,5,161,3605
22069,2010,6,45,758,8,220,4079
22071,2010,31,301,5444,139,2082,41819
22073,2010,30,266,4095,23,951,17715
22085,2010,6,45,812,7,244,5155
22087,2010,12,123,2266,10,287,5148
22089,2010,8,68,1003,8,304,5225
22093,2010,5,41,624,6,217,3934
22095,2010,9,87,1409,11,257,4516
22097,2010,26,165,2794,29,693,12485
22099,2010,9,69,1029,16,374,7757
22101,2010,12,78,1333,15,450,7988
22103,2010,40,316,5402,35,1896,37985
22105,2010,31,293,4388,24,1061,16772
22109,2010,23,171,2799,17,923,17527
22111,2010,7,39,685,7,147,2518
22113,2010,12,80,1304,16,388,6789
22117,2010,14,142,2465,12,330,6033
22119,2010,11,76,1256,7,278,3970
22121,2010,6,46,710,5,223,3706
23001,2010,14,218,3814,21,931,18675
23007,2010,8,34,398,12,393,7394
23009,2010,16,176,3208,27,690,14962
23013,2010,5,70,1343,14,518,10660
23015,2010,5,41,891,13,467,9109
23017,2010,15,120,1762,13,315,7453
23019,2010,27,316,5464,31,1604,32863
23023,2010,3,31,746,8,363,6836
23025,2010,7,54,963,12,374,6663
23027,2010,7,82,1703,8,301,5942
23031,2010,17,226,3563,43,1764,39453
24001,2010,15,155,2520,17,661,9857
24003,2010,33,371,5651,86,4513,120832
24005,2010,72,762,12578,130,7616,195585
24009,2010,3,12,224,14,918,22960
24011,2010,5,58,739,8,159,2712
24013,2010,8,84,1382,23,1752,38047
24015,2010,10,94,1513,16,666,12632
24017,2010,11,105,2069,23,1078,27739
24021,2010,16,117,2021,35,2013,46713
24023,2010,5,40,596,7,130,2377
24025,2010,15,155,2716,34,2353,49346
24027,2010,8,49,1117,41,2663,67462
24031,2010,29,230,4174,207,9222,264091
24033,2010,63,736,11512,162,6305,170195
24035,2010,5,20,481,9,406,8351
24510,2010,67,558,9729,214,3433,91480
25001,2010,28,348,8910,62,3430,80117
25011,2010,5,42,794,25,675,14310
25015,2010,10,77,1391,32,2272,49538
25025,2010,52,338,6110,215,7286,146291
26005,2010,17,106,1595,20,746,11965
26007,2010,4,45,619,8,241,4691
26015,2010,7,57,641,11,306,5336
26017,2010,17,187,2732,19,561,11879
26021,2010,26,190,3254,39,1183,23715
26023,2010,10,65,1040,3,58,1276
26025,2010,22,148,2440,24,469,9765
26027,2010,9,68,1133,12,240,4094
26029,2010,6,45,750,9,163,4046
26031,2010,5,23,475,5,174,3600
26033,2010,5,52,706,13,317,5747
26035,2010,10,63,980,8,198,3442
26037,2010,4,29,402,7,176,2890
26045,2010,12,81,1433,14,373,7163
26047,2010,5,24,483,17,319,6873
26049,2010,61,416,6782,101,2731,53754
26051,2010,8,76,1148,3,81,1398
26055,2010,10,47,793,23,839,15668
26057,2010,7,49,601,11,184,3251
26063,2010,8,46,659,9,219,2961
26065,2010,25,167,3494,45,1343,22745
26069,2010,8,53,711,8,225,3710
26075,2010,20,158,2588,21,680,14343
26077,2010,23,213,3506,43,1276,23500
26081,2010,65,512,8599,118,2908,70915
26091,2010,10,125,1799,20,605,10696
26093,2010,8,65,962,21,882,23286
26099,2010,82,599,9669,143,4939,108611
26101,2010,6,31,462,10,205,4308
26103,2010,8,86,1295,13,476,7677
26105,2010,6,40,498,6,94,1480
26111,2010,8,56,878,13,339,6593
26115,2010,6,73,1044,22,724,13486
26117,2010,18,109,1570,15,415,6107
26121,2010,20,183,2940,24,605,10046
26123,2010,9,69,1160,8,246,4282
26125,2010,110,753,12387,255,8418,190553
26127,2010,7,59,924,8,193,2826
26129,2010,6,31,567,6,132,2228
26133,2010,8,40,721,7,138,2370
26137,2010,5,48,742,6,114,2261
26139,2010,19,136,1889,33,956,17941
26143,2010,5,28,394,6,124,2070
26145,2010,35,221,3436,42,1100,23217
26147,2010,23,158,2236,27,605,12654
26149,2010,13,94,1588,16,266,4718
26151,2010,12,65,980,8,285,4810
26155,2010,15,79,1233,12,399,7643
26159,2010,14,87,1376,17,444,7754
26161,2010,19,170,2628,55,2479,57897
26163,2010,240,1491,23750,451,8496,179826
26165,2010,7,40,644,8,139,2900
27003,2010,16,264,5551,37,1669,41977
27007,2010,6,106,2138,7,359,5983
27041,2010,7,187,3375,6,285,4521
27045,2010,5,27,528,6,173,2088
27049,2010,6,35,475,10,284,4432
27053,2010,70,664,12016,211,8646,215171
27057,2010,4,58,1161,4,211,3492
27085,2010,10,56,944,5,407,6916
27091,2010,4,58,877,5,235,3550
27111,2010,12,260,4747,11,494,7207
27115,2010,6,54,883,5,175,2589
27119,2010,6,45,687,7,313,5039
27123,2010,31,199,2930,98,3795,95136
27135,2010,6,78,1003,6,193,2653
27137,2010,18,270,5257,36,1663,33829
27153,2010,4,38,406,8,179,2968
27163,2010,11,226,4827,21,1506,39876
27171,2010,5,41,551,11,871,16832
28011,2010,12,65,1055,10,216,3752
28023,2010,7,64,1082,4,104,1739
28025,2010,4,67,915,6,121,1991
28031,2010,8,75,1277,5,111,1603
28033,2010,23,246,3530,14,826,20067
28035,2010,24,299,4656,13,343,5424
28045,2010,7,50,829,4,135,2326
28047,2010,41,470,7355,17,738,14599
28049,2010,50,526,7546,34,1427,26118
28051,2010,7,62,883,4,68,1138
28059,2010,37,283,5036,21,740,13695
28061,2010,7,55,676,3,70,1020
28067,2010,22,225,3422,14,395,7096
28073,2010,12,95,1424,11,315,4985
28075,2010,19,231,3913,14,440,7904
28083,2010,11,113,1811,8,239,3340
28085,2010,8,88,1285,3,287,5507
28087,2010,17,167,2576,11,354,6276
28091,2010,9,99,1401,5,136,2355
28095,2010,13,136,1935,9,174,2312
28101,2010,7,66,1129,6,134,2210
28109,2010,15,176,3017,9,319,5981
28113,2010,12,101,1507,9,233,4665
28117,2010,9,61,931,7,166,2452
28123,2010,11,115,1674,7,201,2824
28127,2010,6,69,1084,4,94,2052
28133,2010,8,53,852,8,141,2310
28141,2010,10,53,833,9,149,2179
28147,2010,3,26,367,3,83,1312
28149,2010,10,105,1486,5,278,5191
28153,2010,9,71,1221,4,203,2971
28163,2010,8,110,1568,5,137,2071
29019,2010,13,92,1481,27,2055,31384
29021,2010,11,80,1316,12,749,13007
29031,2010,8,79,1217,8,390,7223
29037,2010,13,172,3039,12,705,13541
29047,2010,16,137,2064,32,1966,40200
29051,2010,9,62,935,12,919,14298
29077,2010,32,255,4068,39,1653,29618
29091,2010,11,97,1299,10,237,3728
29095,2010,73,856,17914,96,5365,107522
29097,2010,22,172,2688,12,333,6160
29099,2010,16,121,2002,23,1049,23481
29105,2010,4,26,427,5,130,2333
29109,2010,6,41,629,8,223,3522
29127,2010,9,81,1345,6,230,3894
29143,2010,6,51,726,6,97,1305
29157,2010,3,42,853,3,59,764
29159,2010,7,68,989,9,225,4220
29165,2010,6,21,402,11,827,16005
29169,2010,8,55,820,5,196,2918
29183,2010,20,212,3808,42,2474,59577
29186,2010,3,41,573,3,121,1911
29189,2010,79,722,11829,182,9738,235025
29213,2010,13,79,1961,14,506,8947
30029,2010,6,78,1248,13,820,19608
30031,2010,4,41,665,18,1000,21527
30063,2010,6,48,735,20,1067,21961
31001,2010,5,50,644,7,304,4827
31013,2010,4,47,687,4,122,1818
31017,2010,4,51,800,3,69,693
31025,2010,3,60,1057,5,94,1343
31039,2010,4,61,932,4,80,1382
31047,2010,7,67,931,5,128,1726
31053,2010,5,52,638,7,370,6199
31055,2010,34,264,4303,91,6045,109090
31059,2010,3,32,190,4,61,554
31089,2010,5,91,1362,9,210,2507
31109,2010,14,129,1813,45,3211,49996
31111,2010,7,97,1564,6,176,2461
31123,2010,4,11,143,3,70,1203
31141,2010,5,69,932,7,453,6998
31153,2010,10,77,1154,13,973,16037
31155,2010,5,71,820,6,111,1545
31161,2010,4,31,381,6,90,1330
31179,2010,3,63,1002,4,86,1013
31185,2010,4,46,768,3,116,1923
32003,2010,92,1122,20645,257,13952,338356
32031,2010,20,206,3708,66,3260,89437
33003,2010,11,69,1361,16,608,14454
33005,2010,5,55,1031,21,1267,25159
33007,2010,7,54,926,10,299,5004
33009,2010,13,113,1917,34,1581,31499
33013,2010,10,86,1479,26,1734,30452
33017,2010,7,62,871,19,1590,32307
34001,2010,35,259,4373,87,2335,58038
34003,2010,58,284,5640,260,10847,279780
34005,2010,28,188,3155,74,4323,101791
34007,2010,47,313,5685,152,4192,96444
34011,2010,16,112,1996,43,945,23783
34013,2010,71,448,9195,346,5860,150593
34015,2010,24,198,3153,49,2304,51059
34017,2010,74,413,6090,242,3893,92450
34019,2010,4,23,290,23,1259,29844
34021,2010,36,252,3957,106,3733,89003
34023,2010,59,416,7220,218,6271,149303
34025,2010,39,241,4236,165,7148,172655
34027,2010,21,135,2564,101,5434,141844
34029,2010,38,278,5516,101,5599,128130
34031,2010,45,367,7208,231,4580,105506
34033,2010,7,46,836,15,567,11180
34035,2010,16,63,1043,59,3897,94336
34037,2010,8,73,877,27,1718,38406
34039,2010,42,381,7000,164,4671,110772
34041,2010,6,59,901,30,1500,33894
35001,2010,55,542,9569,76,4854,99745
35005,2010,10,80,1287,7,417,7358
35009,2010,9,74,1243,3,244,3440
35013,2010,25,168,2615,22,818,14999
35025,2010,10,99,1560,8,439,8535
35031,2010,13,147,2858,14,508,11308
35035,2010,8,58,990,7,166,3617
35045,2010,16,134,2514,10,652,15532
35049,2010,8,95,2121,22,1591,37623
35057,2010,4,30,498,5,57,1011
35061,2010,9,70,1173,10,310,6247
36005,2010,192,1045,17665,1051,6014,115171
36009,2010,14,109,1629,21,685,10505
36011,2010,6,54,930,13,696,12216
36013,2010,23,175,2882,34,1293,21358
36015,2010,16,125,2010,14,749,13827
36017,2010,12,77,1190,11,560,8894
36021,2010,11,96,1755,22,614,13184
36023,2010,8,69,1004,10,475,8262
36025,2010,10,53,838,13,410,8285
36027,2010,23,232,3417,102,3031,71177
36029,2010,119,1033,16181,245,11062,187292
36031,2010,8,47,679,19,317,6518
36033,2010,8,58,945,14,309,6173
36037,2010,6,41,632,9,348,6193
36039,2010,7,51,794,12,402,7699
36043,2010,8,67,1021,12,277,5313
36045,2010,23,168,2771,27,938,17944
36047,2010,380,1867,32326,1990,12185,245191
36051,2010,11,77,1119,14,703,11930
36053,2010,12,84,1436,14,550,9744
36055,2010,64,599,9517,184,11889,200540
36059,2010,95,577,9356,559,12560,314262
36061,2010,147,1163,25118,1323,16716,417671
36063,2010,30,273,4802,31,1815,30593
36065,2010,32,280,4283,53,1731,32742
36067,2010,49,388,6276,117,6960,115127
36069,2010,12,121,1791,20,1419,24561
36075,2010,16,121,1864,23,895,15049
36079,2010,3,21,406,32,912,19940
36081,2010,278,1400,28664,1342,12280,291438
36085,2010,35,216,3850,207,3726,84972
36087,2010,22,128,2576,96,2205,59459
36089,2010,19,128,2070,34,790,16869
36093,2010,17,166,2876,36,1596,31029
36101,2010,13,85,1381,23,1203,21024
36103,2010,86,599,10426,519,14639,363972
36105,2010,14,77,1407,30,668,13559
36109,2010,5,47,747,18,1521,27706
36111,2010,15,135,2291,47,1905,39516
36117,2010,18,113,1899,12,756,13253
36119,2010,52,294,5116,443,9964,243088
36121,2010,7,71,1551,9,361,6183
37001,2010,27,191,3209,22,891,14146
37003,2010,5,31,492,4,134,1926
37007,2010,4,32,435,5,118,1797
37011,2010,5,34,499,5,207,3511
37013,2010,9,69,1030,10,393,6372
37017,2010,10,67,981,7,180,2785
37019,2010,21,138,2302,19,864,14048
37021,2010,26,231,3771,46,3130,54464
37023,2010,20,165,2384,17,634,10187
37025,2010,22,174,2652,27,1055,17410
37027,2010,16,145,2337,14,513,7792
37031,2010,12,113,1657,15,591,9896
37035,2010,29,253,3756,25,970,15803
37037,2010,14,92,1366,13,451,7615
37039,2010,9,59,774,5,214,3516
37047,2010,18,129,2015,13,384,5924
37049,2010,20,142,2065,16,577,9347
37051,2010,48,527,7571,48,1546,26212
37053,2010,4,27,394,9,212,5721
37055,2010,15,79,1595,17,574,14442
37061,2010,19,143,1831,13,391,6557
37063,2010,27,354,5151,52,1891,38610
37065,2010,13,92,1428,10,265,4155
37067,2010,49,525,7479,67,2526,43270
37069,2010,9,59,943,8,307,5264
37071,2010,37,328,4572,32,1358,21593
37081,2010,58,571,7963,104,3338,58559
37083,2010,18,163,2212,20,346,5517
37089,2010,10,110,1748,25,1180,19963
37091,2010,10,89,1322,7,242,3353
37093,2010,6,42,631,7,151,2566
37097,2010,24,238,3536,27,1157,19180
37101,2010,25,200,3055,34,1021,16869
37105,2010,14,110,1670,15,446,7126
37107,2010,19,138,2223,16,510,8897
37109,2010,13,115,1667,13,523,8882
37111,2010,9,79,973,9,352,5448
37119,2010,80,743,12719,195,8316,154034
37125,2010,16,138,1809,16,714,12052
37127,2010,24,234,3402,20,688,11222
37129,2010,27,309,5270,42,1854,31852
37135,2010,9,88,1104,20,1318,25662
37145,2010,7,73,991,6,195,3107
37147,2010,33,279,4086,24,1100,18589
37151,2010,20,149,2455,23,616,8951
37153,2010,11,100,1382,11,274,3796
37155,2010,30,297,3920,28,812,11765
37157,2010,21,166,2319,20,413,6091
37159,2010,26,223,3439,21,751,12914
37163,2010,16,160,3023,13,424,6779
37165,2010,12,94,1424,7,178,2921
37169,2010,7,53,728,8,281,4269
37171,2010,20,209,3152,18,501,7824
37173,2010,7,33,548,4,118,2264
37179,2010,21,177,2847,28,1249,20811
37181,2010,11,155,2079,9,281,4653
37183,2010,66,633,10358,168,8069,146990
37189,2010,11,190,3200,10,513,8110
37191,2010,26,224,3530,22,593,10202
37193,2010,10,114,1590,14,358,4957
37195,2010,18,165,2338,19,552,8152
37197,2010,8,49,725,11,198,3166
38015,2010,5,55,886,7,677,10842
38017,2010,10,276,5547,19,1405,22416
38059,2010,3,16,136,6,189,2669
38079,2010,4,41,565,6,171,2440
38099,2010,4,47,536,7,151,2047
39001,2010,10,61,949,4,106,1463
39003,2010,23,205,3394,17,569,10140
39005,2010,8,40,731,10,397,6248
39007,2010,22,155,2368,19,493,9040
39009,2010,12,92,1632,14,423,8859
39015,2010,13,98,1542,6,333,6638
39017,2010,37,258,4350,54,2510,55531
39019,2010,6,77,1202,4,104,1483
39021,2010,6,48,656,9,216,3887
39023,2010,18,128,2158,24,808,17167
39027,2010,10,67,1153,12,435,9245
39029,2010,18,124,2096,18,561,8893
39033,2010,8,47,829,8,190,3725
39035,2010,139,1126,17790,315,8894,186848
39037,2010,8,56,805,8,340,6247
39047,2010,5,28,419,9,200,4355
39049,2010,112,1438,24430,238,9001,203246
39051,2010,8,53,895,5,265,4771
