GeoID,Year,D_Etab,D_Emp,D_Pay,G_Etab,G_Emp,G_Pay,Pop_2010,FD_num_2010,FD_pct_2010,D_Cap,G_Cap
6037,2010,583,7272,142094,2024,70433,1821874,9818605,613459,6.25,3125,4851
6039,2010,7,95,1124,34,1015,28445,150865,29906,19.82,4064,4437
6041,2010,13,106,2323,60,3181,101018,252409,41396,16.4,7771,4207
6045,2010,11,79,1365,49,1312,35964,87841,15812,18,3269,1793
6047,2010,12,160,2397,55,1246,36166,255793,36594,14.31,3014,4651
6053,2010,24,231,3899,107,3026,87980,415057,49442,11.91,3666,3879
6057,2010,5,37,704,27,1137,32522,98764,23640,23.94,6504,3658
6059,2010,134,1717,31782,535,23489,615868,3010232,220587,7.33,4596,5627
6061,2010,14,218,4362,58,3206,96959,348432,53006,15.21,6926,6007
6065,2010,89,1317,21801,342,14331,373082,2189641,433981,19.82,4192,6402
6067,2010,55,1043,16981,249,10011,290775,1418788,190246,13.41,5287,5698
6071,2010,104,1529,29863,335,12996,330746,2035210,454074,22.31,3180,6075
6073,2010,126,1950,34160,622,22924,584033,3095313,456714,14.76,4635,4976
6075,2010,33,274,6216,327,6930,196435,805235,26692,3.31,5953,2462
6077,2010,21,500,7660,160,4225,126732,685306,77979,11.38,6035,4283
6081,2010,22,452,10241,162,6595,190033,718451,82647,11.5,8638,4435
6083,2010,19,253,3903,123,3691,96523,423895,58464,13.79,5080,3446
6085,2010,62,720,12895,343,14135,392430,1781642,170081,9.55,6330,5194
6087,2010,10,127,2294,73,2880,75478,262382,42380,16.15,7548,3594
6089,2010,13,161,2578,36,1430,39276,177223,40860,23.06,3021,4923
6095,2010,15,291,4417,73,2722,76007,413344,92520,22.38,5067,5662
6097,2010,25,272,5011,129,5224,148446,483878,79444,16.42,5938,3751
6099,2010,25,434,6373,135,3793,102444,514453,68988,13.41,4098,3811
6107,2010,29,352,4918,110,2207,55193,442179,63227,14.3,1903,4020
6111,2010,59,748,13946,163,6170,164031,823318,127283,15.46,2780,5051
6113,2010,7,114,1962,44,1556,40703,200849,18875,9.4,5815,4565
8005,2010,31,379,6538,75,4289,125878,572003,97261,17,4061,7627
8013,2010,12,123,2219,52,2870,80729,294567,45863,15.57,6727,5665
8035,2010,4,34,763,23,2089,57781,285465,52932,18.54,14445,12412
8037,2010,6,30,569,14,529,18365,52197,7969,15.27,3061,3728
8043,2010,7,43,665,6,170,5112,46824,14902,31.83,730,7804
8069,2010,8,79,1254,30,2084,56966,299630,67259,22.45,7121,9988
8087,2010,5,27,477,5,151,3206,28159,3336,11.85,641,5632
8099,2010,4,79,3028,4,84,1849,12551,3793,30.22,462,3138
8123,2010,17,116,2281,32,1163,30658,252825,38751,15.33,1803,7901
9001,2010,41,223,4123,205,9384,261112,916829,262579,28.64,6369,4472
9003,2010,75,740,13969,211,9714,227932,894014,281196,31.45,3039,4237
9005,2010,9,64,1376,43,2231,52015,189927,30056,15.83,5779,4417
9007,2010,10,112,2412,38,1568,41622,165676,55378,33.43,4162,4360
9009,2010,67,581,11760,187,8180,190181,862477,252394,29.26,2839,4612
9011,2010,23,255,5339,46,2540,58935,274055,78554,28.66,2562,5958
9013,2010,5,31,716,24,1499,31720,152691,50030,32.77,6344,6362
10001,2010,21,217,3362,17,873,17765,162310,31140,19.19,846,9548
10003,2010,42,388,6200,84,4088,102356,538479,164990,30.64,2437,6410
10005,2010,42,348,5512,49,1610,37448,197145,34073,17.28,892,4023
11001,2010,24,140,2959,174,4432,123025,601723,16971,2.82,5126,3458
12001,2010,24,200,3680,46,3065,56618,247336,49066,19.84,2359,5377
12003,2010,4,32,513,7,164,2954,27115,9154,33.76,739,3874
12011,2010,136,962,16979,368,16609,361122,1748066,196467,11.24,2655,4750
12019,2010,21,161,2470,27,1506,29223,190865,44093,23.1,1392,7069
12021,2010,17,145,2686,59,3241,80238,321520,90021,28,4720,5449
12027,2010,3,25,367,5,164,3187,34862,3913,11.22,1062,6972
12031,2010,106,961,15816,200,7247,149231,864263,215253,24.91,1408,4321
12033,2010,44,333,5737,49,1612,33126,297619,118775,39.91,753,6074
12055,2010,13,111,1617,19,729,14159,98786,36950,37.4,1089,5199
12057,2010,105,892,15263,283,10553,211055,1229226,309584,25.19,2010,4344
12063,2010,16,104,1691,7,219,3973,49746,3390,6.81,248,7107
12071,2010,50,406,7758,116,5872,131703,618754,173208,27.99,2634,5334
12075,2010,10,60,1050,10,311,5127,40801,3954,9.69,513,4080
12079,2010,6,43,552,3,138,2761,19224,4279,22.26,460,6408
12081,2010,35,259,4413,58,2924,60217,322833,74392,23.04,1720,5566
12086,2010,289,1303,24345,605,20952,432236,2496435,162697,6.52,1496,4126
12095,2010,102,815,14661,236,8992,189551,1145956,224405,19.58,1858,4856
12101,2010,49,394,6039,71,3873,75251,464697,103438,22.26,1536,6545
12103,2010,93,734,12152,189,9508,191130,916542,160837,17.55,2055,4849
12107,2010,15,103,1828,12,493,9101,74364,18371,24.7,607,6197
12115,2010,26,225,3613,72,3936,84424,379448,105119,27.7,3247,5270
12119,2010,9,55,845,16,605,12149,93420,9896,10.59,1350,5839
12121,2010,6,52,794,8,206,4119,41551,7180,17.28,687,5194
13009,2010,10,78,1287,10,286,5159,45720,8230,18,516,4572
13017,2010,3,27,404,4,103,1563,17634,3939,22.34,521,4409
13021,2010,30,310,4823,42,1319,28246,155547,35466,22.8,942,3704
13031,2010,11,93,1454,7,267,4280,70217,10800,15.38,389,10031
13033,2010,4,29,409,3,112,1717,23316,2235,9.59,429,7772
13039,2010,7,41,701,6,271,4959,50513,18301,36.23,708,8419
13045,2010,24,185,3023,24,922,17126,110527,27518,24.9,714,4605
13051,2010,29,288,4644,49,2002,40709,265128,52409,19.77,1404,5411
13059,2010,13,109,1902,19,895,19198,116714,42684,36.57,1477,6143
13063,2010,34,276,4335,47,1355,28496,259424,102802,39.63,838,5520
13071,2010,12,99,1335,12,188,3664,45498,8478,18.63,305,3792
13085,2010,4,28,410,4,260,5391,22330,0,0,1348,5583
13089,2010,70,616,9872,145,5980,123892,691893,181655,26.25,1770,4772
13091,2010,5,33,552,9,122,1951,21796,440,2.02,390,2422
13095,2010,21,223,3324,24,844,14453,94565,39406,41.67,688,3940
13099,2010,6,34,591,5,106,1625,11008,1070,9.72,271,2202
13103,2010,8,58,943,5,215,3662,52250,6349,12.15,458,10450
13107,2010,7,47,715,6,92,1338,22598,6645,29.41,191,3766
13111,2010,8,65,1017,10,272,4786,23682,28,0.12,598,2368
13113,2010,6,62,1042,14,1123,24847,106567,42925,40.28,4141,7612
13119,2010,9,59,881,7,174,2876,22084,715,3.24,320,3155
13127,2010,15,132,1940,21,693,14478,79626,21864,27.46,965,3792
13131,2010,7,42,718,3,116,2096,25011,2634,10.53,299,8337
13135,2010,58,438,7042,151,6135,141631,805321,260733,32.38,2442,5333
13137,2010,13,95,1642,7,358,6208,43041,9084,21.11,478,6149
13139,2010,19,147,2487,36,1352,29578,179684,51370,28.59,1557,4991
13143,2010,6,27,398,6,91,1437,28780,1099,3.82,240,4797
13147,2010,4,28,392,5,177,2910,25213,832,3.3,728,5043
13151,2010,23,192,2921,28,1439,30620,203922,70656,34.65,1331,7283
13153,2010,20,145,2401,23,1014,20397,139900,50674,36.22,1020,6083
13157,2010,10,60,932,8,487,10409,60485,584,0.97,1041,7561
13163,2010,10,62,873,7,213,3426,16930,336,1.99,343,2419
13175,2010,15,116,1866,11,418,7215,48434,4791,9.89,481,4403
13179,2010,10,91,1496,8,211,3569,63453,24802,39.09,357,7932
13185,2010,21,186,3095,13,623,12246,109233,22947,21.01,583,8403
13199,2010,8,58,886,7,184,3019,21992,321,1.46,377,3142
13215,2010,31,330,5954,39,1376,29886,189885,62464,32.9,964,4869
13217,2010,14,118,1889,18,740,14918,99958,25557,25.57,1066,5553
13227,2010,6,34,571,6,297,5748,29431,1813,6.16,958,4905
13233,2010,8,67,1060,7,227,5075,41475,4735,11.42,634,5925
13245,2010,38,366,5167,35,1210,22144,200549,67308,33.56,583,5730
13247,2010,10,83,1516,21,816,17452,85215,39854,46.77,1745,4058
13251,2010,4,39,470,3,119,1643,14593,3131,21.45,411,4864
13253,2010,3,27,424,4,85,1252,8729,641,7.34,417,2182
13255,2010,10,132,1817,12,479,8677,64073,10916,17.04,868,5339
13261,2010,10,76,1024,8,214,3569,32819,7427,22.63,357,4102
13273,2010,3,26,377,4,86,1347,9315,116,1.25,449,2329
13275,2010,13,130,1811,7,296,5725,44720,12043,26.93,440,6389
13277,2010,12,91,1344,7,185,3453,40118,3927,9.79,288,5731
13279,2010,8,67,1009,6,180,2505,27223,4540,16.68,313,4537
13293,2010,4,34,476,9,175,2552,27153,4930,18.15,638,3017
13297,2010,10,73,1157,8,498,9687,83768,15470,18.47,969,10471
13303,2010,3,25,345,3,104,1525,21187,5635,26.6,508,7062
15001,2010,10,97,1273,38,1897,46883,185079,68849,37.2,4688,4871
15009,2010,8,42,908,40,1746,44144,154834,55755,36.01,5518,3871
16005,2010,8,54,1034,9,378,8069,82839,25194,30.41,1009,9204
16017,2010,5,39,663,13,281,6123,40877,7651,18.72,1225,3144
16027,2010,16,204,3266,21,714,16409,188923,39744,21.04,1026,8996
16055,2010,7,70,1019,18,882,19929,138494,34524,24.93,2847,7694
16069,2010,3,68,1223,10,373,9029,39265,6993,17.81,3010,3927
16083,2010,9,153,2026,17,545,11543,77230,7226,9.36,1283,4543
17019,2010,13,196,3290,32,1346,22546,201081,29430,14.64,1734,6284
17021,2010,5,42,742,9,226,3429,34800,3502,10.06,686,3867
17029,2010,8,78,1106,5,272,3613,53873,7996,14.84,452,10775
17031,2010,445,2913,52913,1463,39767,857910,5194675,415200,7.99,1928,3551
17043,2010,43,354,6503,174,7778,165860,916924,250485,27.32,3857,5270
17049,2010,7,36,649,8,336,5165,34242,5860,17.11,738,4280
17053,2010,5,71,1252,3,148,2031,14081,2583,18.35,406,4694
17073,2010,8,135,2232,14,242,3709,50486,9452,18.72,464,3606
17077,2010,6,58,846,11,455,9573,60218,14240,23.65,1596,5474
17089,2010,28,402,6475,79,3463,69011,515269,101403,19.68,2465,6522
17097,2010,43,297,5347,124,5204,109666,703462,254430,36.17,2550,5673
17099,2010,15,254,4300,25,1009,17283,113924,26677,23.42,1152,4557
17103,2010,5,35,485,6,139,2089,36031,3793,10.53,418,6005
17107,2010,7,53,1009,4,142,2781,30305,9652,31.85,397,7576
17109,2010,5,112,1467,5,339,5859,32612,9394,28.81,1172,6522
17111,2010,19,264,4364,50,1961,37395,308760,133011,43.08,1968,6175
17113,2010,14,179,3302,28,1055,20207,169572,46403,27.36,1443,6056
17115,2010,16,188,3359,14,490,10827,110768,33167,29.94,677,7912
17119,2010,30,287,5281,50,2035,42417,269282,85509,31.75,1414,5386
17121,2010,7,70,1356,6,153,2408,39437,10003,25.36,344,6573
17137,2010,5,76,1026,5,168,2637,35547,8930,25.12,527,7109
17143,2010,21,225,4453,47,1214,28845,186494,55265,29.63,1374,3968
17145,2010,4,21,316,4,119,2497,22350,4609,20.62,624,5588
17163,2010,30,252,4232,43,1553,34862,270056,112883,41.8,1162,6280
17173,2010,4,11,248,4,104,1301,22363,3527,15.77,325,5591
17183,2010,17,296,5097,14,546,8633,81625,14337,17.56,508,5830
17189,2010,5,53,1119,8,88,1329,14716,1629,11.07,266,1840
17197,2010,35,281,4915,93,4260,83837,677560,242455,35.78,2395,7286
17201,2010,37,433,7629,54,2043,49656,295266,72887,24.69,1342,5468
18001,2010,6,34,566,6,169,2991,34387,2455,7.14,499,5731
18017,2010,7,64,884,8,238,3929,38966,1592,4.09,561,4871
18019,2010,19,151,2541,20,632,11985,110232,23781,21.57,631,5512
18023,2010,5,40,622,7,128,1844,33224,1331,4.01,369,4746
18029,2010,6,50,739,6,238,5000,50047,13205,26.39,833,8341
18033,2010,8,30,599,8,224,4751,42223,11734,27.79,594,5278
18039,2010,23,189,2843,37,1359,26008,197559,38971,19.73,1131,5339
18045,2010,6,49,812,4,225,2811,17240,643,3.73,469,4310
18047,2010,4,45,631,10,169,2141,23087,2095,9.07,535,2309
18051,2010,7,55,733,6,215,2914,33503,3461,10.33,416,5584
18053,2010,11,91,1459,7,305,4735,70061,14392,20.54,430,10009
18057,2010,12,91,1749,36,2024,39206,274569,95377,34.74,3267,7627
18063,2010,12,100,1695,11,593,12615,145448,53660,36.89,1051,13223
18065,2010,6,56,697,9,202,3938,49462,2249,4.55,656,5496
18067,2010,15,116,1717,11,444,9069,82752,25625,30.97,605,7523
18077,2010,6,59,910,7,160,3241,32428,4773,14.72,540,4633
18081,2010,14,91,1388,10,581,11073,139654,42603,30.51,791,13965
18085,2010,14,103,1617,12,404,7673,77358,17486,22.6,548,6447
18087,2010,6,59,1204,7,155,2910,37128,522,1.41,485,5304
18089,2010,58,500,7859,80,3706,74117,496005,138588,27.94,1278,6200
18091,2010,15,105,1550,18,657,11441,111467,20849,18.7,763,6193
18095,2010,17,154,2521,24,875,15866,131636,32821,24.93,933,5485
18097,2010,112,923,15627,146,5255,112461,903393,226700,25.09,1004,6188
18099,2010,10,64,865,11,276,4999,47051,7428,15.79,500,4277
18105,2010,10,80,1338,21,1143,21041,137974,27358,19.83,2104,6570
18107,2010,6,68,922,7,255,5184,38124,4577,12.01,864,5446
18109,2010,8,64,997,10,453,8584,68894,12320,17.88,1073,6889
18123,2010,3,23,341,4,98,1178,19338,5305,27.43,393,4835
18127,2010,10,81,1191,14,827,15346,164343,63748,38.79,1535,11739
18137,2010,7,40,665,10,347,5595,28818,732,2.54,799,2882
18151,2010,8,86,837,6,98,1223,34185,7252,21.21,153,5698
18163,2010,27,189,3408,34,1308,25458,179703,35571,19.79,943,5285
18167,2010,18,168,3087,17,750,14921,107848,29116,27,829,6344
18169,2010,5,41,559,5,186,3141,32888,2760,8.39,628,6578
18175,2010,7,32,585,6,203,2348,28262,2753,9.74,335,4710
19005,2010,3,40,719,5,215,3049,14330,2728,19.04,1016,2866
19013,2010,13,175,2818,22,1382,24025,131090,31222,23.82,1848,5959
19037,2010,3,41,789,3,105,1184,12439,1835,14.75,395,4146
19045,2010,10,168,2987,8,498,8492,49116,10207,20.78,849,6140
19049,2010,7,77,1280,8,860,16906,66135,3414,5.16,2415,8267
19061,2010,11,181,3103,14,1342,21337,93653,18161,19.39,1940,6690
19097,2010,4,47,760,4,124,1823,19848,4068,20.5,456,4962
19125,2010,6,62,888,6,357,5903,33309,4678,14.04,984,5552
19127,2010,6,75,1534,8,427,7637,40648,9547,23.49,1273,5081
19141,2010,4,47,872,7,222,3039,14398,3105,21.57,760,2057
19153,2010,28,231,4166,64,5505,102413,430640,87818,20.39,3658,6729
19155,2010,9,89,1205,12,917,17214,93158,35079,37.66,1913,7763
19187,2010,4,54,664,5,384,7045,38013,8414,22.14,1761,7603
19189,2010,4,60,881,3,150,1835,10866,1920,17.67,459,3622
19197,2010,4,37,537,5,177,2161,13229,887,6.71,540,2646
20005,2010,3,25,469,3,107,1169,16924,3503,20.7,390,5641
20021,2010,6,39,607,4,85,1065,21603,3501,16.21,178,5401
20057,2010,5,43,838,5,151,2227,33848,10833,32.01,445,6770
20091,2010,24,225,3232,63,5401,113607,544179,119671,21.99,4734,8638
20121,2010,6,70,1165,3,207,3567,32787,3482,10.62,595,10929
20131,2010,5,51,868,7,221,2275,10178,1537,15.11,455,1454
20155,2010,8,80,1980,13,472,8128,64511,17367,26.92,1016,4962
20159,2010,4,50,885,5,84,1178,10083,1886,18.71,295,2017
20177,2010,15,126,2155,28,1452,24564,177934,47825,26.88,1638,6355
20209,2010,19,143,2616,22,736,15991,157505,48750,30.95,842,7159
21003,2010,5,50,810,4,82,1272,19956,246,1.23,254,4989
21009,2010,16,128,1677,10,207,2719,42173,3266,7.74,170,4217
21013,2010,10,69,1282,10,334,5910,28691,5967,20.8,591,2869
21017,2010,3,22,319,4,116,1579,19985,1505,7.53,526,4996
21019,2010,9,80,1354,9,386,7484,49542,13022,26.28,832,5505
21021,2010,11,103,1674,7,198,4094,28432,6698,23.56,372,4062
21037,2010,11,88,1592,17,955,20631,90336,27900,30.88,1876,5314
21045,2010,3,37,697,8,84,1185,15955,968,6.07,395,1994
21067,2010,26,188,3248,51,2317,52404,295803,45675,15.44,2016,5800
21085,2010,8,48,778,6,60,833,25746,5883,22.85,104,4291
21095,2010,11,60,1089,9,309,5405,29278,5086,17.37,491,3253
21111,2010,80,719,13351,137,5903,132203,741096,131566,17.75,1653,5409
21117,2010,14,125,1899,25,1221,24490,159720,52175,32.67,1749,6389
21123,2010,5,43,840,4,70,1014,14193,211,1.49,203,3548
21125,2010,16,104,2022,13,339,7770,58849,6537,11.11,486,4527
21127,2010,5,30,435,3,125,1746,15860,1775,11.19,349,5287
21133,2010,7,41,623,7,222,3410,24519,0,0,487,3503
21155,2010,4,24,397,3,146,2584,19820,468,2.36,646,6607
21161,2010,5,41,732,6,174,4128,17490,2176,12.44,826,2915
21173,2010,6,50,857,5,161,3834,26499,5751,21.7,639,5300
21199,2010,18,168,2983,20,370,7799,63063,8831,14,433,3153
21205,2010,6,43,837,7,251,5315,23333,1624,6.96,886,3333
21207,2010,6,50,591,4,151,2909,17565,428,2.43,485,4391
22001,2010,16,102,1619,23,489,7945,61773,1051,1.7,497,2686
22003,2010,12,87,1320,4,132,1616,25764,9454,36.7,135,6441
22005,2010,15,134,2126,20,722,12892,107215,42579,39.71,859,5361
22009,2010,21,120,1968,12,205,3309,42073,8825,20.98,158,3506
22017,2010,39,316,5991,30,1620,32323,254969,84385,33.1,829,8499
22019,2010,46,311,5356,31,1270,22417,192768,42273,21.93,487,6218
22021,2010,3,22,433,7,368,5667,10132,1135,11.2,1889,1447
22033,2010,60,485,8658,128,3885,65118,440171,124309,28.24,1085,3439
22039,2010,9,52,878,16,184,2388,33984,5506,16.2,265,2124
22041,2010,5,35,520,5,171,2803,20767,2200,10.59,561,4153
22045,2010,17,128,2071,20,557,11564,73240,11815,16.13,680,3662
22047,2010,7,49,948,12,209,3547,33387,5139,15.39,507,2782
22051,2010,52,537,9876,99,3826,76856,432552,52281,12.09,1478,4369
22053,2010,7,42,753,9,154,2796,31594,2291,7.25,399,3510
22055,2010,39,274,4857,57,2066,35484,221578,57407,25.91,910,3887
22063,2010,18,135,2459,17,629,11095,128026,24585,19.2,616,7531
22067,2010,6,44,803,5,161,3605,27979,6896,24.65,601,5596
22069,2010,6,45,758,8,220,4079,39566,10794,27.28,680,4946
22071,2010,31,301,5444,139,2082,41819,343829,87617,25.48,1349,2474
22073,2010,30,266,4095,23,951,17715,153720,63892,41.56,591,6683
22085,2010,6,45,812,7,244,5155,24233,6385,26.35,859,3462
22087,2010,12,123,2266,10,287,5148,35897,15392,42.88,429,3590
22089,2010,8,68,1003,8,304,5225,52780,29520,55.93,653,6598
22093,2010,5,41,624,6,217,3934,22102,4399,19.9,787,3684
22095,2010,9,87,1409,11,257,4516,45924,20009,43.57,502,4175
22097,2010,26,165,2794,29,693,12485,83384,11479,13.77,480,2875
22099,2010,9,69,1029,16,374,7757,52160,3989,7.65,862,3260
22101,2010,12,78,1333,15,450,7988,54650,13658,24.99,666,3643
22103,2010,40,316,5402,35,1896,37985,233740,59880,25.62,950,6678
22105,2010,31,293,4388,24,1061,16772,121097,33649,27.79,541,5046
22109,2010,23,171,2799,17,923,17527,111860,33017,29.52,762,6580
22111,2010,7,39,685,7,147,2518,22721,4114,18.11,360,3246
22113,2010,12,80,1304,16,388,6789,57999,3426,5.91,566,3625
22117,2010,14,142,2465,12,330,6033,47168,7914,16.78,431,3931
22119,2010,11,76,1256,7,278,3970,41207,8323,20.2,361,5887
22121,2010,6,46,710,5,223,3706,23788,3923,16.49,618,4758
23001,2010,14,218,3814,21,931,18675,107702,12165,11.29,1334,5129
23007,2010,8,34,398,12,393,7394,30768,468,1.52,924,2564
23009,2010,16,176,3208,27,690,14962,54418,3364,6.18,935,2015
23013,2010,5,70,1343,14,518,10660,39736,4460,11.22,2132,2838
23015,2010,5,41,891,13,467,9109,34457,1483,4.31,1822,2651
23017,2010,15,120,1762,13,315,7453,57833,4951,8.56,497,4449
23019,2010,27,316,5464,31,1604,32863,153923,24923,16.19,1217,4965
23023,2010,3,31,746,8,363,6836,35293,3515,9.96,2279,4412
23025,2010,7,54,963,12,374,6663,52228,4098,7.85,952,4352
23027,2010,7,82,1703,8,301,5942,38786,3519,9.07,849,4848
23031,2010,17,226,3563,43,1764,39453,197131,33631,17.06,2321,4584
24001,2010,15,155,2520,17,661,9857,75087,29069,38.71,657,4417
24003,2010,33,371,5651,86,4513,120832,537656,154301,28.7,3662,6252
24005,2010,72,762,12578,130,7616,195585,805029,163117,20.26,2716,6193
24009,2010,3,12,224,14,918,22960,88737,29796,33.58,7653,6338
24011,2010,5,58,739,8,159,2712,33066,2127,6.43,542,4133
24013,2010,8,84,1382,23,1752,38047,167134,42953,25.7,4756,7267
24015,2010,10,94,1513,16,666,12632,101108,20177,19.96,1263,6319
24017,2010,11,105,2069,23,1078,27739,146551,46914,32.01,2522,6372
24021,2010,16,117,2021,35,2013,46713,233385,48430,20.75,2920,6668
24023,2010,5,40,596,7,130,2377,30097,1294,4.3,475,4300
24025,2010,15,155,2716,34,2353,49346,244826,59244,24.2,3290,7201
24027,2010,8,49,1117,41,2663,67462,287085,61596,21.46,8433,7002
24031,2010,29,230,4174,207,9222,264091,971777,152763,15.72,9107,4695
24033,2010,63,736,11512,162,6305,170195,863420,230854,26.74,2702,5330
24035,2010,5,20,481,9,406,8351,47798,10967,22.94,1670,5311
24510,2010,67,558,9729,214,3433,91480,620961,20616,3.32,1365,2902
25001,2010,28,348,8910,62,3430,80117,215888,108706,50.35,2861,3482
25011,2010,5,42,794,25,675,14310,71372,12348,17.3,2862,2855
25015,2010,10,77,1391,32,2272,49538,158080,52127,32.97,4954,4940
25025,2010,52,338,6110,215,7286,146291,722023,20450,2.83,2813,3358
26005,2010,17,106,1595,20,746,11965,111408,6394,5.74,704,5570
26007,2010,4,45,619,8,241,4691,29598,2016,6.81,1173,3700
26015,2010,7,57,641,11,306,5336,59173,1673,2.83,762,5379
26017,2010,17,187,2732,19,561,11879,107771,20215,18.76,699,5672
26021,2010,26,190,3254,39,1183,23715,156813,38516,24.56,912,4021
26023,2010,10,65,1040,3,58,1276,45248,6527,14.43,128,15083
26025,2010,22,148,2440,24,469,9765,136146,32177,23.63,444,5673
26027,2010,9,68,1133,12,240,4094,52293,3127,5.98,455,4358
26029,2010,6,45,750,9,163,4046,25949,1523,5.87,674,2883
26031,2010,5,23,475,5,174,3600,26152,3175,12.14,720,5230
