GeoID,Year,D_Etab,D_Emp,D_Pay,G_Etab,G_Emp,G_Pay,Pop_2010,FD_num_2010,FD_pct_2010
28025,2010,4,67,915,6,121,1991,20634,3298,15.98
28031,2010,8,75,1277,5,111,1603,19568,0,0.0
28033,2010,23,246,3530,14,826,20067,161252,44656,27.69
28035,2010,24,299,4656,13,343,5424,74934,9746,13.01
28045,2010,7,50,829,4,135,2326,43929,19686,44.81
28047,2010,41,470,7355,17,738,14599,187105,77396,41.36
28049,2010,50,526,7546,34,1427,26118,245285,67858,27.66
28051,2010,7,62,883,4,68,1138,19198,5050,26.3
28059,2010,37,283,5036,21,740,13695,139668,35135,25.16
28061,2010,7,55,676,3,70,1020,17062,2222,13.03
28067,2010,22,225,3422,14,395,7096,67761,8911,13.15
28073,2010,12,95,1424,11,315,4985,55658,7994,14.36
28075,2010,19,231,3913,14,440,7904,80261,14017,17.46
28083,2010,11,113,1811,8,239,3340,32317,10041,31.07
28085,2010,8,88,1285,3,287,5507,34869,7915,22.7
28087,2010,17,167,2576,11,354,6276,59779,13206,22.09
28091,2010,9,99,1401,5,136,2355,27088,4518,16.68
28095,2010,13,136,1935,9,174,2312,36989,2730,7.38
28101,2010,7,66,1129,6,134,2210,21720,2475,11.39
28109,2010,15,176,3017,9,319,5981,55834,7872,14.1
28113,2010,12,101,1507,9,233,4665,40404,3476,8.6
28117,2010,9,61,931,7,166,2452,25276,1243,4.92
28123,2010,11,115,1674,7,201,2824,28264,4356,15.41
28127,2010,6,69,1084,4,94,2052,27503,2085,7.58
28133,2010,8,53,852,8,141,2310,29450,6609,22.44
28141,2010,10,53,833,9,149,2179,19593,0,0.0
28147,2010,3,26,367,3,83,1312,15443,4312,27.92
28149,2010,10,105,1486,5,278,5191,48773,14086,28.88
28153,2010,9,71,1221,4,203,2971,20747,1024,4.93
28163,2010,8,110,1568,5,137,2071,28065,9552,34.03
29019,2010,13,92,1481,27,2055,31384,162642,52313,32.16
29021,2010,11,80,1316,12,749,13007,89201,18717,20.98
29031,2010,8,79,1217,8,390,7223,75674,20053,26.5
29037,2010,13,172,3039,12,705,13541,99478,32185,32.35
29047,2010,16,137,2064,32,1966,40200,221939,64191,28.92
29051,2010,9,62,935,12,919,14298,75990,17865,23.51
29077,2010,32,255,4068,39,1653,29618,275174,56141,20.4
29091,2010,11,97,1299,10,237,3728,40400,7477,18.51
29095,2010,73,856,17914,96,5365,107522,674158,160188,23.76
29097,2010,22,172,2688,12,333,6160,117404,27783,23.66
29099,2010,16,121,2002,23,1049,23481,218733,61105,27.94
29105,2010,4,26,427,5,130,2333,35571,7098,19.96
29109,2010,6,41,629,8,223,3522,38634,4155,10.75
29127,2010,9,81,1345,6,230,3894,28781,4516,15.69
29143,2010,6,51,726,6,97,1305,18956,580,3.06
29157,2010,3,42,853,3,59,764,18971,2962,15.61
29159,2010,7,68,989,9,225,4220,42201,7060,16.73
29165,2010,6,21,402,11,827,16005,89322,31211,34.94
29169,2010,8,55,820,5,196,2918,52274,8739,16.72
29183,2010,20,212,3808,42,2474,59577,360485,140645,39.02
29186,2010,3,41,573,3,121,1911,18145,5171,28.5
29189,2010,79,722,11829,182,9738,235025,998954,264850,26.51
29213,2010,13,79,1961,14,506,8947,51675,10701,20.71
30029,2010,6,78,1248,13,820,19608,90928,10737,11.81
30031,2010,4,41,665,18,1000,21527,89513,13597,15.19
30063,2010,6,48,735,20,1067,21961,109299,30018,27.46
31001,2010,5,50,644,7,304,4827,31364,7653,24.4
31013,2010,4,47,687,4,122,1818,11308,3742,33.09
31017,2010,4,51,800,3,69,693,3145,317,10.08
31025,2010,3,60,1057,5,94,1343,25241,7053,27.94
31039,2010,4,61,932,4,80,1382,9139,3005,32.89
31047,2010,7,67,931,5,128,1726,24326,8838,36.33
31053,2010,5,52,638,7,370,6199,36691,9812,26.74
31055,2010,34,264,4303,91,6045,109090,517110,74231,14.35
31059,2010,3,32,190,4,61,554,5890,1410,23.93
31089,2010,5,91,1362,9,210,2507,10435,2666,25.55
31109,2010,14,129,1813,45,3211,49996,285407,38274,13.41
31111,2010,7,97,1564,6,176,2461,36288,8235,22.69
31123,2010,4,11,143,3,70,1203,5042,2539,50.36
31141,2010,5,69,932,7,453,6998,32237,5519,17.12
31153,2010,10,77,1154,13,973,16037,158840,47845,30.12
31155,2010,5,71,820,6,111,1545,20780,2961,14.25
31161,2010,4,31,381,6,90,1330,5469,1772,32.41
31179,2010,3,63,1002,4,86,1013,9595,712,7.42
31185,2010,4,46,768,3,116,1923,13665,3570,26.12
32003,2010,92,1122,20645,257,13952,338356,1951269,165475,8.48
32031,2010,20,206,3708,66,3260,89437,421407,86358,20.49
33003,2010,11,69,1361,16,608,14454,47818,276,0.58
33005,2010,5,55,1031,21,1267,25159,77117,11095,14.39
33007,2010,7,54,926,10,299,5004,33055,4906,14.84
33009,2010,13,113,1917,34,1581,31499,89118,11509,12.91
33013,2010,10,86,1479,26,1734,30452,146445,31080,21.22
33017,2010,7,62,871,19,1590,32307,123143,28973,23.53
34001,2010,35,259,4373,87,2335,58038,274549,99613,36.28
34003,2010,58,284,5640,260,10847,279780,905116,107451,11.87
34005,2010,28,188,3155,74,4323,101791,448734,169305,37.73
34007,2010,47,313,5685,152,4192,96444,513657,141226,27.49
34011,2010,16,112,1996,43,945,23783,156898,47103,30.02
34013,2010,71,448,9195,346,5860,150593,783969,68650,8.76
34015,2010,24,198,3153,49,2304,51059,288288,126343,43.83
34017,2010,74,413,6090,242,3893,92450,634266,2135,0.34
34019,2010,4,23,290,23,1259,29844,128349,28225,21.99
34021,2010,36,252,3957,106,3733,89003,366513,102659,28.01
34023,2010,59,416,7220,218,6271,149303,809858,233927,28.88
34025,2010,39,241,4236,165,7148,172655,630380,217042,34.43
34027,2010,21,135,2564,101,5434,141844,492276,188884,38.37
34029,2010,38,278,5516,101,5599,128130,576567,281417,48.81
34031,2010,45,367,7208,231,4580,105506,501226,67444,13.46
34033,2010,7,46,836,15,567,11180,66083,8633,13.06
34035,2010,16,63,1043,59,3897,94336,323444,133311,41.22
34037,2010,8,73,877,27,1718,38406,149265,53488,35.83
34039,2010,42,381,7000,164,4671,110772,536499,65726,12.25
34041,2010,6,59,901,30,1500,33894,108692,32708,30.09
35001,2010,55,542,9569,76,4854,99745,662564,136118,20.54
35005,2010,10,80,1287,7,417,7358,65645,17658,26.9
35009,2010,9,74,1243,3,244,3440,48376,16741,34.61
35013,2010,25,168,2615,22,818,14999,209233,88230,42.17
35025,2010,10,99,1560,8,439,8535,64727,9740,15.05
35031,2010,13,147,2858,14,508,11308,71492,39226,54.87
35035,2010,8,58,990,7,166,3617,63797,29715,46.58
35045,2010,16,134,2514,10,652,15532,130044,40318,31.0
35049,2010,8,95,2121,22,1591,37623,144170,46072,31.96
35057,2010,4,30,498,5,57,1011,16383,3891,23.75
35061,2010,9,70,1173,10,310,6247,76569,34908,45.59
36005,2010,192,1045,17665,1051,6014,115171,1385108,12462,0.9
36009,2010,14,109,1629,21,685,10505,80317,3977,4.95
36011,2010,6,54,930,13,696,12216,80026,6013,7.51
36013,2010,23,175,2882,34,1293,21358,134905,15534,11.51
36015,2010,16,125,2010,14,749,13827,88830,21029,23.67
36017,2010,12,77,1190,11,560,8894,50477,806,1.6
36021,2010,11,96,1755,22,614,13184,63096,9467,15.0
36023,2010,8,69,1004,10,475,8262,49336,4838,9.81
36025,2010,10,53,838,13,410,8285,47980,1362,2.84
36027,2010,23,232,3417,102,3031,71177,297488,106487,35.8
36029,2010,119,1033,16181,245,11062,187292,919040,238054,25.9
36031,2010,8,47,679,19,317,6518,39370,3882,9.86
36033,2010,8,58,945,14,309,6173,51599,8975,17.39
36037,2010,6,41,632,9,348,6193,60079,3071,5.11
36039,2010,7,51,794,12,402,7699,49221,6299,12.8
36043,2010,8,67,1021,12,277,5313,64519,8190,12.69
36045,2010,23,168,2771,27,938,17944,116229,16866,14.51
36047,2010,380,1867,32326,1990,12185,245191,2504700,393,0.02
36051,2010,11,77,1119,14,703,11930,65393,11134,17.03
36053,2010,12,84,1436,14,550,9744,73442,10694,14.56
36055,2010,64,599,9517,184,11889,200540,744344,251900,33.84
36059,2010,95,577,9356,559,12560,314262,1339532,74914,5.59
36061,2010,147,1163,25118,1323,16716,417671,1585873,2,0.0
36063,2010,30,273,4802,31,1815,30593,216469,48276,22.3
36065,2010,32,280,4283,53,1731,32742,234878,46066,19.61
36067,2010,49,388,6276,117,6960,115127,467026,122215,26.17
36069,2010,12,121,1791,20,1419,24561,107931,14931,13.83
36075,2010,16,121,1864,23,895,15049,122109,9743,7.98
36079,2010,3,21,406,32,912,19940,99710,39109,39.22
36081,2010,278,1400,28664,1342,12280,291438,2230722,7451,0.33
36085,2010,35,216,3850,207,3726,84972,468730,22938,4.89
36087,2010,22,128,2576,96,2205,59459,311687,92703,29.74
36089,2010,19,128,2070,34,790,16869,111944,15983,14.28
36093,2010,17,166,2876,36,1596,31029,154727,55632,35.95
36101,2010,13,85,1381,23,1203,21024,98990,11349,11.47
36103,2010,86,599,10426,519,14639,363972,1493350,453548,30.37
36105,2010,14,77,1407,30,668,13559,77547,10838,13.98
36109,2010,5,47,747,18,1521,27706,101564,17871,17.6
36111,2010,15,135,2291,47,1905,39516,182493,46797,25.64
36117,2010,18,113,1899,12,756,13253,93772,13798,14.71
36119,2010,52,294,5116,443,9964,243088,949113,142030,14.96
36121,2010,7,71,1551,9,361,6183,42155,7891,18.72
37001,2010,27,191,3209,22,891,14146,151131,40792,26.99
37003,2010,5,31,492,4,134,1926,37198,2416,6.49
37007,2010,4,32,435,5,118,1797,26948,1551,5.76
37011,2010,5,34,499,5,207,3511,17797,0,0.0
37013,2010,9,69,1030,10,393,6372,47759,6999,14.66
37017,2010,10,67,981,7,180,2785,35190,2260,6.42
37019,2010,21,138,2302,19,864,14048,107431,16845,15.68
37021,2010,26,231,3771,46,3130,54464,238318,59094,24.8
37023,2010,20,165,2384,17,634,10187,90912,25189,27.71
37025,2010,22,174,2652,27,1055,17410,178011,39787,22.35
37027,2010,16,145,2337,14,513,7792,83029,29330,35.32
37031,2010,12,113,1657,15,591,9896,66469,16357,24.61
37035,2010,29,253,3756,25,970,15803,154358,40326,26.12
37037,2010,14,92,1366,13,451,7615,63505,5014,7.9
37039,2010,9,59,774,5,214,3516,27444,118,0.43
37047,2010,18,129,2015,13,384,5924,58098,1621,2.79
37049,2010,20,142,2065,16,577,9347,103505,23601,22.8
37051,2010,48,527,7571,48,1546,26212,319431,96550,30.23
37053,2010,4,27,394,9,212,5721,23547,3085,13.1
37055,2010,15,79,1595,17,574,14442,33920,12762,37.62
37061,2010,19,143,1831,13,391,6557,58505,986,1.69
37063,2010,27,354,5151,52,1891,38610,267587,72166,26.97
37065,2010,13,92,1428,10,265,4155,56552,9134,16.15
37067,2010,49,525,7479,67,2526,43270,350670,136579,38.95
37069,2010,9,59,943,8,307,5264,60619,2868,4.73
37071,2010,37,328,4572,32,1358,21593,206086,58343,28.31
37081,2010,58,571,7963,104,3338,58559,488406,102650,21.02
37083,2010,18,163,2212,20,346,5517,54691,9543,17.45
37089,2010,10,110,1748,25,1180,19963,106740,22357,20.95
37091,2010,10,89,1322,7,242,3353,24669,2821,11.43
37093,2010,6,42,631,7,151,2566,46952,10606,22.59
37097,2010,24,238,3536,27,1157,19180,159437,25056,15.72
37101,2010,25,200,3055,34,1021,16869,168878,8429,4.99
37105,2010,14,110,1670,15,446,7126,57866,12463,21.54
37107,2010,19,138,2223,16,510,8897,59495,7316,12.3
37109,2010,13,115,1667,13,523,8882,78265,12888,16.47
37111,2010,9,79,973,9,352,5448,44996,3488,7.75
37119,2010,80,743,12719,195,8316,154034,919628,206382,22.44
37125,2010,16,138,1809,16,714,12052,88247,22380,25.36
37127,2010,24,234,3402,20,688,11222,95840,12635,13.18
37129,2010,27,309,5270,42,1854,31852,202667,64805,31.98
37135,2010,9,88,1104,20,1318,25662,133801,31158,23.29
37145,2010,7,73,991,6,195,3107,39464,2975,7.54
37147,2010,33,279,4086,24,1100,18589,168148,14543,8.65
37151,2010,20,149,2455,23,616,8951,141752,24426,17.23
37153,2010,11,100,1382,11,274,3796,46639,5625,12.06
37155,2010,30,297,3920,28,812,11765,134168,12957,9.66
37157,2010,21,166,2319,20,413,6091,93643,20761,22.17
37159,2010,26,223,3439,21,751,12914,138428,32737,23.65
37163,2010,16,160,3023,13,424,6779,63431,2915,4.6
37165,2010,12,94,1424,7,178,2921,36157,5943,16.44
37169,2010,7,53,728,8,281,4269,47401,8159,17.21
37171,2010,20,209,3152,18,501,7824,73673,6662,9.04
37173,2010,7,33,548,4,118,2264,13981,605,4.33
37179,2010,21,177,2847,28,1249,20811,201292,32195,15.99
37181,2010,11,155,2079,9,281,4653,45422,4541,10.0
37183,2010,66,633,10358,168,8069,146990,900993,173265,19.23
37189,2010,11,190,3200,10,513,8110,51079,3949,7.73
37191,2010,26,224,3530,22,593,10202,122623,25040,20.42
37193,2010,10,114,1590,14,358,4957,69340,8384,12.09
37195,2010,18,165,2338,19,552,8152,81234,5097,6.27
37197,2010,8,49,725,11,198,3166,38406,639,1.66
38015,2010,5,55,886,7,677,10842,81308,19849,24.41
38017,2010,10,276,5547,19,1405,22416,149778,22405,14.96
38059,2010,3,16,136,6,189,2669,27471,8444,30.74
38079,2010,4,41,565,6,171,2440,13937,990,7.1
38099,2010,4,47,536,7,151,2047,11119,2050,18.44
39001,2010,10,61,949,4,106,1463,28550,936,3.28
39003,2010,23,205,3394,17,569,10140,106331,21970,20.66
39005,2010,8,40,731,10,397,6248,53139,1949,3.67
39007,2010,22,155,2368,19,493,9040,101497,16941,16.69
39009,2010,12,92,1632,14,423,8859,64757,15662,24.19
39015,2010,13,98,1542,6,333,6638,44846,4474,9.98
39017,2010,37,258,4350,54,2510,55531,368130,112346,30.52
39019,2010,6,77,1202,4,104,1483,28836,1676,5.81
39021,2010,6,48,656,9,216,3887,40097,408,1.02
39023,2010,18,128,2158,24,808,17167,138333,26637,19.26
39027,2010,10,67,1153,12,435,9245,42040,4052,9.64
39029,2010,18,124,2096,18,561,8893,107841,20732,19.22
39033,2010,8,47,829,8,190,3725,43784,2491,5.69
39035,2010,139,1126,17790,315,8894,186848,1280122,246210,19.23
39037,2010,8,56,805,8,340,6247,52959,2136,4.03
39047,2010,5,28,419,9,200,4355,29030,1227,4.23
39049,2010,112,1438,24430,238,9001,203246,1163414,275641,23.69
39051,2010,8,53,895,5,265,4771,42698,5769,13.51
39057,2010,19,146,2138,21,1061,23799,161573,53645,33.2
39059,2010,12,74,1191,10,229,3810,40087,5798,14.46
39061,2010,84,753,11777,171,7356,162175,802374,218887,27.28
39071,2010,8,52,868,7,210,4562,43589,1880,4.31
39075,2010,6,31,372,9,245,3189,42366,876,2.07
39081,2010,13,117,1914,20,579,10142,69709,14156,20.31
39083,2010,12,92,1417,12,369,6493,60921,9597,15.75
39085,2010,24,209,3361,34,1781,36743,230041,89226,38.79
39089,2010,17,148,2730,22,1200,24426,166492,26577,15.96
39091,2010,9,89,1376,14,267,4769,45858,3483,7.59
39093,2010,37,326,4809,54,1995,37880,301356,77344,25.67
39099,2010,37,283,4587,56,1893,31511,238823,69801,29.23
39103,2010,13,107,1679,21,1811,29723,172332,44493,25.82
39107,2010,5,44,665,7,242,3534,40814,3252,7.97
39109,2010,14,112,1647,9,480,10303,102506,15636,15.25
39113,2010,74,631,10328,77,3629,80957,535153,158183,29.56
39119,2010,13,98,1671,15,520,9400,86074,15122,17.57
39133,2010,19,118,1957,19,844,17297,161419,33164,20.55
39137,2010,6,34,519,6,170,1673,34499,5023,14.56
39139,2010,18,163,2705,24,795,16509,124475,26630,21.39
39141,2010,13,111,1644,11,434,8702,78064,8566,10.97
39143,2010,10,92,1309,11,413,7321,60944,6159,10.11
39145,2010,16,118,2096,13,474,9632,79499,13468,16.94
39149,2010,6,54,814,9,369,6950,49423,7569,15.32
39151,2010,51,404,6587,64,2964,61712,375586,103577,27.58
39153,2010,58,526,8545,88,4917,100404,541781,189680,35.01
39155,2010,41,349,5598,47,1552,26795,210312,46163,21.95
39157,2010,19,146,2511,16,738,12650,92582,17559,18.97
39159,2010,6,45,693,6,181,4015,52300,7338,14.03
39165,2010,15,97,2149,27,1856,38141,212693,69595,32.72
39167,2010,13,84,1646,13,512,9906,61778,5187,8.4
39173,2010,20,320,4705,22,741,14797,125488,36555,29.13
40013,2010,10,68,1154,5,130,1819,42416,8287,19.54
40019,2010,17,121,2215,9,173,3353,47557,4569,9.61
40027,2010,26,189,3342,45,1326,30172,255755,61262,23.95
40037,2010,11,107,1761,7,299,4782,69967,13189,18.85
40079,2010,17,134,2103,6,228,3231,50384,6919,13.73
40089,2010,6,33,606,7,173,3880,33151,5474,16.51
40091,2010,4,25,417,5,163,3515,20252,2583,12.76
40101,2010,17,131,2071,11,319,5849,70990,8901,12.54
40109,2010,102,795,12914,176,4312,99818,718633,183238,25.5
40113,2010,7,49,732,3,101,1500,47472,13639,28.73
40121,2010,10,111,1524,6,122,1908,45837,19048,41.56
40123,2010,8,70,858,5,86,1462,37492,8275,22.07
40137,2010,10,72,1184,8,168,2784,45048,7586,16.84
40139,2010,5,32,512,4,78,1224,20640,17165,83.16
40143,2010,79,732,11996,78,4443,82979,603403,154010,25.52
41001,2010,3,38,618,8,197,4145,16134,5866,36.36
41003,2010,5,27,502,15,772,17659,85579,17285,20.2
41019,2010,6,73,1109,22,764,17797,107667,29194,27.12
41029,2010,11,200,3519,36,1663,42684,203206,33532,16.5
41035,2010,4,82,1562,14,400,10553,66380,22196,33.44
41039,2010,19,232,3928,59,2756,67492,351715,53955,15.34
41041,2010,5,21,547,19,514,11479,46034,7013,15.23
41043,2010,8,93,2063,23,682,14450,116672,28180,24.15
41051,2010,27,362,6090,133,5530,136604,735334,92502,12.58
42001,2010,9,53,874,15,720,10902,101407,11466,11.31
42003,2010,134,1138,17514,204,13267,260528,1223348,351583,28.74
42005,2010,12,102,1644,16,491,7347,68941,3674,5.33
42007,2010,23,208,3123,27,1369,20085,170539,67605,39.64
42009,2010,10,85,1040,12,367,6216,49762,6537,13.14
42011,2010,30,220,4111,76,3687,59782,411442,63317,15.39
42013,2010,25,264,4045,18,1162,22196,127089,23261,18.3
42015,2010,13,97,1422,16,553,8824,62622,7590,12.12
42017,2010,47,976,15036,101,7668,151859,625249,212534,33.99
42019,2010,19,193,3441,30,1467,25726,183862,41421,22.53
42025,2010,10,57,965,11,439,8104,65249,7549,11.57
42029,2010,29,251,4102,68,5121,109164,498886,195262,39.14
42031,2010,8,111,1775,14,289,4490,39988,2758,6.9
42033,2010,20,153,2422,16,524,9779,81642,11640,14.26
42037,2010,12,98,1513,10,785,11227,67295,7456,11.08
42041,2010,19,166,2457,37,3495,59734,235406,46342,19.69
42043,2010,27,226,4019,53,3020,49220,268100,107615,40.14
42045,2010,51,341,5418,112,5187,121046,558979,114579,20.5
42047,2010,5,31,421,8,201,2925,31946,3039,9.51
42049,2010,38,292,4840,38,2496,43229,280566,73860,26.33
42051,2010,22,181,3201,29,1126,18659,136606,22600,16.54
42059,2010,8,65,1000,9,466,9527,38686,6042,15.62
42061,2010,11,68,1002,6,323,5545,45913,1332,2.9
42063,2010,12,113,1737,10,555,7490,88880,9691,10.9
42065,2010,12,56,814,11,359,5731,45200,2389,5.28
42069,2010,32,223,3729,43,3064,48853,214437,24220,11.29
42071,2010,47,673,13776,110,7678,117026,519445,133673,25.73
42073,2010,17,181,2671,9,557,10173,91108,26492,29.08
42075,2010,11,99,1690,32,1419,21845,133568,24983,18.7
42077,2010,26,268,4185,78,3945,68379,349497,91342,26.14
42079,2010,46,384,6596,59,3502,55338,320918,56425,17.58
42085,2010,22,196,2980,19,739,13541,116638,16447,14.1
42089,2010,17,152,2431,25,1747,32091,169842,50922,29.98
42091,2010,46,355,5531,139,9859,208178,799874,231495,28.94
42097,2010,13,93,1375,18,794,10597,94528,11348,12.0
42101,2010,198,1231,22004,527,9727,225175,1526006,13014,0.85
42107,2010,20,124,2411,34,1387,20450,148289,9833,6.63
42109,2010,8,89,1159,14,505,7576,39702,1980,4.99
42113,2010,4,23,261,4,122,1834,6428,2211,34.4
42117,2010,9,97,1465,8,275,4255,41981,1379,3.28
42121,2010,9,80,1322,15,373,5805,54984,4631,8.42
42125,2010,20,154,2453,34,1461,24329,207820,56007,26.95
42127,2010,9,58,773,15,622,10093,52822,2138,4.05
42129,2010,52,415,6516,53,2580,48143,365169,121341,33.23
42133,2010,43,385,5754,64,4356,70781,434972,113962,26.2
44003,2010,18,244,4704,23,1484,35873,166158,53506,32.2
44007,2010,53,571,11477,121,5231,113686,626667,124418,19.85
44009,2010,17,166,3971,32,1588,36527,126979,42981,33.85
45003,2010,32,276,4269,30,1187,22868,160099,35221,22.0
45007,2010,38,294,4967,26,1546,25754,187126,56938,30.43
45009,2010,9,67,931,4,91,1905,15987,2415,15.11
45013,2010,20,186,2827,32,1633,35692,162233,49037,30.23
45015,2010,23,201,3361,18,892,15166,177843,40370,22.7
45019,2010,55,424,7077,90,3757,74729,350209,64105,18.3
45025,2010,12,86,1265,13,339,5061,46734,6370,13.63
45027,2010,11,66,1036,5,305,3506,34971,1667,4.77
45029,2010,8,69,1037,13,355,5285,38892,9243,23.76
45031,2010,17,160,2316,13,569,8338,68681,9759,14.21
45033,2010,9,70,1015,7,171,2955,32062,3257,10.16
45035,2010,16,151,2369,16,1012,18432,136555,26712,19.56
45041,2010,35,315,4876,41,1039,18807,136885,30786,22.49
45045,2010,77,583,9474,86,4266,91170,451225,144872,32.11
45051,2010,75,568,9212,56,2259,45059,269291,46637,17.32
45057,2010,9,68,1184,22,473,8538,76652,10055,13.12
45063,2010,52,370,6000,41,1914,33269,262391,60873,23.2
45075,2010,31,289,4160,26,803,11961,92501,12326,13.33
45079,2010,48,444,7416,57,2778,49199,384504,103362,26.88
45085,2010,24,205,3002,21,899,10364,107456,23788,22.14
45087,2010,11,63,892,7,179,2675,28961,2488,8.59
45089,2010,12,78,2148,9,260,4095,34423,2577,7.49
45091,2010,36,298,4628,39,1562,26477,226073,51932,22.97
46019,2010,3,41,842,4,97,1775,10110,2435,24.08
46099,2010,14,144,2841,24,2308,36594,169468,33775,19.93
46103,2010,8,54,1295,21,744,13195,100948,30385,30.1
46109,2010,4,56,890,5,95,1137,10149,4390,43.26
47001,2010,11,108,1747,13,643,11588,75129,14017,18.66
47009,2010,15,99,1668,16,778,14144,123010,40483,32.91
47011,2010,12,111,1617,19,473,7929,98963,27711,28.0
47013,2010,8,50,834,10,221,3917,40716,6372,15.65
47023,2010,5,42,629,5,116,1425,17131,2284,13.33
47025,2010,4,29,409,7,244,3409,32213,6096,18.92
47031,2010,13,76,1324,11,258,4856,52796,8085,15.31
47035,2010,9,90,1463,9,450,8346,56053,8083,14.42
47037,2010,73,930,16817,134,4873,117483,626681,153981,24.57
47041,2010,5,46,579,4,61,1012,18723,433,2.31
47045,2010,12,78,1208,9,179,3174,38335,11278,29.42
47049,2010,5,65,764,6,100,1255,17959,49,0.27
47051,2010,7,54,753,10,175,3317,41052,7667,18.68
47065,2010,53,393,6654,62,2526,46196,336463,127478,37.89
47071,2010,7,53,744,8,180,3270,26026,3073,11.81
47081,2010,5,36,712,4,80,1015,24690,2279,9.23
47093,2010,42,438,7077,71,4140,78903,432226,166361,38.49
47115,2010,7,49,802,4,127,2175,28237,2115,7.49
47119,2010,16,137,1934,15,626,13841,80956,13115,16.2
47123,2010,12,81,1188,7,309,5921,44519,2263,5.08
47133,2010,6,60,899,7,117,1933,22083,350,1.59
47139,2010,8,51,783,3,86,1536,16825,42,0.25
47145,2010,10,59,1082,7,376,7169,54181,13850,25.56
47149,2010,31,283,4452,36,1811,41989,262604,61980,23.6
47151,2010,5,25,466,4,67,981,22228,1314,5.91
47155,2010,18,143,2496,22,1091,21428,89889,11506,12.8
47157,2010,125,1288,19440,189,6356,144805,927644,254098,27.39
47161,2010,5,28,367,4,71,1214,13324,1929,14.48
47163,2010,22,181,2988,23,1222,19912,156823,58586,37.36
47177,2010,13,132,2047,9,239,4153,39839,2343,5.88
48001,2010,13,69,1224,4,210,3823,58458,24126,41.27
48037,2010,23,143,2332,13,499,9108,92565,27240,29.43
48039,2010,32,260,4225,29,2095,38992,313166,82488,26.34
48041,2010,16,134,2310,21,1671,29752,194851,66010,33.88
48049,2010,9,79,1506,6,170,2902,38106,15830,41.54
48061,2010,65,427,6838,47,2589,54062,406220,112245,27.63
48071,2010,5,42,1059,7,175,2923,35096,6360,18.12
48085,2010,44,354,6257,80,6691,136291,782341,116558,14.9
48113,2010,260,2113,38248,370,18387,379465,2368139,473273,19.99
48121,2010,44,420,6646,51,3450,67004,662614,143217,21.61
48135,2010,20,130,2501,16,1002,17712,137130,30948,22.57
48141,2010,120,982,15221,110,4426,78235,800647,179137,22.37
48157,2010,32,234,4714,71,4371,86543,585375,177770,30.37
48167,2010,30,225,3901,42,2156,44690,291309,101777,34.94
48183,2010,33,249,4006,16,981,19631,121730,29652,24.36
48199,2010,9,46,879,7,277,5337,54635,15213,27.84
48201,2010,348,2771,49102,718,32255,665281,4092459,886069,21.65
48203,2010,17,95,1593,11,333,6809,65631,11560,17.61
48213,2010,18,111,1865,13,372,7863,78532,19106,24.33
48215,2010,118,763,12803,65,5140,101690,774769,330466,42.65
48221,2010,7,52,829,13,417,7573,51182,17970,35.11
48223,2010,4,30,431,3,132,2045,35161,5636,16.03
48225,2010,5,29,457,5,135,2558,23732,9135,38.49
48245,2010,39,266,4603,44,1869,35339,252273,72991,28.93
48249,2010,8,53,848,12,319,6192,40838,7568,18.53
48251,2010,21,157,2671,16,640,15641,150934,34247,22.69
48257,2010,15,111,1923,10,428,10035,103350,8744,8.46
48277,2010,12,109,1877,6,214,3896,49793,15754,31.64
48279,2010,5,41,604,6,134,2260,13977,505,3.61
48291,2010,11,69,1226,14,463,7946,75643,15789,20.87
48323,2010,17,111,1829,9,470,9782,54258,17177,31.66
48329,2010,13,105,1716,13,1064,19092,136872,40560,29.63
48339,2010,39,332,5749,43,3397,70589,455746,100452,22.04
48341,2010,4,35,581,4,126,2046,21904,6929,31.64
48349,2010,11,128,1862,8,320,7263,47735,12922,27.07
48361,2010,14,88,1535,14,552,9851,81837,19949,24.38
48363,2010,5,26,387,8,118,1950,28111,10532,37.46
48365,2010,4,18,307,4,186,3126,23796,4697,19.74
48367,2010,9,70,1248,8,461,8795,116927,21113,18.06
48375,2010,21,155,2784,13,1161,19883,121073,37056,30.61
48399,2010,4,25,408,3,94,1429,10501,3026,28.82
48401,2010,9,51,1020,5,199,3926,53330,14339,26.89
48419,2010,7,43,681,6,188,3266,25448,3832,15.06
48439,2010,164,1364,22269,221,12987,248482,1809034,503753,27.85
48441,2010,17,125,2034,12,1113,19269,131506,37889,28.81
48449,2010,6,47,834,6,195,3440,32334,4538,14.03
48451,2010,16,108,1802,13,731,14100,110224,33804,30.67
48453,2010,58,565,9911,129,10800,251060,1024266,296491,28.95
48471,2010,6,45,513,6,316,5779,67861,20157,29.7
48477,2010,4,29,400,5,312,5918,33718,4547,13.49
48479,2010,29,229,3325,43,2140,45318,250304,44797,17.9
48485,2010,19,194,2753,14,1039,17207,131500,43104,32.78
48497,2010,13,74,1085,8,184,3727,59127,3662,6.19
49003,2010,6,70,734,5,395,6827,49975,8873,17.75
49011,2010,16,144,2348,22,1740,33070,306479,85082,27.76
49013,2010,4,27,571,5,266,4529,18607,5147,27.66
49027,2010,4,30,467,5,197,2002,12503,5078,40.61
49035,2010,56,626,11977,135,8193,169715,1029655,118179,11.48
49049,2010,21,202,3178,48,2925,56638,516564,118502,22.94
49053,2010,11,149,2228,16,842,18606,138115,38175,27.64
