GeoID,County,State,Year,D_Etab,D_Emp,D_Pay,G_Etab,G_Emp,G_Pay,Pop_2015,D_Cap,G_Cap,FD_num_2015,FD_pct_2015
1001,Autauga County,Alabama,2015,11,93,1703,5,283,5691,54838,4985,10967,14667,26.75
1003,Baldwin County,Alabama,2015,50,429,7054,30,1774,36515,202995,4059,6766,49371,24.32
1005,Barbour County,Alabama,2015,8,60,844,4,159,2733,26294,3286,6573,6676,25.39
1007,Bibb County,Alabama,2015,5,40,596,5,111,2497,22562,4512,4512,2312,10.25
1015,Calhoun County,Alabama,2015,34,263,4461,29,832,15066,115536,3398,3984,24903,21.55
1017,Chambers County,Alabama,2015,10,72,1020,7,225,3736,34007,3400,4858,7140,21.0
1019,Cherokee County,Alabama,2015,9,54,794,5,98,1727,25739,2859,5147,3736,14.51
1021,Chilton County,Alabama,2015,9,74,1066,7,179,3820,43717,4857,6245,9244,21.15
1025,Clarke County,Alabama,2015,14,131,1866,6,290,4709,24703,1764,4117,9444,38.23
1027,Clay County,Alabama,2015,5,36,534,3,103,1440,13413,2682,4471,-118,-0.88
1031,Coffee County,Alabama,2015,13,113,1696,6,266,5752,50952,3919,8492,14211,27.89
1033,Colbert County,Alabama,2015,16,116,1863,8,340,4763,54370,3398,6796,15281,28.11
1039,Covington County,Alabama,2015,13,102,1392,6,300,5120,37551,2888,6258,12386,32.98
1043,Cullman County,Alabama,2015,25,204,3371,17,621,10088,81764,3270,4809,20937,25.61
1045,Dale County,Alabama,2015,13,112,1575,6,106,2169,49349,3796,8224,13884,28.13
1047,Dallas County,Alabama,2015,14,119,1566,8,253,4960,40948,2924,5118,11703,28.58
1049,DeKalb County,Alabama,2015,17,141,2240,14,326,5161,71112,4183,5079,14281,20.08
1051,Elmore County,Alabama,2015,18,137,2200,8,293,5800,80924,4495,10115,20494,25.32
1053,Escambia County,Alabama,2015,15,209,2062,4,177,2949,37665,2511,9416,27371,72.67
1055,Etowah County,Alabama,2015,28,272,4093,14,462,9013,103003,3678,7357,28964,28.12
1059,Franklin County,Alabama,2015,7,74,1012,9,195,3196,31541,4505,3504,5235,16.6
1061,Geneva County,Alabama,2015,8,60,1086,10,273,4052,26636,3329,2663,837,3.14
1067,Henry County,Alabama,2015,4,35,554,3,85,1158,17106,4276,5702,2965,17.33
1069,Houston County,Alabama,2015,32,271,3920,16,863,18506,104268,3258,6516,32625,31.29
1071,Jackson County,Alabama,2015,12,72,1450,10,218,3099,52218,4351,5221,6759,12.94
1073,Jefferson County,Alabama,2015,128,1296,19553,105,5189,107877,660370,5159,6289,143937,21.8
1075,Lamar County,Alabama,2015,7,40,904,3,77,1235,13925,1989,4641,-2927,-21.02
1077,Lauderdale County,Alabama,2015,27,194,3162,21,737,12851,92477,3425,4403,21951,23.74
1081,Lee County,Alabama,2015,26,257,3901,18,982,20343,157009,6038,8722,34374,21.89
1083,Limestone County,Alabama,2015,16,124,2080,9,361,8648,91571,5723,10174,19092,20.85
1087,Macon County,Alabama,2015,6,51,805,4,121,1806,19306,3217,4826,1984,10.28
1089,Madison County,Alabama,2015,68,639,9934,44,2514,56462,352989,5191,8022,72096,20.42
1091,Marengo County,Alabama,2015,8,88,1009,3,113,1927,19760,2470,6586,8022,40.6
1093,Marion County,Alabama,2015,7,50,823,4,65,1399,30123,4303,7530,6215,20.63
1093,Wakulla County,Florida,2015,7,50,823,4,65,1399,30123,4303,7530,6215,20.63
1095,Marshall County,Alabama,2015,25,241,3528,23,716,11545,94606,3784,4113,25473,26.93
1097,Mobile County,Alabama,2015,110,988,14831,59,2730,50585,414935,3772,7032,122553,29.54
1099,Monroe County,Alabama,2015,9,64,984,5,151,2136,21717,2413,4343,3002,13.82
1101,Montgomery County,Alabama,2015,47,496,7279,33,1685,30313,227244,4834,6886,60711,26.72
1103,Morgan County,Alabama,2015,27,201,3176,18,594,13906,119281,4417,6626,23069,19.34
1105,Perry County,Alabama,2015,4,25,400,3,52,915,9638,2409,3212,-4171,-43.28
1107,Pickens County,Alabama,2015,7,55,860,4,131,1907,20776,2968,5194,2975,14.32
1109,Pike County,Alabama,2015,8,65,881,6,170,2876,33522,4190,5587,7612,22.71
1111,Randolph County,Alabama,2015,8,50,691,3,132,2444,22598,2824,7532,6264,27.72
1113,Russell County,Alabama,2015,21,202,3044,11,333,6439,58837,2801,5348,17472,29.7
1115,St. Clair County,Alabama,2015,23,151,2443,14,269,5939,86546,3762,6181,16769,19.38
1117,Shelby County,Alabama,2015,25,202,3232,28,1449,35800,209084,8363,7467,28420,13.59
1119,Sumter County,Alabama,2015,6,46,672,3,67,760,13206,2201,4402,-246,-1.86
1121,Talladega County,Alabama,2015,25,185,2821,8,322,6504,81055,3242,10131,25923,31.98
1123,Tallapoosa County,Alabama,2015,16,119,1809,7,367,5194,40611,2538,5801,14111,34.75
1125,Tuscaloosa County,Alabama,2015,38,405,6043,25,1423,28177,204736,5387,8189,49336,24.1
1127,Walker County,Alabama,2015,20,165,2519,10,343,5829,64933,3246,6493,18486,28.47
1131,Wilcox County,Alabama,2015,6,47,682,6,56,1052,10903,1817,1817,-4911,-45.04
1133,Winston County,Alabama,2015,7,55,774,6,199,3839,23929,3418,3988,2815,11.76
2020,Anchorage Municipality,Alaska,2015,6,57,1952,33,1445,43417,297613,49602,9018,76036,25.55
2050,Bethel Census Area,Alaska,2015,14,269,2760,22,466,8435,17955,1282,816,16673,92.86
2122,Kenai Peninsula Borough,Alaska,2015,5,27,760,19,627,19323,58029,11605,3054,4801,8.27
2180,Nome Census Area,Alaska,2015,3,41,584,18,261,5420,9885,3295,549,-7717,-78.07
2185,North Slope Borough,Alaska,2015,5,26,512,8,133,3562,9795,1959,1224,-8905,-90.91
2290,Yukon-Koyukuk Census Area,Alaska,2015,4,29,424,9,32,810,5466,1366,607,-10449,-191.16
4001,Apache County,Arizona,2015,9,74,961,9,330,6830,71022,7891,7891,18438,25.96
4003,Cochise County,Arizona,2015,19,174,2293,17,684,17016,126502,6658,7441,25148,19.88
4005,Coconino County,Arizona,2015,17,133,2294,21,1366,31819,139024,8177,6620,21564,15.51
4007,Gila County,Arizona,2015,7,68,912,7,356,9564,53006,7572,7572,13858,26.14
4013,Maricopa County,Arizona,2015,241,3178,50788,496,30021,770632,4175049,17323,8417,192442,4.61
4015,Mohave County,Arizona,2015,32,331,5217,19,1421,35360,204661,6395,10771,38795,18.96
4017,Navajo County,Arizona,2015,22,156,2442,14,697,15982,107688,4894,7692,22104,20.53
4019,Pima County,Arizona,2015,91,992,14982,132,8096,207063,1009737,11096,7649,91152,9.03
4021,Pinal County,Arizona,2015,30,322,5050,30,1631,40015,406073,13535,13535,52372,12.9
4023,Santa Cruz County,Arizona,2015,12,88,1476,9,270,6567,46602,3883,5178,6388,13.71
4025,Yavapai County,Arizona,2015,31,275,4326,30,2023,51424,220845,7124,7361,32099,14.53
4027,Yuma County,Arizona,2015,24,227,3506,31,1104,23638,205456,8560,6627,30895,15.04
5001,Arkansas County,Arkansas,2015,6,42,698,4,203,3023,18325,3054,4581,1888,10.3
5005,Baxter County,Arkansas,2015,10,81,1327,7,322,5667,41136,4113,5876,8994,21.86
5007,Benton County,Arkansas,2015,31,232,3939,36,1679,40711,251673,8118,6990,29933,11.89
5009,Boone County,Arkansas,2015,12,122,2019,7,166,3571,37112,3092,5301,6372,17.17
5009,Miami County,Indiana,2015,12,122,2019,7,166,3571,37112,3092,5301,6372,17.17
5015,Carroll County,Arkansas,2015,8,48,765,5,140,2838,27775,3471,5555,3875,13.95
5023,Cleburne County,Arkansas,2015,9,72,939,7,133,2466,25361,2817,3623,3467,13.67
5027,Columbia County,Arkansas,2015,7,66,965,3,88,1642,24126,3446,8042,7019,29.09
5029,Conway County,Arkansas,2015,7,33,608,4,89,1892,20930,2990,5232,576,2.75
5031,Craighead County,Arkansas,2015,27,198,3195,21,721,14537,104419,3867,4972,21649,20.73
5035,Crittenden County,Arkansas,2015,14,114,1629,8,380,5842,49071,3505,6133,15035,30.64
5045,Faulkner County,Arkansas,2015,23,187,2745,13,880,17274,121209,5269,9323,31575,26.05
5051,Garland County,Arkansas,2015,25,215,3188,16,617,12787,97816,3912,6113,24446,24.99
5055,Greene County,Arkansas,2015,9,64,1052,7,232,3559,44298,4922,6328,9625,21.73
5057,Hempstead County,Arkansas,2015,5,54,780,3,97,1980,22094,4418,7364,6301,28.52
5059,Hot Spring County,Arkansas,2015,8,45,755,6,124,1857,33480,4185,5580,5206,15.55
5063,Independence County,Arkansas,2015,9,59,1000,7,184,3551,37034,4114,5290,5326,14.38
5065,Izard County,Arkansas,2015,8,47,674,4,107,1428,13483,1685,3370,-443,-3.29
5067,Jackson County,Arkansas,2015,6,25,447,3,112,1750,17371,2895,5790,1315,7.57
5069,Jefferson County,Arkansas,2015,23,201,3079,16,580,9925,71868,3124,4491,20208,28.12
5085,Lonoke County,Arkansas,2015,19,131,2067,8,374,7018,71336,3754,8917,19777,27.72
5091,Miller County,Arkansas,2015,11,76,1231,7,221,3155,43912,3992,6273,9760,22.23
5093,Mississippi County,Arkansas,2015,12,109,1597,12,315,5646,43715,3642,3642,8084,18.49
5103,Ouachita County,Arkansas,2015,8,65,929,5,162,2651,24321,3040,4864,4432,18.22
5107,Phillips County,Arkansas,2015,9,46,598,7,95,1649,19557,2173,2793,-81,-0.41
5111,Poinsett County,Arkansas,2015,9,63,873,5,151,2248,24016,2668,4803,4694,19.55
5113,Polk County,Arkansas,2015,7,52,870,4,52,833,20196,2885,5049,1020,5.05
5115,Pope County,Arkansas,2015,16,164,2395,8,454,9357,63577,3973,7947,19198,30.2
5119,Pulaski County,Arkansas,2015,74,707,10604,58,2928,62890,393643,5319,6786,82054,20.84
5123,St. Francis County,Arkansas,2015,8,73,809,6,74,1373,26654,3331,4442,5628,21.12
5125,Saline County,Arkansas,2015,26,177,3100,11,478,8324,116397,4476,10581,27391,23.53
5129,Searcy County,Arkansas,2015,3,22,242,3,80,1133,7831,2610,2610,-3693,-47.16
5131,Sebastian County,Arkansas,2015,23,220,3810,18,525,11645,127428,5540,7079,20447,16.05
5135,Sharp County,Arkansas,2015,7,47,647,3,78,1238,16811,2401,5603,2351,13.98
5139,Union County,Arkansas,2015,12,114,1617,8,205,3946,40093,3341,5011,9290,23.17
5143,Washington County,Arkansas,2015,28,194,3145,35,1837,38140,224491,8017,6414,34773,15.49
5145,White County,Arkansas,2015,26,182,2929,13,519,9164,78925,3035,6071,22098,28.0
6001,Alameda County,California,2015,59,1165,15818,370,13748,403050,1634634,27705,4417,10284,0.63
6007,Butte County,California,2015,20,273,4111,50,1767,50667,224812,11240,4496,18939,8.42
